shortName,wpURL,wpID,wdID,WPPageCreate
ron davies (tasmanian politician),https://en.wikipedia.org/wiki/Ron_Davies_(Tasmanian_politician),20130003,Q7363676,NA
john taylor (public servant),https://en.wikipedia.org/wiki/John_Taylor_(public_servant),42714481,Q16856011,NA
nancy millis,https://en.wikipedia.org/wiki/Nancy_Millis,1523596,Q6962855,2005-02-19
elizabeth nesta marks,https://en.wikipedia.org/wiki/Elizabeth_Nesta_Marks,49391510,Q23035502,2016-02-11
jim morrison (chemist),https://en.wikipedia.org/wiki/Jim_Morrison_(chemist),52695769,Q28059469,NA
jack dyer,https://en.wikipedia.org/wiki/Jack_Dyer,304157,Q1677019,2003-08-25
john baker (general),https://en.wikipedia.org/wiki/John_Baker_(general),12177904,Q6220396,NA
kath venn,https://en.wikipedia.org/wiki/Kath_Venn,25975013,Q6376062,2010-01-28
james gleeson,https://en.wikipedia.org/wiki/James_Gleeson,1360333,Q5925755,2005-01-04
rodney hall (writer),https://en.wikipedia.org/wiki/Rodney_Hall_(writer),7404382,Q2161185,NA
bob whan,https://en.wikipedia.org/wiki/Bob_Whan,12985413,Q4934353,2007-08-28
marjorie jackson-nelson,https://en.wikipedia.org/wiki/Marjorie_Jackson-Nelson,70679,Q240073,NA
gaby kennard,https://en.wikipedia.org/wiki/Gaby_Kennard,963930,Q5516157,2004-09-06
duncan armstrong,https://en.wikipedia.org/wiki/Duncan_Armstrong,3487384,Q652850,2005-12-21
sally carbon,https://en.wikipedia.org/wiki/Sally_Carbon,9456958,Q7405099,2007-02-12
jenny cheesman,https://en.wikipedia.org/wiki/Jenny_Cheesman,36505137,Q3807906,2012-07-22
elisabeth murdoch (philanthropist),https://en.wikipedia.org/wiki/Elisabeth_Murdoch_(philanthropist),1562749,Q713195,NA
ted harris (company director),https://en.wikipedia.org/wiki/Ted_Harris_(company_director),37701936,Q7693270,NA
bob maguire,https://en.wikipedia.org/wiki/Bob_Maguire,4092208,Q4933231,2006-02-16
arthur hewson,https://en.wikipedia.org/wiki/Arthur_Hewson,18031508,Q4799058,2008-06-20
brian frank martin,https://en.wikipedia.org/wiki/Brian_Frank_Martin,7075157,Q4963783,2006-09-20
wendy mccarthy,https://en.wikipedia.org/wiki/Wendy_McCarthy,45532774,Q19668182,2015-02-28
richard kingsland,https://en.wikipedia.org/wiki/Richard_Kingsland,36891920,Q7327088,2012-09-01
john newcombe,https://en.wikipedia.org/wiki/John_Newcombe,481779,Q312464,2004-02-22
mary durack,https://en.wikipedia.org/wiki/Mary_Durack,409215,Q6779356,2003-12-20
noel ferrier,https://en.wikipedia.org/wiki/Noel_Ferrier,17075889,Q7046938,2008-04-23
howard taylor (painter),https://en.wikipedia.org/wiki/Howard_Taylor_(painter),38288997,Q5921021,NA
yvonne kenny,https://en.wikipedia.org/wiki/Yvonne_Kenny,2201228,Q523892,2005-07-09
patrick troy,https://en.wikipedia.org/wiki/Patrick_Troy,32484070,Q55966328,2011-07-21
kathleen taperell,https://en.wikipedia.org/wiki/Kathleen_Taperell,42949062,Q17198785,2014-06-03
james bradley (australian writer),https://en.wikipedia.org/wiki/James_Bradley_(Australian_writer),2918798,Q6130122,NA
ian knox (admiral),https://en.wikipedia.org/wiki/Ian_Knox_(admiral),50192373,Q24005673,NA
robert story (botanist),https://en.wikipedia.org/wiki/Robert_Story_(botanist),43495439,Q18166629,NA
colin watson (footballer),https://en.wikipedia.org/wiki/Colin_Watson_(footballer),3894112,Q5145662,NA
john devitt,https://en.wikipedia.org/wiki/John_Devitt,4899114,Q127672,2006-04-26
gustav nossal,https://en.wikipedia.org/wiki/Gustav_Nossal,1138530,Q1556241,2004-11-06
keith russack,https://en.wikipedia.org/wiki/Keith_Russack,42578570,Q16866525,2014-04-25
peter ross-edwards,https://en.wikipedia.org/wiki/Peter_Ross-Edwards,43236721,Q17404075,NA
margaret manion,https://en.wikipedia.org/wiki/Margaret_Manion,53695277,Q29452663,2017-04-05
laurence street,https://en.wikipedia.org/wiki/Laurence_Street,5147194,Q6500894,2006-05-15
russell fox,https://en.wikipedia.org/wiki/Russell_Fox,14554289,Q7381850,2007-12-04
michael mchugh,https://en.wikipedia.org/wiki/Michael_McHugh,1392885,Q6832720,2005-01-13
francis burt,https://en.wikipedia.org/wiki/Francis_Burt,1066486,Q365472,2004-10-14
george blaikie,https://en.wikipedia.org/wiki/George_Blaikie,6824548,Q5537033,2006-09-03
george sparnon,https://en.wikipedia.org/wiki/George_Sparnon,61834662,Q68110509,2019-09-20
nan waddy,https://en.wikipedia.org/wiki/Nan_Waddy,58195343,Q56169627,2018-08-19
leslie lazarus,https://en.wikipedia.org/wiki/Leslie_Lazarus,47010224,Q20737695,2015-06-18
ron mulock,https://en.wikipedia.org/wiki/Ron_Mulock,11136130,Q7364194,2007-05-09
malcolm fraser,https://en.wikipedia.org/wiki/Malcolm_Fraser,19734,Q315979,2001-08-17
douglas warren (bishop),https://en.wikipedia.org/wiki/Douglas_Warren_(bishop),19391545,Q435251,NA
ian constable,https://en.wikipedia.org/wiki/Ian_Constable,6956345,Q5981255,2006-09-12
john gorton,https://en.wikipedia.org/wiki/John_Gorton,52452,Q356411,2002-05-19
merv everett,https://en.wikipedia.org/wiki/Merv_Everett,20366139,Q6820797,2008-11-24
wayne gardner,https://en.wikipedia.org/wiki/Wayne_Gardner,1861430,Q723003,2005-05-09
sam coffa,https://en.wikipedia.org/wiki/Sam_Coffa,56038499,Q45328747,2017-12-13
david graham (golfer),https://en.wikipedia.org/wiki/David_Graham_(golfer),3281653,Q2042823,NA
terry gathercole,https://en.wikipedia.org/wiki/Terry_Gathercole,4792638,Q3984810,2006-04-18
pat clohessy,https://en.wikipedia.org/wiki/Pat_Clohessy,55279831,Q26724223,2017-09-18
ken woolley,https://en.wikipedia.org/wiki/Ken_Woolley,26965990,Q6388721,2010-04-15
rosemary wighton,https://en.wikipedia.org/wiki/Rosemary_Wighton,64218506,Q64788339,2020-06-09
margaret stones,https://en.wikipedia.org/wiki/Margaret_Stones,24615943,Q922770,2009-10-08
annemieke mein,https://en.wikipedia.org/wiki/Annemieke_Mein,26381489,Q4768999,2010-03-01
elizabeth jolley,https://en.wikipedia.org/wiki/Elizabeth_Jolley,2053255,Q461902,2005-06-15
tom hungerford,https://en.wikipedia.org/wiki/Tom_Hungerford,20325560,Q7816276,2008-11-21
john roberts (australian businessman),https://en.wikipedia.org/wiki/John_Roberts_(Australian_businessman),5514873,Q6255181,NA
john charles robertson (army officer),https://en.wikipedia.org/wiki/John_Charles_Robertson_(army_officer),57227046,Q66813266,NA
tom bass (sculptor),https://en.wikipedia.org/wiki/Tom_Bass_(sculptor),8013411,Q747973,NA
dorothy auchterlonie green,https://en.wikipedia.org/wiki/Dorothy_Auchterlonie_Green,958686,Q5298297,2004-09-04
mary fairfax,https://en.wikipedia.org/wiki/Mary_Fairfax,18046167,Q6779516,2008-06-20
reg kermode,https://en.wikipedia.org/wiki/Reg_Kermode,63872280,Q93448062,2020-05-06
david bell (field hockey),https://en.wikipedia.org/wiki/David_Bell_(field_hockey),3507278,Q15111593,NA
arthur beetson,https://en.wikipedia.org/wiki/Arthur_Beetson,1938124,Q2864988,2005-05-25
greg norman,https://en.wikipedia.org/wiki/Greg_Norman,157447,Q381941,2002-12-13
weary dunlop,https://en.wikipedia.org/wiki/Weary_Dunlop,490388,Q3048501,2004-02-26
ron walker (australian businessman),https://en.wikipedia.org/wiki/Ron_Walker_(Australian_businessman),1927679,Q933735,NA
nancy borlase,https://en.wikipedia.org/wiki/Nancy_Borlase,9401673,Q6962570,2007-02-09
david gulpilil,https://en.wikipedia.org/wiki/David_Gulpilil,1248074,Q731111,2004-12-06
roger kemp,https://en.wikipedia.org/wiki/Roger_Kemp,8157840,Q7358443,2006-11-28
kira bousloff,https://en.wikipedia.org/wiki/Kira_Bousloff,46915305,Q20679268,2015-06-07
rica erickson,https://en.wikipedia.org/wiki/Rica_Erickson,4343531,Q4357043,2006-03-10
harry seidler,https://en.wikipedia.org/wiki/Harry_Seidler,100850,Q85669,2002-10-08
john bell (australian actor),https://en.wikipedia.org/wiki/John_Bell_(Australian_actor),570998,Q6221426,NA
robert walls (admiral),https://en.wikipedia.org/wiki/Robert_Walls_(admiral),50229515,Q24005766,NA
leonard webb (academic),https://en.wikipedia.org/wiki/Leonard_Webb_(academic),64229608,Q96205761,NA
bruce rosier,https://en.wikipedia.org/wiki/Bruce_Rosier,24999704,Q4978226,2009-11-07
helen alma newton turner,https://en.wikipedia.org/wiki/Helen_Alma_Newton_Turner,48563913,Q21489878,2015-11-16
davis mccaughey,https://en.wikipedia.org/wiki/Davis_McCaughey,1662249,Q1178152,2005-03-29
harvey barnett,https://en.wikipedia.org/wiki/Harvey_Barnett,43608439,Q17626475,2014-08-20
ian castles,https://en.wikipedia.org/wiki/Ian_Castles,4092691,Q5981152,2006-02-16
alban lynch,https://en.wikipedia.org/wiki/Alban_Lynch,62481151,Q77031697,2019-12-02
len king,https://en.wikipedia.org/wiki/Len_King,5859278,Q6521849,2006-07-06
gil duthie,https://en.wikipedia.org/wiki/Gil_Duthie,20129707,Q5560501,2008-11-09
ralph jacobi,https://en.wikipedia.org/wiki/Ralph_Jacobi,14354585,Q7287707,2007-11-22
arthur whyte,https://en.wikipedia.org/wiki/Arthur_Whyte,44790895,Q18658538,2014-12-20
bill borthwick,https://en.wikipedia.org/wiki/Bill_Borthwick,32114314,Q4908205,2011-06-17
liz grant,https://en.wikipedia.org/wiki/Liz_Grant,33257259,Q5362866,2011-09-30
harry gibbs,https://en.wikipedia.org/wiki/Harry_Gibbs,1059467,Q5669075,2004-10-12
stephen wurm,https://en.wikipedia.org/wiki/Stephen_Wurm,3643172,Q577978,2006-01-07
fred gruen,https://en.wikipedia.org/wiki/Fred_Gruen,3069899,Q5495319,2005-11-03
joan montgomery,https://en.wikipedia.org/wiki/Joan_Montgomery,59550458,Q60329872,2019-01-02
rosemary crossley,https://en.wikipedia.org/wiki/Rosemary_Crossley,23140752,Q7368341,2006-04-23
hurtle lupton,https://en.wikipedia.org/wiki/Hurtle_Lupton,27253515,Q5948768,2010-05-06
ken g. hall,https://en.wikipedia.org/wiki/Ken_G._Hall,1298728,Q1738601,NA
betty allan,https://en.wikipedia.org/wiki/Betty_Allan,61054166,Q21537623,2019-06-16
murray gleeson,https://en.wikipedia.org/wiki/Murray_Gleeson,693671,Q6939251,2004-05-31
robert jackson (un administrator),https://en.wikipedia.org/wiki/Robert_Jackson_(UN_administrator),5477261,Q7346006,NA
alec fong lim,https://en.wikipedia.org/wiki/Alec_Fong_Lim,24108985,Q4714135,2009-08-25
brian king (bishop),https://en.wikipedia.org/wiki/Brian_King_(bishop),30943122,Q16017453,NA
wendy chapman,https://en.wikipedia.org/wiki/Wendy_Chapman,60629531,Q55077237,2019-04-30
don simmons (politician),https://en.wikipedia.org/wiki/Don_Simmons_(politician),45365052,Q19605075,NA
john duncan (australian politician),https://en.wikipedia.org/wiki/John_Duncan_(Australian_politician),44087218,Q18379593,NA
gordon reid (governor),https://en.wikipedia.org/wiki/Gordon_Reid_(governor),1066479,Q1538078,NA
mick miller (police officer),https://en.wikipedia.org/wiki/Mick_Miller_(police_officer),30314015,Q6838336,NA
malcolm blight,https://en.wikipedia.org/wiki/Malcolm_Blight,309638,Q6742191,2003-09-02
john newham,https://en.wikipedia.org/wiki/John_Newham,26513076,Q6250344,2010-03-11
david parker (director),https://en.wikipedia.org/wiki/David_Parker_(director),2518709,Q5238384,NA
brenton langbein,https://en.wikipedia.org/wiki/Brenton_Langbein,62876859,Q28068957,2020-01-20
keith simpson (footballer),https://en.wikipedia.org/wiki/Keith_Simpson_(footballer),49165293,Q23617485,NA
john shaw (baritone),https://en.wikipedia.org/wiki/John_Shaw_(baritone),31023846,Q6257475,NA
geoffrey serle,https://en.wikipedia.org/wiki/Geoffrey_Serle,26994002,Q5534891,2010-04-18
john toohey (judge),https://en.wikipedia.org/wiki/John_Toohey_(judge),1471451,Q6261017,NA
ranald macdonald (australian journalist and educator),https://en.wikipedia.org/wiki/Ranald_Macdonald_(Australian_journalist_and_educator),63827983,Q75492902,NA
walter jona,https://en.wikipedia.org/wiki/Walter_Jona,10455756,Q7965292,2007-04-04
trevor haworth,https://en.wikipedia.org/wiki/Trevor_Haworth,46514091,Q19845176,2015-04-25
stephen holland,https://en.wikipedia.org/wiki/Stephen_Holland,4792874,Q1371916,2006-04-18
walter lewis bridgland,https://en.wikipedia.org/wiki/Walter_Lewis_Bridgland,36872477,Q7965449,2012-08-30
franco belgiorno-nettis,https://en.wikipedia.org/wiki/Franco_Belgiorno-Nettis,5915101,Q5484519,NA
george golla,https://en.wikipedia.org/wiki/George_Golla,3291502,Q5539784,2005-12-01
george gollan,https://en.wikipedia.org/wiki/George_Gollan,27656086,Q5539785,2010-06-09
hugh wirth,https://en.wikipedia.org/wiki/Hugh_Wirth,33116356,Q16105249,2011-09-17
david p. craig,https://en.wikipedia.org/wiki/David_P._Craig,3489230,Q5238303,NA
hugh alexander dunn,https://en.wikipedia.org/wiki/Hugh_Alexander_Dunn,3351321,Q677409,2005-12-07
robert reid (ice hockey),https://en.wikipedia.org/wiki/Robert_Reid_(ice_hockey),60773991,Q2158581,NA
peter dunn (general),https://en.wikipedia.org/wiki/Peter_Dunn_(general),1703344,Q7173769,NA
tony ayers,https://en.wikipedia.org/wiki/Tony_Ayers,41870403,Q16095184,2014-02-07
molly byrne,https://en.wikipedia.org/wiki/Molly_Byrne,45365021,Q19560183,2015-02-11
john truscott,https://en.wikipedia.org/wiki/John_Truscott,20854298,Q1117915,2008-12-27
ray gietzelt,https://en.wikipedia.org/wiki/Ray_Gietzelt,38806538,Q7297523,2013-03-13
max walsh,https://en.wikipedia.org/wiki/Max_Walsh,27784565,Q15436172,2010-06-21
genni batterham,https://en.wikipedia.org/wiki/Genni_Batterham,61320535,Q38549983,2019-07-20
harrison bryan,https://en.wikipedia.org/wiki/Harrison_Bryan,49469629,Q22958644,2016-02-18
william david lindsay ride,https://en.wikipedia.org/wiki/William_David_Lindsay_Ride,14743012,Q4019979,2007-12-17
donald robinson (bishop),https://en.wikipedia.org/wiki/Donald_Robinson_(bishop),29042267,Q5295079,NA
graham white (swimmer),https://en.wikipedia.org/wiki/Graham_White_(swimmer),3632330,Q466138,NA
hamar midgley,https://en.wikipedia.org/wiki/Hamar_Midgley,61328617,Q65714659,2019-07-21
michael hudson (admiral),https://en.wikipedia.org/wiki/Michael_Hudson_(admiral),17922954,Q6831274,NA
david leach (admiral),https://en.wikipedia.org/wiki/David_Leach_(admiral),29681413,Q5236395,NA
jim wallace (australian activist),https://en.wikipedia.org/wiki/Jim_Wallace_(Australian_activist),37653171,Q6198737,NA
bob mcleod (cricketer),https://en.wikipedia.org/wiki/Bob_McLeod_(cricketer),3539408,Q4933368,NA
geoffrey bolton,https://en.wikipedia.org/wiki/Geoffrey_Bolton,2583100,Q5534462,2005-08-31
milton moon,https://en.wikipedia.org/wiki/Milton_Moon,22114576,Q6861345,2009-03-24
naomi mayers,https://en.wikipedia.org/wiki/Naomi_Mayers,46873149,Q20985508,2015-06-02
william kidston,https://en.wikipedia.org/wiki/William_Kidston,1062869,Q8013991,2004-10-13
bertie brownlow,https://en.wikipedia.org/wiki/Bertie_Brownlow,20515129,Q4895610,2008-12-02
pauline english,https://en.wikipedia.org/wiki/Pauline_English,34839774,Q7155009,2012-02-22
ronald john yates,https://en.wikipedia.org/wiki/Ronald_John_Yates,6316584,Q7364993,2006-08-07
kevin coombs,https://en.wikipedia.org/wiki/Kevin_Coombs,32463738,Q6396063,2011-07-19
richard burt (politician),https://en.wikipedia.org/wiki/Richard_Burt_(politician),51856448,Q27923016,NA
gordon jackson (businessman),https://en.wikipedia.org/wiki/Gordon_Jackson_(businessman),14774571,Q5585356,NA
george ogilvie,https://en.wikipedia.org/wiki/George_Ogilvie,21895057,Q3101803,2009-03-09
richard bonynge,https://en.wikipedia.org/wiki/Richard_Bonynge,1180501,Q528300,2004-11-17
david watson (queensland politician),https://en.wikipedia.org/wiki/David_Watson_(Queensland_politician),18416114,Q5240870,NA
robin gibson (architect),https://en.wikipedia.org/wiki/Robin_Gibson_(architect),1697250,Q7352415,NA
andrew andersons,https://en.wikipedia.org/wiki/Andrew_Andersons,7914842,Q4756211,2006-11-13
thomas keneally,https://en.wikipedia.org/wiki/Thomas_Keneally,64454,Q298334,2002-07-25
raymond berg,https://en.wikipedia.org/wiki/Raymond_Berg,42704298,Q16840604,2014-05-08
geoffrey mayne,https://en.wikipedia.org/wiki/Geoffrey_Mayne,19387130,Q5534772,2008-09-19
lindsay pryor,https://en.wikipedia.org/wiki/Lindsay_Pryor,9515563,Q2886672,2007-02-15
reg sprigg,https://en.wikipedia.org/wiki/Reg_Sprigg,5362230,Q2138025,2006-05-31
don banfield,https://en.wikipedia.org/wiki/Don_Banfield,44771610,Q18658528,2014-12-19
margaret fulton,https://en.wikipedia.org/wiki/Margaret_Fulton,10991710,Q6759431,2007-04-30
peter weir,https://en.wikipedia.org/wiki/Peter_Weir,44458,Q55424,2002-03-15
john bloomfield (academic),https://en.wikipedia.org/wiki/John_Bloomfield_(academic),38455879,Q6222244,NA
george joseph (australian politician),https://en.wikipedia.org/wiki/George_Joseph_(Australian_politician),49727481,Q25183408,NA
charles court,https://en.wikipedia.org/wiki/Charles_Court,1227676,Q3308826,2004-11-30
barry humphries,https://en.wikipedia.org/wiki/Barry_Humphries,370482,Q734221,2003-11-17
enid lorimer,https://en.wikipedia.org/wiki/Enid_Lorimer,38751432,Q16010045,2013-03-08
bob brissenden,https://en.wikipedia.org/wiki/Bob_Brissenden,60407512,Q24041208,2019-04-03
brian crossley,https://en.wikipedia.org/wiki/Brian_Crossley,44912157,Q18763708,2015-01-01
sam jacobs (judge),https://en.wikipedia.org/wiki/Sam_Jacobs_(judge),54090556,Q52334520,NA
barry hickey,https://en.wikipedia.org/wiki/Barry_Hickey,9601263,Q809052,2007-02-20
julian stefani,https://en.wikipedia.org/wiki/Julian_Stefani,41174202,Q16105222,2013-11-24
yami lester,https://en.wikipedia.org/wiki/Yami_Lester,5529138,Q8048048,2006-06-12
sybil craig,https://en.wikipedia.org/wiki/Sybil_Craig,56959410,Q20887153,2018-03-27
kym bonython,https://en.wikipedia.org/wiki/Kym_Bonython,20293465,Q6451719,2008-11-19
david ireland (author),https://en.wikipedia.org/wiki/David_Ireland_(author),15093165,Q978089,NA
nancye hayes,https://en.wikipedia.org/wiki/Nancye_Hayes,47175348,Q20676933,2015-07-07
margaret sutherland,https://en.wikipedia.org/wiki/Margaret_Sutherland,8017587,Q6759944,2006-11-19
john andrews (architect),https://en.wikipedia.org/wiki/John_Andrews_(architect),13377072,Q436649,NA
john dowie (artist),https://en.wikipedia.org/wiki/John_Dowie_(artist),16396205,Q6229983,NA
jack sweet,https://en.wikipedia.org/wiki/Jack_Sweet,49154299,Q23071450,2016-01-19
ren degaris,https://en.wikipedia.org/wiki/Ren_DeGaris,44716742,Q18645713,2014-12-14
percy williams (australian rugby league player),https://en.wikipedia.org/wiki/Percy_Williams_(Australian_rugby_league_player),43984989,Q18165932,NA
julius stone,https://en.wikipedia.org/wiki/Julius_Stone,4018065,Q1713010,2006-02-09
garfield barwick,https://en.wikipedia.org/wiki/Garfield_Barwick,690781,Q1445155,2004-05-30
raymond begg,https://en.wikipedia.org/wiki/Raymond_Begg,21337523,Q7298590,2009-01-31
sister mary ursula grachan,https://en.wikipedia.org/wiki/Sister_Mary_Ursula_Grachan,64648053,Q98025752,2020-07-26
stephen murray-smith,https://en.wikipedia.org/wiki/Stephen_Murray-Smith,46531625,Q2344989,NA
a. a. phillips,https://en.wikipedia.org/wiki/A._A._Phillips,8394082,Q4647484,NA
eric barnard (politician),https://en.wikipedia.org/wiki/Eric_Barnard_(politician),40106866,Q16089896,NA
keith smith (engineer),https://en.wikipedia.org/wiki/Keith_Smith_(engineer),24809831,Q6385041,NA
doug waterhouse,https://en.wikipedia.org/wiki/Doug_Waterhouse,3497131,Q5300991,2005-12-22
ralph harry,https://en.wikipedia.org/wiki/Ralph_Harry,41802351,Q12354389,2014-01-31
eddie charlton,https://en.wikipedia.org/wiki/Eddie_Charlton,679550,Q1277286,2004-05-25
neil macleod (footballer),https://en.wikipedia.org/wiki/Neil_MacLeod_(footballer),22899084,Q6988902,NA
david fleay,https://en.wikipedia.org/wiki/David_Fleay,1712257,Q3017915,2005-04-09
russell drysdale,https://en.wikipedia.org/wiki/Russell_Drysdale,1588333,Q3453456,2005-03-10
john coburn (painter),https://en.wikipedia.org/wiki/John_Coburn_(painter),7834548,Q4427258,NA
queenie ashton,https://en.wikipedia.org/wiki/Queenie_Ashton,25578679,Q7270704,2009-12-28
don banks,https://en.wikipedia.org/wiki/Don_Banks,6738909,Q3035723,2006-08-28
mario feleppa,https://en.wikipedia.org/wiki/Mario_Feleppa,44345016,Q18668726,2014-11-09
john rosewell,https://en.wikipedia.org/wiki/John_Rosewell,8818558,Q16023296,2007-01-08
peter brock,https://en.wikipedia.org/wiki/Peter_Brock,266215,Q1783224,2003-07-13
ray mitchell (wrestler),https://en.wikipedia.org/wiki/Ray_Mitchell_(wrestler),60230523,Q65031266,NA
