wikidataID,personLabel,personDescription,refurl,orderaus,orderausLabel,honsid,date_awarded,sitelink
Q137362,Andrew Hoy,Australian equestrian,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887025,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Andrew_Hoy
Q145103,Zali Steggall,Australian politician and alpine skier,https://honours.pmc.gov.au/honours/awards/1134211,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1134211,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Zali_Steggall
Q145469,Stuart O'Grady,Australian cyclist,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1058021,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Stuart_O'Grady
Q159057,Mark Schwarzer,Australian soccer player,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140123,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Mark_Schwarzer
Q163122,Ross Edwards,Australian composer,https://honours.pmc.gov.au/honours/awards/870100,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,870100,1997-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Ross_Edwards_(composer)
Q166157,Brian Greig,Australian politician,https://honours.pmc.gov.au/honours/awards/1144440,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1144440,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Brian_Greig
Q166272,Geoffrey Rush,Australian actor and film producer,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1148818,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Geoffrey_Rush
Q166534,Betty Cuthbert,Australian sprinter,https://honours.pmc.gov.au/honours/awards/886314,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,886314,1984-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Betty_Cuthbert
Q166534,Betty Cuthbert,Australian sprinter,https://honours.pmc.gov.au/honours/awards/2000838,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,2000838,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Betty_Cuthbert
Q296317,Tunku Abdul Rahman,former Prime Minister of Malaysia (1903-1990),https://honours.pmc.gov.au/honours/awards/882089,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,882089,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman
Q296641,Paul Hogan,Australian actor,https://honours.pmc.gov.au/honours/awards/887635,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,887635,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Paul_Hogan
Q298334,Thomas Keneally,Australian novelist,https://honours.pmc.gov.au/honours/awards/869812,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,869812,1983-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Thomas_Keneally
Q299557,Heather Mitchell,Australian actress,https://honours.pmc.gov.au/honours/awards/2005282,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2005282,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Heather_Mitchell
Q304561,Kim Beazley,"Australian politician, academic, diplomat, and viceroy",https://honours.pmc.gov.au/honours/awards/1139644,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1139644,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kim_Beazley
Q305402,Frank Moorhouse,Australian writer,https://honours.pmc.gov.au/honours/awards/869806,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869806,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Frank_Moorhouse
Q309814,Peter C. Doherty,Australian immunologist,https://honours.pmc.gov.au/honours/awards/883305,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,883305,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_C._Doherty
Q471021,Morris West,Australian writer,https://honours.pmc.gov.au/honours/awards/870188,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,870188,1997-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Morris_West
Q471139,Geoff Hunt,Australian squash player,https://honours.pmc.gov.au/honours/awards/886267,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,886267,1982-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Geoff_Hunt
Q472503,Herb Elliott,Australian middle distance runner,https://honours.pmc.gov.au/honours/awards/1040408,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1040408,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Herb_Elliott
Q472596,Peter Arnison,Australian politician and general,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885195,2001-03-30T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Arnison
Q472596,Peter Arnison,Australian politician and general,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,879412,1992-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Arnison
Q472649,Ricky Ponting,Australian cricketer,https://honours.pmc.gov.au/honours/awards/1145066,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1145066,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ricky_Ponting
Q478765,Shōichirō Toyoda,Japanese businessman,https://honours.pmc.gov.au/honours/awards/871196,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,871196,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Shoichiro_Toyoda
Q492476,Ben Gascoigne,Australian optical astronomer,https://honours.pmc.gov.au/honours/awards/886158,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,886158,1996-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Ben_Gascoigne
Q493699,Paul Scully-Power,American astronaut,https://honours.pmc.gov.au/honours/awards/1056070,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1056070,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Paul_Scully-Power
Q494662,Park Tae-joon,"South Korean politician, army general and businessperson (1927-2011)",https://honours.pmc.gov.au/honours/awards/882076,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,882076,1991-02-08T00:00:00Z,https://en.wikipedia.org/wiki/Park_Tae-joon
Q503161,Michael Mullen,U.S. Navy admiral and 17th Chairman of the Joint Chiefs of Staff,https://honours.pmc.gov.au/honours/awards/1143383,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,1143383,2010-11-01T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Mullen
Q503324,Edward Cassidy,Catholic cardinal,https://honours.pmc.gov.au/honours/awards/885753,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885753,1990-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Edward_Cassidy
Q504387,James Wolfensohn,President of the World Bank,https://honours.pmc.gov.au/honours/awards/884420,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,884420,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/James_Wolfensohn
Q710474,Frank Farina,Australian soccer player,https://honours.pmc.gov.au/honours/awards/1129858,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1129858,2000-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Frank_Farina
Q710515,Luke Roberts,Australian cyclist,http://old.gg.gov.au/sites/default/files/files/honours/aaagazattes/2005-2015/Order%20of%20Australia%20-%20Australia%20Day%202005%20(AD05)%20-%20Gazette%20S01.pdf,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,NA,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Luke_Roberts
Q710527,Michael Milton,"Australian Paralympic skier, cyclist and triathlete",https://honours.pmc.gov.au/honours/awards/886273,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886273,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Milton_(skier)
Q712208,Ashley Cooper,Australian tennis player,https://honours.pmc.gov.au/honours/awards/1134654,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1134654,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Ashley_Cooper_(tennis)
Q712579,Li Cunxin,Chinese-born Australian ballet dancer and artist director,https://honours.pmc.gov.au/honours/awards/2003931,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,2003931,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Li_Cunxin
Q713195,Elisabeth Murdoch,Australian philanthropist and mother of international media proprietor Rupert Murdoch (1909-2012),https://honours.pmc.gov.au/honours/awards/873248,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,873248,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Elisabeth_Murdoch_(philanthropist)
Q713954,Jon Stanhope,former Australian politician; Chief Minister of the Australian Capital Territory; Administrator of the Australian Indian Ocean Territories,https://honours.pmc.gov.au/honours/awards/1148854,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1148854,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jon_Stanhope
Q714609,Frank Fenner,Australian virologist,https://honours.pmc.gov.au/honours/awards/883276,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,883276,1989-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Frank_Fenner
Q715173,Neale Fraser,Australian tennis player,https://honours.pmc.gov.au/honours/awards/886315,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,886315,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Neale_Fraser
Q715561,Michael Klim,Australian swimmer,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886878,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Klim
Q716783,Peter Dawson,Australian cyclist,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057819,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Dawson_(cyclist)
Q723003,Wayne Gardner,Australian motorcycle racer,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,886253,1988-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Wayne_Gardner
Q726401,Todd Pearson,"Australian swimmer, Olympic gold medallist",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886885,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Todd_Pearson
Q726490,Chris Fydler,Australian swimmer,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887199,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Chris_Fydler
Q727443,Mark Oliphant,Governor of South Australia (1971-76),https://honours.pmc.gov.au/honours/awards/885284,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885284,1977-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Mark_Oliphant
Q1141740,Eiji Toyoda,Japanese industrialist,https://honours.pmc.gov.au/honours/awards/882122,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,882122,1993-09-21T00:00:00Z,https://en.wikipedia.org/wiki/Eiji_Toyoda
Q1143292,Nicole Livingstone,Australian swimmer,https://honours.pmc.gov.au/honours/awards/887506,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887506,1997-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Nicole_Livingstone
Q1160591,Daniel Hurley,Australian priest,https://honours.pmc.gov.au/honours/awards/2003382,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2003382,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Eugene_Hurley
Q1173922,David Campese,Australian rugby union player,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1132247,2002-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_Campese
Q1174022,Hugh David Stevenson,officer of the Royal Australian Navy (1918-1998),https://honours.pmc.gov.au/honours/awards/879448,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,879448,1976-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_Stevenson_(admiral)
Q1174097,David Crawshay,Australian rower,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1139876,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_Crawshay
Q1174223,David Dicks,Australian sailor,https://honours.pmc.gov.au/honours/awards/887049,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887049,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/David_Dicks
Q1176396,David Rowbotham,Australian Poet,https://honours.pmc.gov.au/honours/awards/869897,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869897,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/David_Rowbotham
Q1176824,David Theile,"Australian swimmer, Olympic gold medallist, former world record-holder, surgeon",https://honours.pmc.gov.au/honours/awards/883608,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,883608,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_Theile
Q1177366,David de Kretser,medical researcher and Governor of Victoria,https://honours.pmc.gov.au/honours/awards/1132810,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1132810,2006-06-12T00:00:00Z,https://en.wikipedia.org/wiki/David_de_Kretser
Q1177366,David de Kretser,medical researcher and Governor of Victoria,https://honours.pmc.gov.au/honours/awards/1129640,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1129640,2000-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_de_Kretser
Q1178152,Davis McCaughey,"British-Australian Bible scholar, Christian minister, university administrator and Governor of Victoria",https://honours.pmc.gov.au/honours/awards/885312,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885312,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Davis_McCaughey
Q1189313,Dennis Lillee,Australian cricketer,https://honours.pmc.gov.au/honours/awards/1141794,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1141794,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Dennis_Lillee
Q1226759,Neil MacGregor,British art historian,https://honours.pmc.gov.au/honours/awards/1147716,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,1147716,2013-02-15T00:00:00Z,https://en.wikipedia.org/wiki/Neil_MacGregor
Q81495,Ken Wallace,canoeist,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140166,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ken_Wallace_(canoeist)
Q82667,Mark Webber,"racing driver, 2015 World Endurance Drivers' Champion, 2002-2013 Formula 1 driver",NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1154657,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Mark_Webber
Q83233,Jacques Cousteau,"French naval officer, explorer, conservationist, filmmaker, innovator, scientist, photographer, author and researcher",https://honours.pmc.gov.au/honours/awards/878276,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,878276,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jacques_Cousteau
Q83740,Steve Biddulph,Australian activist and psychologist,https://honours.pmc.gov.au/honours/awards/1151797,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1151797,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Steve_Biddulph
Q85669,Harry Seidler,Austrian-born Australian architect,https://honours.pmc.gov.au/honours/awards/869594,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,869594,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Harry_Seidler
Q101871,Dymphna Cusack,Australian author,https://honours.pmc.gov.au/honours/awards/870268,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,870268,1981-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Dymphna_Cusack
Q105550,Rod Laver,Australian tennis player,https://honours.pmc.gov.au/honours/awards/1152654,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1152654,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rod_Laver
Q110124,Elke Neidhardt,"actress, director (1941-2013)",https://honours.pmc.gov.au/honours/awards/1143484,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1143484,2011-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Elke_Neidhardt
Q112877,Charles K. Bliss,"chemical engineer, inventor of Blissymbolics",https://honours.pmc.gov.au/honours/awards/880722,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,880722,1976-06-07T00:00:00Z,https://en.wikipedia.org/wiki/Charles_K._Bliss
Q116064,Rolf M. Zinkernagel,Swiss immunologist,https://honours.pmc.gov.au/honours/awards/883312,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,883312,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Rolf_M._Zinkernagel
Q270653,Lauren Jackson,Australian basketball player,https://honours.pmc.gov.au/honours/awards/1151762,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1151762,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Lauren_Jackson
Q270657,Anna Meares,Australian cyclist,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057999,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Anna_Meares
Q270663,Libby Trickett,"Australian swimmer, Olympic gold medallist, world champion, world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057960,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Libby_Trickett
Q270686,Leisel Jones,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057932,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Leisel_Jones
Q271024,Karrie Webb,Australian golfer,https://honours.pmc.gov.au/honours/awards/2000260,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,2000260,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Karrie_Webb
Q271024,Karrie Webb,Australian golfer,https://honours.pmc.gov.au/honours/awards/1141852,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1141852,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Karrie_Webb
Q271211,Melanie Schlanger,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140120,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Melanie_Schlanger
Q271208,Felicity Galvez,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1139930,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Felicity_Galvez
Q271586,Alisa Camplin,Australian freestyle skier,https://honours.pmc.gov.au/honours/awards/2004422,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2004422,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Alisa_Camplin
Q271586,Alisa Camplin,Australian freestyle skier,https://honours.pmc.gov.au/honours/awards/1133912,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1133912,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alisa_Camplin
Q271948,Rachel Ward,Australian actress and film director,https://honours.pmc.gov.au/honours/awards/1136046,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1136046,2005-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Rachel_Ward
Q272065,Judy Tegart,Australian tennis player,https://honours.pmc.gov.au/honours/awards/2003462,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2003462,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Judy_Tegart-Dalton
Q272139,Rechelle Hawkes,Australian field hockey player,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2000846,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rechelle_Hawkes
Q272139,Rechelle Hawkes,Australian field hockey player,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887284,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Rechelle_Hawkes
Q272215,Brooke Hanson,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057895,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Brooke_Hanson
Q272488,Sara Carrigan,Australian racing cyclist,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1057787,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Sara_Carrigan
Q273213,Elena Kats-Chernin,Australian composer,https://honours.pmc.gov.au/honours/awards/2002439,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,2002439,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Elena_Kats-Chernin
Q273223,John Eccles,Australian neurophysioloigst,https://honours.pmc.gov.au/honours/awards/883430,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,883430,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist)
Q440221,Clifford Possum Tjapaltjarri,Australian Aboriginal artist (1932—2002),https://honours.pmc.gov.au/honours/awards/1040431,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1040431,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Clifford_Possum_Tjapaltjarri
Q442173,Kerry Saxby-Junna,Australian racewalker,https://honours.pmc.gov.au/honours/awards/886427,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,886427,1992-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kerry_Saxby-Junna
Q442605,Kerri Pottharst,volleyball player,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886916,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kerri_Pottharst
Q443359,Michellie Jones,triathlete,https://honours.pmc.gov.au/honours/awards/1154735,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1154735,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michellie_Jones
Q443491,Marlene Mathews,Australian sprinter,https://honours.pmc.gov.au/honours/awards/886675,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,886675,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Marlene_Mathews
Q444902,Linda Mackenzie,"Australian swimmer, Olympic gold medalist, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140034,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Linda_Mackenzie
Q445278,Chantelle Newbery,diver,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1058013,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Chantelle_Newbery
Q446960,George Miller,Australian filmmaker and former physician,https://honours.pmc.gov.au/honours/awards/883099,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,883099,1996-06-11T00:00:00Z,https://en.wikipedia.org/wiki/George_Miller_(filmmaker)
Q447501,Giaan Rooney,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1058059,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Giaan_Rooney
Q448441,Tony O'Reilly,Irish businessman and rugby union player,https://honours.pmc.gov.au/honours/awards/882124,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,882124,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_O'Reilly
Q449070,Googie Withers,British actress and entertainer (1917–2011),https://honours.pmc.gov.au/honours/awards/869750,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,869750,1980-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Googie_Withers
Q449604,Michael Hayden,United States Air Force four-star general,https://honours.pmc.gov.au/honours/awards/1143276,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,1143276,2010-07-01T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Hayden_(general)
Q600759,J. J. C. Smart,Australian philosopher and academic,https://honours.pmc.gov.au/honours/awards/881473,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,881473,1990-06-11T00:00:00Z,https://en.wikipedia.org/wiki/J._J._C._Smart
Q607807,Slim Dusty,Australian country music singer,https://honours.pmc.gov.au/honours/awards/870179,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,870179,1998-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Slim_Dusty
Q612417,Kirstie Marshall,Australian skier and politician,https://honours.pmc.gov.au/honours/awards/1044028,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1044028,2003-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Kirstie_Marshall
Q615356,John R. Allen,United States Marine Corps general,https://honours.pmc.gov.au/honours/awards/1150528,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,1150528,2014-04-14T00:00:00Z,https://en.wikipedia.org/wiki/John_R._Allen
Q622165,Siobhan Paton,Australian Paralympic swimmer,https://honours.pmc.gov.au/honours/awards/886963,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886963,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Siobhan_Paton
Q623395,Richard Armitage,American politician,https://honours.pmc.gov.au/honours/awards/1143274,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,1143274,2010-07-01T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Armitage_(government_official)
Q633882,Robyn Maher,basketball player,https://honours.pmc.gov.au/honours/awards/1132290,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1132290,2002-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Robyn_Maher
Q633977,Archie Roach,Australian musician,https://honours.pmc.gov.au/honours/awards/1151893,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1151893,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Archie_Roach
Q644392,Malcolm Williamson,Australian composer,https://honours.pmc.gov.au/honours/awards/870137,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,870137,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Malcolm_Williamson
Q981547,Frans Seda,Indonesian politician (1926–2009),https://honours.pmc.gov.au/honours/awards/882026,http://www.wikidata.org/entity/Q56449119,Honorary Member of the Order of Australia,882026,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Frans_Seda
Q982736,Peter Underwood,Governor of Tasmania,https://honours.pmc.gov.au/honours/awards/1140773,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1140773,2009-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Underwood
Q982736,Peter Underwood,Governor of Tasmania,https://honours.pmc.gov.au/honours/awards/1040442,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1040442,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Underwood
Q983452,Guy Sebastian,Australian singer-songwriter,https://honours.pmc.gov.au/honours/awards/2003940,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2003940,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Guy_Sebastian
Q984387,Michael Grenda,Australian racing cyclist,https://honours.pmc.gov.au/honours/awards/887446,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887446,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Grenda
Q991815,Bruce William Stillman,Australian biochemist and director of the Cold Spring Harbor Laboratory,https://honours.pmc.gov.au/honours/awards/886126,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,886126,1999-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bruce_William_Stillman
