wikidataID,personLabel,personDescription,refurl,orderaus,orderausLabel,honsid,date_awarded,sitelink
Q7194945,Pinchus Feldman,Australian rabbi,https://honours.pmc.gov.au/honours/awards/1040694,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1040694,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Pinchus_Feldman
Q7248186,Robert Clancy,Australian immunologist,https://honours.pmc.gov.au/honours/awards/1135928,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1135928,2005-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Clancy_(doctor)
Q7253016,Prue Watt,Australian Paralympic swimmer,https://honours.pmc.gov.au/honours/awards/1149474,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1149474,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Prue_Watt
Q7270704,Queenie Ashton,Australian actress,https://honours.pmc.gov.au/honours/awards/870282,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,870282,1980-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Queenie_Ashton
Q7273560,R. D. Fitzgerald,Australian poet,https://honours.pmc.gov.au/honours/awards/869889,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869889,1982-01-26T00:00:00Z,https://en.wikipedia.org/wiki/R._D._Fitzgerald
Q7273838,R. M. Williams,Australian businessman,https://honours.pmc.gov.au/honours/awards/870846,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,870846,1992-06-08T00:00:00Z,https://en.wikipedia.org/wiki/R._M._Williams
Q7279079,Rachael Kohn,Australian writer and broadcaster,https://honours.pmc.gov.au/honours/awards/2004598,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,2004598,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Rachael_Kohn
Q7279084,Rachael Maza,Australian actress,https://honours.pmc.gov.au/honours/awards/2005275,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2005275,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rachael_Maza
Q7279280,Rachel Imison,Olympic field hockey player,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887042,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rachel_Imison
Q7281903,Rae Anstee,Director of Nursing:Austin Hospital/Melbourne(1977-1995)/recipient Member of the Order of Australia award,https://honours.pmc.gov.au/honours/awards/883920,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,883920,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rae_Anstee
Q7287672,Ralph Hunt,Australian  politician,https://honours.pmc.gov.au/honours/awards/884473,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,884473,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Hunt_(Australian_politician)
Q7287707,Ralph Jacobi,Australian politician,https://honours.pmc.gov.au/honours/awards/884363,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,884363,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Jacobi
Q7288063,Ralph Sarich,Australian businessman and inventor,https://honours.pmc.gov.au/honours/awards/881788,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,881788,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Sarich
Q7288094,Ralph Slatyer,Australian ecologist,https://honours.pmc.gov.au/honours/awards/886136,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,886136,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Slatyer
Q7288094,Ralph Slatyer,Australian ecologist,https://honours.pmc.gov.au/honours/awards/886000,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,886000,1982-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Slatyer
Q7288095,Ralph Smart,British film director,https://honours.pmc.gov.au/honours/awards/1130024,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1130024,2000-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Smart
Q7288278,Ralph Willis,Australian politician,https://honours.pmc.gov.au/honours/awards/1144250,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1144250,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Ralph_Willis
Q7297227,Ray Braithwaite,Australian politician,https://honours.pmc.gov.au/honours/awards/1136722,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1136722,2000-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Braithwaite
Q7297367,Ray Crooke,Australian artist (1922-2015),https://honours.pmc.gov.au/honours/awards/869850,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869850,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Crooke
Q7297453,Ray Epstein,Australian Paralympic weightlifter and powerlifting coach,https://honours.pmc.gov.au/honours/awards/887578,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887578,1994-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Epstein
Q7297503,Ray Funnell,Retired senior commander of the Royal Australian Air Force,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,878729,1985-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Funnell
Q7297503,Ray Funnell,Retired senior commander of the Royal Australian Air Force,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,879493,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Funnell
Q7297523,Ray Gietzelt,Australian trade unionist,https://honours.pmc.gov.au/honours/awards/881837,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,881837,1985-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Gietzelt
Q7297552,Ray Griggs,Senior Royal Australian Navy officer,https://honours.pmc.gov.au/honours/awards/1145787,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1145787,2012-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Griggs
Q7297571,Ray Hadley,Australian talkback radio broadcaster and a rugby league football commentator,https://honours.pmc.gov.au/honours/awards/1040724,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1040724,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Hadley
Q7297791,Ray Martin,Australian journalist and television presenter,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1141800,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Martin_(television_presenter)
Q7297930,Ray Parkin,Australian writer,https://honours.pmc.gov.au/honours/awards/1129717,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1129717,2000-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Parkin
Q7297981,Ray Price,Australian rugby union and rugby league footballer,https://honours.pmc.gov.au/honours/awards/886619,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886619,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Price_(rugby)
Q7298269,Ray Weinberg,Australian hurdler,https://honours.pmc.gov.au/honours/awards/1040570,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1040570,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Weinberg
Q7298286,Ray Whitrod,Australian police officer,https://honours.pmc.gov.au/honours/awards/885550,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885550,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Whitrod
Q7298286,Ray Whitrod,Australian police officer,https://honours.pmc.gov.au/honours/awards/873211,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,873211,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Whitrod
Q7298305,Ray Wilson,Australian rules footballer,https://honours.pmc.gov.au/honours/awards/1155306,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1155306,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Wilson_(Australian_rules_footballer)
Q7298506,Raymattja Marika,Australian aboriginal leader,https://honours.pmc.gov.au/honours/awards/1139750,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1139750,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Raymattja_Marika
Q7298564,Raymond Apple,Senior Rabbi:Great Synagogue of Sydney,https://honours.pmc.gov.au/honours/awards/1056745,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1056745,2004-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Raymond_Apple_(rabbi)
Q7298590,Raymond Begg,Australian orthodontist,https://honours.pmc.gov.au/honours/awards/880424,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,880424,1981-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Raymond_Begg
Q7298611,Raymond Boultwood Ewers,Australian sculptor,https://honours.pmc.gov.au/honours/awards/870472,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,870472,1995-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Raymond_Boultwood_Ewers
Q7298776,Raymond Finkelstein,Australian judge,https://honours.pmc.gov.au/honours/awards/1153676,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1153676,2016-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Raymond_Finkelstein
Q7298992,Raymond Martin,Australian chemist,https://honours.pmc.gov.au/honours/awards/881246,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,881246,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Raymond_Martin_(academic)
Q7301735,Rebecca Feldman,Australian Paralympic athlete,https://honours.pmc.gov.au/honours/awards/886934,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886934,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rebecca_Feldman
Q7301864,Rebecca Peters,Australian activist,https://honours.pmc.gov.au/honours/awards/1154641,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1154641,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rebecca_Peters
Q7302045,Rebel Penfold-Russell,Australian actress,https://honours.pmc.gov.au/honours/awards/1140094,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140094,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rebel_Penfold-Russell
Q7325229,Richard Docherty,Australian priest,https://honours.pmc.gov.au/honours/awards/885763,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,885763,1978-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Docherty
Q7326891,Richard Johnson,"Australian architect, born 1946",https://honours.pmc.gov.au/honours/awards/1148839,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1148839,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Johnson_(architect)
Q7327258,Richard Larkins,Australian academic administrator,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1040423,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Larkins
Q7327258,Richard Larkins,Australian academic administrator,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,2003041,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Larkins
Q7327351,Richard Letts,"Australian music advocate, administrator and consultant",https://honours.pmc.gov.au/honours/awards/869827,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869827,1996-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Letts
Q7327773,Richard Menhinick,Commandant of the Australian Command and Staff College,https://honours.pmc.gov.au/honours/awards/1145195,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1145195,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Menhinick
Q7328163,Richard Oliver,Australian Paralympic athlete and wheelchair basketball player,https://honours.pmc.gov.au/honours/awards/887478,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887478,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Oliver_(Paralympian)
Q7328381,Richard Pestell,American oncologist,https://honours.pmc.gov.au/honours/awards/2004645,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,2004645,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Pestell
Q7330029,Richard Wilson,senior officer in the Australian Army,https://honours.pmc.gov.au/honours/awards/1139671,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1139671,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Wilson_(general)
Q7330086,Richard Woolcott,Australian diplomat,https://honours.pmc.gov.au/honours/awards/885198,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,885198,1985-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Woolcott
Q7330086,Richard Woolcott,Australian diplomat,https://honours.pmc.gov.au/honours/awards/885279,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885279,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Woolcott
Q7341466,Robert Allman,Australian operatic singer,https://honours.pmc.gov.au/honours/awards/869954,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,869954,1992-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Allman
Q7342854,Robert Champion de Crespigny,Australian businessman,https://honours.pmc.gov.au/honours/awards/1040406,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1040406,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Champion_de_Crespigny
Q229040,Dawn Fraser,Australian swimmer and politician,https://honours.pmc.gov.au/honours/awards/872625,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,872625,1998-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Dawn_Fraser
Q229040,Dawn Fraser,Australian swimmer and politician,https://honours.pmc.gov.au/honours/awards/2001256,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,2001256,2018-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Dawn_Fraser
Q229300,Quentin Bryce,Australian Governor-General,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,872510,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Quentin_Bryce
Q229300,Quentin Bryce,Australian Governor-General,NA,http://www.wikidata.org/entity/Q9688070,Dame of the Order of Australia,1150526,2014-03-19T00:00:00Z,https://en.wikipedia.org/wiki/Quentin_Bryce
Q229300,Quentin Bryce,Australian Governor-General,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1129439,2003-04-30T00:00:00Z,https://en.wikipedia.org/wiki/Quentin_Bryce
Q230415,Judith Anderson,Australian stage and screen actress (1897-1992),https://honours.pmc.gov.au/honours/awards/870331,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,870331,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Judith_Anderson
Q230954,Shirley Strickland,Australian hurdler and sprinter,https://honours.pmc.gov.au/honours/awards/872416,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,872416,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Shirley_Strickland
Q231374,Shane Gould,Australian swimmer,https://honours.pmc.gov.au/honours/awards/2000548,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2000548,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Shane_Gould
Q231563,Jodie Henry,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",http://old.gg.gov.au/sites/default/files/files/honours/aaagazattes/2005-2015/Order%20of%20Australia%20-%20Australia%20Day%202005%20(AD05)%20-%20Gazette%20S01.pdf,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,NA,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jodie_Henry
Q380133,Kiri Te Kanawa,New Zealand opera singer,https://honours.pmc.gov.au/honours/awards/870099,http://www.wikidata.org/entity/Q15280138,Honorary Companion of the Order of Australia,870099,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kiri_Te_Kanawa
Q380487,Lincoln Hall,Australian mountaineer,https://honours.pmc.gov.au/honours/awards/887375,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887375,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Lincoln_Hall_(climber)
Q381031,Sidney Nolan,Australian artist (1917-1992),https://honours.pmc.gov.au/honours/awards/870276,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,870276,1988-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Sidney_Nolan
Q381902,Gareth Evans,Australian international policymaker and former politician,https://honours.pmc.gov.au/honours/awards/1145727,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1145727,2012-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Gareth_Evans_(politician)
Q381902,Gareth Evans,Australian international policymaker and former politician,https://honours.pmc.gov.au/honours/awards/884367,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,884367,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Gareth_Evans_(politician)
Q381941,Greg Norman,Australian golfer,https://honours.pmc.gov.au/honours/awards/872555,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,872555,1999-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Greg_Norman
Q391178,Simon Fairweather,Australian archer,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887169,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Simon_Fairweather
Q392099,Brenton Broadstock,Australian composer,https://honours.pmc.gov.au/honours/awards/1148868,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1148868,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Brenton_Broadstock
Q411903,Ajahn Brahm,Theravada Buddhist monk,https://honours.pmc.gov.au/honours/awards/2004772,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2004772,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ajahn_Brahm
Q426049,John Fitzgerald,tennis player from Australia,https://honours.pmc.gov.au/honours/awards/886823,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886823,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Fitzgerald_(tennis)
Q1607435,Henry Winneke,Australian jurist; Chief Justice of the Supreme Court of Victoria; Governor of Victoria (1908-1985),https://honours.pmc.gov.au/honours/awards/885292,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885292,1982-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Henry_Winneke
Q1610713,I Made Mangku Pastika,Indonesian politician,https://honours.pmc.gov.au/honours/awards/1055880,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,1055880,2003-10-11T00:00:00Z,https://en.wikipedia.org/wiki/I_Made_Mangku_Pastika
Q1615303,Rob Borbidge,Australian politician,https://honours.pmc.gov.au/honours/awards/1131293,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1131293,2006-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rob_Borbidge
Q1618162,Dean Woods,Australian cyclist,https://honours.pmc.gov.au/honours/awards/887410,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887410,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Dean_Woods
Q1619352,Suzanne Rutland,Australian university teacher,https://honours.pmc.gov.au/honours/awards/1137789,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1137789,2008-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Suzanne_Rutland
Q1653736,Fiona Stanley,Australian epidemiologist,https://honours.pmc.gov.au/honours/awards/883323,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,883323,1996-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Fiona_Stanley
Q1674770,Issam John Darwich,Syrian Aarchbishop,https://honours.pmc.gov.au/honours/awards/1154711,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1154711,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Issam_John_Darwich
Q1677013,Jack Davis,Indigenous Australian playwright,https://honours.pmc.gov.au/honours/awards/870225,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,870225,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jack_Davis_(playwright)
Q1677019,Jack Dyer,"Australian rules footballer, coach and commentator",https://honours.pmc.gov.au/honours/awards/886336,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,886336,1990-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Jack_Dyer
Q1677180,Jack Renshaw,Australian politician and Premier of New South Wales (1909-1987),https://honours.pmc.gov.au/honours/awards/884448,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,884448,1979-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jack_Renshaw
Q1678053,Jacques Nasser,American-Australian business executive,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1769664,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Jacques_Nasser
Q1678053,Jacques Nasser,American-Australian business executive,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1132172,2002-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jacques_Nasser
Q1680223,James Crawford,Australian legal academic and practitioner,https://honours.pmc.gov.au/honours/awards/1147729,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1147729,2013-06-10T00:00:00Z,https://en.wikipedia.org/wiki/James_Crawford_(jurist)
Q1680992,James Plimsoll,"Australian diplomat, public servant and state governor",https://honours.pmc.gov.au/honours/awards/885287,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,885287,1978-01-26T00:00:00Z,https://en.wikipedia.org/wiki/James_Plimsoll
Q1681200,James Tomkins,Australian rower,NA,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887395,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/James_Tomkins_(rower)
Q1686493,Jeffrey Smart,Australian artist known for his modernist depictions of urban landscapes (1921-2013),https://honours.pmc.gov.au/honours/awards/869692,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,869692,2001-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Jeffrey_Smart
Q1687903,Patricia Vickers Rich,Australian palaeontologist and ornithologist,https://honours.pmc.gov.au/honours/awards/1152704,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1152704,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Patricia_Vickers-Rich
Q1688012,Jerzy Toeplitz,Polish film educator,https://honours.pmc.gov.au/honours/awards/883039,http://www.wikidata.org/entity/Q56447056,Honorary Officer of the Order of Australia,883039,1985-05-17T00:00:00Z,https://en.wikipedia.org/wiki/Jerzy_Toeplitz
Q5488105,Frank Madill,Australian medical doctor and politician,https://honours.pmc.gov.au/honours/awards/1148938,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1148938,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Frank_Madill
Q7175395,Peter Leahy,Australian general,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,879073,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Leahy
Q7175395,Peter Leahy,Australian general,NA,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,1040449,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Leahy
Q7175395,Peter Leahy,Australian general,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1134646,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Leahy
Q7175410,Peter Leek,Australian Paralympic swimmer,https://honours.pmc.gov.au/honours/awards/1140019,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1140019,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Leek
Q7175469,Peter Lindsay,Australian politician,https://honours.pmc.gov.au/honours/awards/1154071,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1154071,2016-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Lindsay
Q7175584,Peter Macdonald,Australian politician,https://honours.pmc.gov.au/honours/awards/1144504,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1144504,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Macdonald_(Australian_politician)
Q7175749,Peter McClellan,Australian judge,https://honours.pmc.gov.au/honours/awards/1144287,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1144287,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Peter_McClellan
Q7175814,Peter McMahon,Australian politician,https://honours.pmc.gov.au/honours/awards/881968,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,881968,1982-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Peter_McMahon
Q7175824,Peter McPhee,Australian historian,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1145146,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_McPhee_(academic)
Q7175927,Peter Montgomery,Olympic water polo player,https://honours.pmc.gov.au/honours/awards/887407,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,887407,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Montgomery_(water_polo)
Q7175954,Peter Morris,Australian  politician,https://honours.pmc.gov.au/honours/awards/1145379,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1145379,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Morris_(politician)
Q7176113,Peter Nixon,Australian politician,https://honours.pmc.gov.au/honours/awards/872539,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,872539,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Nixon
Q7176188,Peter O'Shaughnessy,actor (1923-2013),https://honours.pmc.gov.au/honours/awards/1147128,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1147128,2013-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_O'Shaughnessy
Q7176249,Peter Overton,Australian television presenter and journalist,https://honours.pmc.gov.au/honours/awards/2005880,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2005880,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Overton
Q7176310,Peter Patmore,Australian politician,https://honours.pmc.gov.au/honours/awards/1132957,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,1132957,2006-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Patmore
Q7176379,Peter Philips,Australian politician (1927-2009),https://honours.pmc.gov.au/honours/awards/884358,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,884358,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Philips_(politician)
Q7176385,Peter Philpott,Australian cricketer,https://honours.pmc.gov.au/honours/awards/1044066,http://www.wikidata.org/entity/Q9682417,Medal of the Order of Australia,1044066,2003-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Philpott
Q7176513,Peter Rae,Australian politician,https://honours.pmc.gov.au/honours/awards/870731,http://www.wikidata.org/entity/Q9684829,Officer of the Order of Australia,870731,1999-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Rae
Q7176566,Peter Reith,Australian politician,https://honours.pmc.gov.au/honours/awards/2003327,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,2003327,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Reith
Q7176902,Peter Shergold,Australian academic and public servant,NA,http://www.wikidata.org/entity/Q9678710,Member of the Order of Australia,885117,1996-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Shergold
Q7176902,Peter Shergold,Australian academic and public servant,NA,http://www.wikidata.org/entity/Q9680541,Companion of the Order of Australia,1133680,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Shergold
