wdID,personLabel,sitelink
Q19873615,Pat Galvin,https://en.wikipedia.org/wiki/Pat_Galvin_(public_servant)
Q19873782,Goetz Richter,https://en.wikipedia.org/wiki/Goetz_Richter
Q19873808,Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall_(financier)
Q19873848,Michelle Gordon,https://en.wikipedia.org/wiki/Michelle_Gordon
Q19874607,Peter Jaffé,https://en.wikipedia.org/wiki/Peter_Jaffé
Q19874721,Jennie Ponsford,https://en.wikipedia.org/wiki/Jennie_Ponsford
Q19875011,Andrew Korda,https://en.wikipedia.org/wiki/Andrew_Korda
Q19875322,Steven Lowy,https://en.wikipedia.org/wiki/Steven_Lowy
Q19875378,David Marchant,https://en.wikipedia.org/wiki/David_Marchant_(businessman)
Q19876247,Louise Newman,https://en.wikipedia.org/wiki/Louise_Newman
Q19876896,George Paxinos,https://en.wikipedia.org/wiki/George_Paxinos
Q19877070,Andrew Pike,https://en.wikipedia.org/wiki/Andrew_Pike
Q19877853,Linda Richards,https://en.wikipedia.org/wiki/Linda_Richards_(neuroscientist)
Q19878815,Sandra Sdraulig,https://en.wikipedia.org/wiki/Sandra_Sdraulig
Q19878830,Katrina Sedgwick,https://en.wikipedia.org/wiki/Katrina_Sedgwick
Q19879319,Susan Spence,https://en.wikipedia.org/wiki/Susan_H._Spence
Q19879516,Stephen Leeder,https://en.wikipedia.org/wiki/Stephen_Leeder
Q19880119,Janet Tyler,https://en.wikipedia.org/wiki/Janet_Tyler_(nurse)
Q19880121,Michael J. Tyler,https://en.wikipedia.org/wiki/Michael_J._Tyler
Q19975877,Jim Furner,https://en.wikipedia.org/wiki/Jim_Furner
Q19975964,Sydney Grange,https://en.wikipedia.org/wiki/Sydney_Grange
Q20011413,Bruce Chapman,https://en.wikipedia.org/wiki/Bruce_Chapman_(Australian_economist)
Q20063704,Tom Burton,https://en.wikipedia.org/wiki/Tom_Burton_(sailor)
Q20084206,Alan Coates,https://en.wikipedia.org/wiki/Alan_Coates
Q20090297,Bill Muirhead,https://en.wikipedia.org/wiki/Bill_Muirhead
Q20090389,Ian Carnell,https://en.wikipedia.org/wiki/Ian_Carnell
Q20090503,Richard Cotton,https://en.wikipedia.org/wiki/Richard_Cotton_(geneticist)
Q20090880,Stephen Heathcote,https://en.wikipedia.org/wiki/Stephen_Heathcote
Q20114368,Phillip Toyne,https://en.wikipedia.org/wiki/Phillip_Toyne
Q20478496,József Gyula Hubertus Szent-Ivány,https://en.wikipedia.org/wiki/József_Gyula_Hubertus_Szent-Ivány
Q20630840,Robert Clark,https://en.wikipedia.org/wiki/Robert_Clark_(physicist)
Q20630880,Henry d'Assumpcao,https://en.wikipedia.org/wiki/Henry_d'Assumpcao
Q20630902,Andrew Dawes,https://en.wikipedia.org/wiki/Andrew_Dawes_(coach)
Q20630929,Clive Deverall,https://en.wikipedia.org/wiki/Clive_Deverall
Q20631163,Nigel Hadgkiss,https://en.wikipedia.org/wiki/Nigel_Hadgkiss
Q20641936,Joan Beaumont,https://en.wikipedia.org/wiki/Joan_Beaumont
Q20642555,Robert Southey,https://en.wikipedia.org/wiki/Robert_Southey_(businessman)
Q20675976,Sol Bellear,https://en.wikipedia.org/wiki/Sol_Bellear
Q20676173,Barbara Caine,https://en.wikipedia.org/wiki/Barbara_Caine
Q20676401,Gavin Neil Davies,https://en.wikipedia.org/wiki/Leo_Davies
Q20676475,Veronica Perrule Dobson,https://en.wikipedia.org/wiki/Veronica_Perrule_Dobson
Q20676933,Nancye Hayes,https://en.wikipedia.org/wiki/Nancye_Hayes
Q20676952,Philip Hercus,https://en.wikipedia.org/wiki/Philip_Hercus
Q20679268,Kira Bousloff,https://en.wikipedia.org/wiki/Kira_Bousloff
Q20679438,John Coumbe,https://en.wikipedia.org/wiki/John_Coumbe
Q20679481,Reginald Joseph Marr,https://en.wikipedia.org/wiki/Reginald_Marr
Q20687442,Geraldine Turner,https://en.wikipedia.org/wiki/Geraldine_Turner
Q20687527,Yvonne von Hartel,https://en.wikipedia.org/wiki/Yvonne_von_Hartel
Q20711739,Greg Boulton,https://en.wikipedia.org/wiki/Greg_Boulton
Q20715920,Bill Templeton,https://en.wikipedia.org/wiki/Bill_Templeton
Q20716208,Roger McNeice,https://en.wikipedia.org/wiki/Roger_McNeice
Q20716711,Parker Morton,https://en.wikipedia.org/wiki/Parker_Morton
Q20716767,Penelope Seidler,https://en.wikipedia.org/wiki/Penelope_Seidler
Q20736500,Katie Kelly,https://en.wikipedia.org/wiki/Katie_Kelly_(paratriathlete)
Q6026,Sally Pearson,https://en.wikipedia.org/wiki/Sally_Pearson
Q8023,Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
Q2280034,Adam Pine,https://en.wikipedia.org/wiki/Adam_Pine
Q2356897,Barbara G. Briggs,https://en.wikipedia.org/wiki/Barbara_G._Briggs
Q2394703,Carl Rackemann,https://en.wikipedia.org/wiki/Carl_Rackemann
Q2415174,Shayne Reese,https://en.wikipedia.org/wiki/Shayne_Reese
Q5693454,Heath Francis,https://en.wikipedia.org/wiki/Heath_Francis
Q5693771,Heather Butler,https://en.wikipedia.org/wiki/Heather_Butler
Q5694068,Heather Ridout,https://en.wikipedia.org/wiki/Heather_Ridout
Q5696630,Hector Crawford,https://en.wikipedia.org/wiki/Hector_Crawford
Q5697426,Hedley Beare,https://en.wikipedia.org/wiki/Hedley_Beare
Q5701957,Helen Buckingham,https://en.wikipedia.org/wiki/Helen_Buckingham
Q5702497,Helen Hughes,https://en.wikipedia.org/wiki/Helen_Hughes
Q5702915,Helen Nugent,https://en.wikipedia.org/wiki/Helen_Nugent
Q5703127,Helen Sham-Ho,https://en.wikipedia.org/wiki/Helen_Sham-Ho
Q5703191,Helen Smith,https://en.wikipedia.org/wiki/Helen_Smith_(fencer)
Q5703383,Helen Westwood,https://en.wikipedia.org/wiki/Helen_Westwood
Q5703439,Helen Zerefos,https://en.wikipedia.org/wiki/Helen_Zerefos
Q5703533,Helena Brunner,https://en.wikipedia.org/wiki/Helena_Brunner
Q5718394,Henry Bosch,https://en.wikipedia.org/wiki/Henry_Bosch
Q5720872,Henry Ergas,https://en.wikipedia.org/wiki/Henry_Ergas
Q5725881,Henry Millicer,https://en.wikipedia.org/wiki/Henry_Millicer
Q5733241,Herb Wharton,https://en.wikipedia.org/wiki/Herb_Wharton
Q5753361,Hieu Van Le,https://en.wikipedia.org/wiki/Hieu_Van_Le
Q5760919,Hilary Charlesworth,https://en.wikipedia.org/wiki/Hilary_Charlesworth
Q5761026,Hilary McPhee,https://en.wikipedia.org/wiki/Hilary_McPhee
Q5763170,Peter Goldsworthy,https://en.wikipedia.org/wiki/Peter_Goldsworthy
Q5771036,Hiroshi Saitō,https://en.wikipedia.org/wiki/Hiroshi_Saitō_(mayor)
Q5789738,Ian Chubb,https://en.wikipedia.org/wiki/Ian_Chubb
Q5795306,Steve Gilmore,https://en.wikipedia.org/wiki/Steve_Gilmore
Q5817691,Edgar Frederick Riek,https://en.wikipedia.org/wiki/Edgar_Riek
Q5885673,Eishirō Saitō,https://en.wikipedia.org/wiki/Eishiro_Saito
Q5905067,Horrie Knight,https://en.wikipedia.org/wiki/Horrie_Knight
Q5915325,Phillip Knightley,https://en.wikipedia.org/wiki/Phillip_Knightley
Q5920535,Howard William Olney,https://en.wikipedia.org/wiki/Howard_Olney
Q5925755,James Gleeson,https://en.wikipedia.org/wiki/James_Gleeson
Q5931633,Hugh Mackay,https://en.wikipedia.org/wiki/Hugh_Mackay_(social_researcher)
Q5932027,Hugh Morgan,https://en.wikipedia.org/wiki/Hugh_Morgan_(businessman)
Q5958129,Karen L. Wilson,https://en.wikipedia.org/wiki/Karen_Louise_Wilson
Q5970448,Tim Macartney-Snape,https://en.wikipedia.org/wiki/Tim_Macartney-Snape
Q5980536,Iain McCalman,https://en.wikipedia.org/wiki/Iain_McCalman
Q5980790,Ian Armstrong,https://en.wikipedia.org/wiki/Ian_Armstrong_(politician)
Q5981044,Ian Brusasco,https://en.wikipedia.org/wiki/Ian_Brusasco
Q5981093,Ian Callinan,https://en.wikipedia.org/wiki/Ian_Callinan
Q5981152,Ian Castles,https://en.wikipedia.org/wiki/Ian_Castles
Q5981177,Ian Chesterman,https://en.wikipedia.org/wiki/Ian_Chesterman
Q5981255,Ian Constable,https://en.wikipedia.org/wiki/Ian_Constable
Q21064052,Ron Christie,https://en.wikipedia.org/wiki/Ron_Christie_(rail_administrator)
Q21095489,Cliff Blake,https://en.wikipedia.org/wiki/Cliff_Blake
Q21097029,Andrew Sayers,https://en.wikipedia.org/wiki/Andrew_Sayers
Q21104177,Harriet Edquist,https://en.wikipedia.org/wiki/Harriet_Edquist
Q21140255,Loretta Marron,https://en.wikipedia.org/wiki/Loretta_Marron
Q21165015,Alan Frederick Cowman,https://en.wikipedia.org/wiki/Alan_Cowman
Q21165256,Anthony William Linnane,https://en.wikipedia.org/wiki/Anthony_William_Linnane
Q21165531,Charles Henry Brian Priestley,https://en.wikipedia.org/wiki/Charles_Priestley_(meteorologist)
Q21165823,David Henry Solomon,https://en.wikipedia.org/wiki/David_Henry_Solomon
Q21165887,David Roderick Curtis,https://en.wikipedia.org/wiki/David_Roderick_Curtis
Q21166460,Trevor John McDougall,https://en.wikipedia.org/wiki/Trevor_McDougall
Q21175237,John E. Scanlon,https://en.wikipedia.org/wiki/John_E._Scanlon
Q21176133,Roy Baldwin,https://en.wikipedia.org/wiki/Roy_Baldwin_(footballer)
Q21191050,William James,https://en.wikipedia.org/wiki/William_James_(general)
Q21198516,Kavisha Mazzella,https://en.wikipedia.org/wiki/Kavisha_Mazzella
Q21229572,Dick Persson,https://en.wikipedia.org/wiki/Dick_Persson
Q21454246,Djambawa Marawili,https://en.wikipedia.org/wiki/Djambawa_Marawili
Q21463152,Katherine Belov,https://en.wikipedia.org/wiki/Katherine_Belov
Q21489878,Helen Alma Newton Turner,https://en.wikipedia.org/wiki/Helen_Alma_Newton_Turner
Q21502419,Alan Bartholomai,https://en.wikipedia.org/wiki/Alan_Bartholomai
Q21509507,Joan Cribb,https://en.wikipedia.org/wiki/Joan_Cribb
Q21509973,Maxwell Frank Cooper Day,https://en.wikipedia.org/wiki/Max_Day
Q21510988,Sophie Charlotte Ducker,https://en.wikipedia.org/wiki/Sophie_Charlotte_Ducker
Q21515490,Gwenneth J. Harden,https://en.wikipedia.org/wiki/Gwen_Harden
Q21531658,Joan Freeman,https://en.wikipedia.org/wiki/Joan_Maie_Freeman
Q21536017,Beryl Elaine Jacka,https://en.wikipedia.org/wiki/Beryl_Elaine_Jacka
Q21536790,Denis Oswald Jordan,https://en.wikipedia.org/wiki/Denis_Jordan
Q21536811,Murray Goulburn Madden Bourchier,https://en.wikipedia.org/wiki/Murray_Bourchier_(diplomat)
Q21537110,Peter Dunstan Hastings,https://en.wikipedia.org/wiki/Peter_Dunstan_Hastings
Q21597837,Isabel Flick,https://en.wikipedia.org/wiki/Isabel_Flick
Q21598006,Bill Stephen,https://en.wikipedia.org/wiki/Bill_Stephen_(politician)
Q21598045,Mary E. White,https://en.wikipedia.org/wiki/Mary_E._White
Q21598147,Bob Fell,https://en.wikipedia.org/wiki/Bob_Fell
Q21598168,Graeme Jameson,https://en.wikipedia.org/wiki/Graeme_Jameson
Q21604164,Fred Bromley,https://en.wikipedia.org/wiki/Fred_Bromley
Q21604884,Alan Lind,https://en.wikipedia.org/wiki/Alan_Lind
Q21612514,Gretna Margaret Weste,https://en.wikipedia.org/wiki/Gretna_Margaret_Weste
Q21705106,David Celermajer,https://en.wikipedia.org/wiki/David_Celermajer
Q21710949,Nina Bassat,https://en.wikipedia.org/wiki/Nina_Bassat
Q21872495,Gemma Etheridge,https://en.wikipedia.org/wiki/Gemma_Etheridge
Q21872777,Amy Turner,https://en.wikipedia.org/wiki/Amy_Turner_(Australian_rugby_union)
Q3048501,Weary Dunlop,https://en.wikipedia.org/wiki/Weary_Dunlop
Q3054376,Enid Lyons,https://en.wikipedia.org/wiki/Enid_Lyons
Q3056303,Eric Jupp,https://en.wikipedia.org/wiki/Eric_Jupp
Q3057304,Ernie Dingo,https://en.wikipedia.org/wiki/Ernie_Dingo
Q3062952,Jennifer Holliday,https://en.wikipedia.org/wiki/Jennifer_Holliday_(softball)
Q3077022,Michael Brennan,https://en.wikipedia.org/wiki/Michael_Brennan_(field_hockey)
Q3081902,Tony Marchant,https://en.wikipedia.org/wiki/Tony_Marchant_(cyclist)
Q3086860,Fred Hollows,https://en.wikipedia.org/wiki/Fred_Hollows
Q3101803,George Ogilvie,https://en.wikipedia.org/wiki/George_Ogilvie
Q3108047,John Brumby,https://en.wikipedia.org/wiki/John_Brumby
Q3108729,Mike Rann,https://en.wikipedia.org/wiki/Mike_Rann
Q3112987,Grace Cossington Smith,https://en.wikipedia.org/wiki/Grace_Cossington_Smith
Q3116934,Ruth Park,https://en.wikipedia.org/wiki/Ruth_Park
Q6204254,Jo Gullett,https://en.wikipedia.org/wiki/Jo_Gullett
Q6204920,Joan Carden,https://en.wikipedia.org/wiki/Joan_Carden
Q6204942,Joan Child,https://en.wikipedia.org/wiki/Joan_Child
Q6205350,Joan Paton,https://en.wikipedia.org/wiki/Joan_Paton
Q6205444,Joan Sheldon,https://en.wikipedia.org/wiki/Joan_Sheldon
Q6205552,Joan Whalley,https://en.wikipedia.org/wiki/Joan_Whalley
Q6205736,Joann Formosa,https://en.wikipedia.org/wiki/Joann_Formosa
Q6205834,Joanna Gash,https://en.wikipedia.org/wiki/Joanna_Gash
Q6206075,Joanne Bradshaw,https://en.wikipedia.org/wiki/Joanne_Bradshaw
Q6206077,Joanne Broadbent,https://en.wikipedia.org/wiki/Joanne_Broadbent
Q6207164,Jocelyn Newman,https://en.wikipedia.org/wiki/Jocelyn_Newman
Q6207203,Jocelynne Scutt,https://en.wikipedia.org/wiki/Jocelynne_Scutt
Q6207921,Jodi Willis-Roberts,https://en.wikipedia.org/wiki/Jodi_Willis-Roberts
Q6210229,Joe Hasham,https://en.wikipedia.org/wiki/Joe_Hasham
Q6212181,Joe Saragossi,https://en.wikipedia.org/wiki/Joe_Saragossi
Q6212229,Joe Schipp,https://en.wikipedia.org/wiki/Joe_Schipp
Q6212654,Joe Thompson,https://en.wikipedia.org/wiki/Joe_Thompson_(Australian_politician)
Q6217351,John-Michael Howson,https://en.wikipedia.org/wiki/John-Michael_Howson
Q6217729,John Hay,https://en.wikipedia.org/wiki/John_Hay_(academic)
Q6219005,John Anderson,https://en.wikipedia.org/wiki/John_Anderson_(sailor)
Q6219140,John Anictomatis,https://en.wikipedia.org/wiki/John_Anictomatis
Q6219377,John Armitage,https://en.wikipedia.org/wiki/John_Armitage_(politician)
Q6219385,John Armstrong,https://en.wikipedia.org/wiki/John_Armstrong_(Australian_politician)
Q6219865,John B. Biggs,https://en.wikipedia.org/wiki/John_B._Biggs
Q6220085,John B. Prescott,https://en.wikipedia.org/wiki/John_B._Prescott
Q6220396,John Baker,https://en.wikipedia.org/wiki/John_Baker_(general)
Q6220829,John Barraclough,https://en.wikipedia.org/wiki/John_Barraclough
Q6221426,John Bell,https://en.wikipedia.org/wiki/John_Bell_(Australian_actor)
Q6221784,John Beswick,https://en.wikipedia.org/wiki/John_Beswick_(politician)
Q6222244,John Bloomfield,https://en.wikipedia.org/wiki/John_Bloomfield_(academic)
Q6222373,John Boldeman,https://en.wikipedia.org/wiki/John_Boldeman
Q6222571,John Boultbee,https://en.wikipedia.org/wiki/John_Boultbee_(sport_administrator)
Q6223326,John Brogden,https://en.wikipedia.org/wiki/John_Brogden_(politician)
Q6223436,John Brown,https://en.wikipedia.org/wiki/John_Brown_(Australian_politician)
Q6223706,John Bryson,https://en.wikipedia.org/wiki/John_Bryson_(author)
Q6223855,John Bunting,https://en.wikipedia.org/wiki/John_Bunting_(diplomat)
Q6224229,John Byrne,https://en.wikipedia.org/wiki/John_Byrne_(judge)
Q6224806,John Caldwell,https://en.wikipedia.org/wiki/John_Caldwell_(demographer)
Q6224822,John Caligari,https://en.wikipedia.org/wiki/John_Caligari
Q6225073,John Cantwell,https://en.wikipedia.org/wiki/John_Cantwell_(general)
Q6225137,John Cargher,https://en.wikipedia.org/wiki/John_Cargher
Q6225212,John Carmichael,https://en.wikipedia.org/wiki/John_Carmichael_(composer)
Q6225275,John Carrick,https://en.wikipedia.org/wiki/John_Carrick_(Australian_politician)
Q7931660,Vincent Ball,https://en.wikipedia.org/wiki/Vincent_Ball
Q7932050,Vincent Serventy,https://en.wikipedia.org/wiki/Vincent_Serventy
Q7961245,Wal Murray,https://en.wikipedia.org/wiki/Wal_Murray
Q7963355,Wally Foreman,https://en.wikipedia.org/wiki/Wally_Foreman
Q7964644,Walter D. Scott,https://en.wikipedia.org/wiki/Walter_D._Scott
Q7965449,Walter Bridgland,https://en.wikipedia.org/wiki/Walter_Lewis_Bridgland
Q7965633,Walter Mikac,https://en.wikipedia.org/wiki/Walter_Mikac
Q7970068,Warren Bonython,https://en.wikipedia.org/wiki/Warren_Bonython
Q7970183,Warren Fahey,https://en.wikipedia.org/wiki/Warren_Fahey
Q7971193,Warwick Smith,https://en.wikipedia.org/wiki/Warwick_Smith_(politician)
Q7976307,Wayne Harrison,https://en.wikipedia.org/wiki/Wayne_Harrison_(director)
Q7976473,Wayne Merton,https://en.wikipedia.org/wiki/Wayne_Merton
Q7982605,Wendy Blacklock,https://en.wikipedia.org/wiki/Wendy_Blacklock
Q8007738,William Delafield Cook,https://en.wikipedia.org/wiki/William_Delafield_Cook
Q8012278,William Heseltine,https://en.wikipedia.org/wiki/William_Heseltine
Q8015309,William McBride,https://en.wikipedia.org/wiki/William_McBride_(doctor)
Q8017456,William Refshauge,https://en.wikipedia.org/wiki/William_Refshauge
Q8043222,Xavier Connor,https://en.wikipedia.org/wiki/Xavier_Connor
Q8048048,Yami Lester,https://en.wikipedia.org/wiki/Yami_Lester
Q9057059,Paula Duncan,https://en.wikipedia.org/wiki/Paula_Duncan
Q9077601,John Yu,https://en.wikipedia.org/wiki/John_Yu
Q45350,Susie O'Neill,https://en.wikipedia.org/wiki/Susie_O'Neill
Q51330,John Howard,https://en.wikipedia.org/wiki/John_Howard
Q53944,Rupert Murdoch,https://en.wikipedia.org/wiki/Rupert_Murdoch
Q5981297,Ian Craig,https://en.wikipedia.org/wiki/Ian_Craig
Q5981361,Ian Darling,https://en.wikipedia.org/wiki/Ian_Darling
Q5981618,Ian Gawler,https://en.wikipedia.org/wiki/Ian_Gawler
Q5981622,Ian George,https://en.wikipedia.org/wiki/Ian_George
Q5981660,Ian Glachan,https://en.wikipedia.org/wiki/Ian_Glachan
Q5981743,Ian Harper,https://en.wikipedia.org/wiki/Ian_Harper
Q5981919,Walter Ian Harewood Johnston,https://en.wikipedia.org/wiki/Ian_Johnston_(doctor)
Q5981978,Ian Kiernan,https://en.wikipedia.org/wiki/Ian_Kiernan
Q5981997,Ian Knop,https://en.wikipedia.org/wiki/Ian_Knop
Q5982038,Ian Leslie,https://en.wikipedia.org/wiki/Ian_Leslie
Q5982090,Ian Lowe,https://en.wikipedia.org/wiki/Ian_Lowe
Q5982114,Ian MacDougall,https://en.wikipedia.org/wiki/Ian_MacDougall
Q5982164,Ian Macphee,https://en.wikipedia.org/wiki/Ian_Macphee
Q5982359,Ian McNamara,https://en.wikipedia.org/wiki/Ian_McNamara
Q5982516,Ian Olver,https://en.wikipedia.org/wiki/Ian_Olver
Q5982549,Ian Parmenter,https://en.wikipedia.org/wiki/Ian_Parmenter
Q5982656,Ian R. Johnston,https://en.wikipedia.org/wiki/Ian_R._Johnston
Q5982694,Ian Renard,https://en.wikipedia.org/wiki/Ian_Renard
Q5982762,Ian Robinson,https://en.wikipedia.org/wiki/Ian_Robinson_(Australian_politician)
Q5982894,Ian Shevill,https://en.wikipedia.org/wiki/Ian_Shevill
Q5982908,Ian Sinclair,https://en.wikipedia.org/wiki/Ian_Sinclair
Q5983051,Ian Temby,https://en.wikipedia.org/wiki/Ian_Temby
Q5983076,Ian Thompson,https://en.wikipedia.org/wiki/Ian_Thompson_(politician)
Q5983160,Ian Viner,https://en.wikipedia.org/wiki/Ian_Viner
Q5983284,Ian Wilson,https://en.wikipedia.org/wiki/Ian_Wilson_(politician)
Q5992748,Ignatius Jones,https://en.wikipedia.org/wiki/Ignatius_Jones
Q6031726,Inga Clendinnen,https://en.wikipedia.org/wiki/Inga_Clendinnen
Q6033244,Ingrid Moses,https://en.wikipedia.org/wiki/Ingrid_Moses
Q6035315,Warwick Parer,https://en.wikipedia.org/wiki/Warwick_Parer
Q6054720,Keith Potger,https://en.wikipedia.org/wiki/Keith_Potger
Q6069028,Irene Gleeson,https://en.wikipedia.org/wiki/Irene_Gleeson
Q6069158,Irene Moss,https://en.wikipedia.org/wiki/Irene_Moss
Q6078349,Isador Goodman,https://en.wikipedia.org/wiki/Isador_Goodman
Q6080767,Isi Leibler,https://en.wikipedia.org/wiki/Isi_Leibler
Q6095648,Iva Davies,https://en.wikipedia.org/wiki/Iva_Davies
Q6096137,Ivan Deveson,https://en.wikipedia.org/wiki/Ivan_Deveson
Q6110939,Jack Absalom,https://en.wikipedia.org/wiki/Jack_Absalom
Q6111205,Jack Beale,https://en.wikipedia.org/wiki/Jack_Beale
Q6112449,Jack Ferguson,https://en.wikipedia.org/wiki/Jack_Ferguson
Q6112706,Jack Gibson,https://en.wikipedia.org/wiki/Jack_Gibson_(rugby_league)
Q6112736,Jack Golson,https://en.wikipedia.org/wiki/Jack_Golson
Q6113208,Jack Houston,https://en.wikipedia.org/wiki/Jack_Houston
Q6114227,Jack Mundey,https://en.wikipedia.org/wiki/Jack_Mundey
Q6114427,Jack Oatey,https://en.wikipedia.org/wiki/Jack_Oatey
Q7560572,Son Chhay,https://en.wikipedia.org/wiki/Son_Chhay
Q7562983,Sophie Cunningham,https://en.wikipedia.org/wiki/Sophie_Cunningham
Q7563034,Sophie Masson,https://en.wikipedia.org/wiki/Sophie_Masson
Q7597526,Stan Alves,https://en.wikipedia.org/wiki/Stan_Alves
Q7597555,Stan Bisset,https://en.wikipedia.org/wiki/Stan_Bisset
Q7597596,Stan Coster,https://en.wikipedia.org/wiki/Stan_Coster
Q7597624,Stan Evans,https://en.wikipedia.org/wiki/Stan_Evans
Q7597664,Stan Grant,https://en.wikipedia.org/wiki/Stan_Grant_(Wiradjuri_elder)
Q7597777,Stan Marks,https://en.wikipedia.org/wiki/Stan_Marks
Q7597831,Stan Perron,https://en.wikipedia.org/wiki/Stan_Perron
Q7597882,Stan Sismey,https://en.wikipedia.org/wiki/Stan_Sismey
Q7599087,Stanislawa Dabrowski,https://en.wikipedia.org/wiki/Stanislawa_Dabrowski
Q7600284,Stanton Welch,https://en.wikipedia.org/wiki/Stanton_Welch
Q7608210,Stephanie Alexander,https://en.wikipedia.org/wiki/Stephanie_Alexander
Q7608347,Stephanie Morton,https://en.wikipedia.org/wiki/Stephanie_Morton
Q7608762,Stephen Brady,https://en.wikipedia.org/wiki/Stephen_Brady
Q7609127,Stephen Eaton,https://en.wikipedia.org/wiki/Stephen_Eaton
Q7609151,Stephen Estcourt,https://en.wikipedia.org/wiki/Stephen_Estcourt
Q7609284,Stephen Gageler,https://en.wikipedia.org/wiki/Stephen_Gageler
Q7609370,Stephen Gumley,https://en.wikipedia.org/wiki/Stephen_Gumley
Q7609448,Stephen Hawkins,https://en.wikipedia.org/wiki/Stephen_Hawkins
Q7609608,Stephen John Parker,https://en.wikipedia.org/wiki/Stephen_Parker_(academic)
Q7609817,Stephen Loosley,https://en.wikipedia.org/wiki/Stephen_Loosley
Q7609869,Stephen MacMahon,https://en.wikipedia.org/wiki/Stephen_MacMahon
Q7609890,Stephen Marchant,https://en.wikipedia.org/wiki/Stephen_Marchant
Q7610049,Stephen Mowlam,https://en.wikipedia.org/wiki/Stephen_Mowlam
Q7610095,Stephen Newton,https://en.wikipedia.org/wiki/Stephen_Hibbert_Newton
Q7610184,Stephen Page,https://en.wikipedia.org/wiki/Stephen_Page
Q7610796,Stephen Wallace,https://en.wikipedia.org/wiki/Stephen_Wallace
Q7610867,Stephen Wilson,https://en.wikipedia.org/wiki/Stephen_Wilson_(athlete)
Q7612245,Steve Condous,https://en.wikipedia.org/wiki/Steve_Condous
Q7612415,Steve Doszpot,https://en.wikipedia.org/wiki/Steve_Doszpot
Q7612475,Steve Elder,https://en.wikipedia.org/wiki/Steve_Elder
Q7612695,Steve Gower,https://en.wikipedia.org/wiki/Steve_Gower
Q7613023,Steve Killelea,https://en.wikipedia.org/wiki/Steve_Killelea
Q3002043,Craig Lowndes,https://en.wikipedia.org/wiki/Craig_Lowndes
Q3015857,Daphne Seeney,https://en.wikipedia.org/wiki/Daphne_Seeney
Q3016466,Darrel Baldock,https://en.wikipedia.org/wiki/Darrel_Baldock
Q3017553,David Boyd,https://en.wikipedia.org/wiki/David_Boyd_(artist)
Q3017915,David Fleay,https://en.wikipedia.org/wiki/David_Fleay
Q3018035,David Hall,https://en.wikipedia.org/wiki/David_Hall_(tennis)
Q3018541,Dave Nilsson,https://en.wikipedia.org/wiki/Dave_Nilsson
Q3018885,David Throsby,https://en.wikipedia.org/wiki/David_Throsby
Q3020626,Dean Brown,https://en.wikipedia.org/wiki/Dean_Brown
Q3033418,Geoffrey Robertson,https://en.wikipedia.org/wiki/Geoffrey_Robertson
Q3036213,Romaldo Giurgola,https://en.wikipedia.org/wiki/Romaldo_Giurgola
Q3046134,Geoff Gallop,https://en.wikipedia.org/wiki/Geoff_Gallop
Q3047453,Edgar Gold,https://en.wikipedia.org/wiki/Edgar_Gold
Q7821825,Tony Barber,https://en.wikipedia.org/wiki/Tony_Barber
Q7822054,Tony Charlton,https://en.wikipedia.org/wiki/Tony_Charlton
Q7822162,Tony D'Aloisio,https://en.wikipedia.org/wiki/Tony_D'Aloisio
Q7822278,Tony Eggleton,https://en.wikipedia.org/wiki/Tony_Eggleton
Q7822344,Tony Fitzgerald,https://en.wikipedia.org/wiki/Tony_Fitzgerald
Q7822386,Tony Fraser,https://en.wikipedia.org/wiki/Tony_Fraser
Q7822460,Tony Gould,https://en.wikipedia.org/wiki/Tony_Gould
Q7822461,Tony Gould,https://en.wikipedia.org/wiki/Tony_Gould_(arts_director)
Q7822617,Tony Hyams,https://en.wikipedia.org/wiki/Tony_Hyams
Q7822751,Tony Lamb,https://en.wikipedia.org/wiki/Tony_Lamb
Q7822968,Tony Messner,https://en.wikipedia.org/wiki/Tony_Messner
Q7823034,Tony Mundine,https://en.wikipedia.org/wiki/Tony_Mundine_(boxer)
Q7823052,Tony Negus,https://en.wikipedia.org/wiki/Tony_Negus
Q7823222,Tony Rae,https://en.wikipedia.org/wiki/Tony_Rae
Q7823392,Tony Shaw,https://en.wikipedia.org/wiki/Tony_Shaw_(rugby_union)
Q7823462,Tony South,https://en.wikipedia.org/wiki/Tony_South
Q7823476,Tony Staley,https://en.wikipedia.org/wiki/Tony_Staley
Q7823626,Tony Vinson,https://en.wikipedia.org/wiki/Tony_Vinson
Q7828487,Tottie Goldsmith,https://en.wikipedia.org/wiki/Tottie_Goldsmith
Q7831199,Tracey Belbin,https://en.wikipedia.org/wiki/Tracey_Belbin
Q7831210,Tracey Cross,https://en.wikipedia.org/wiki/Tracey_Cross
Q7831269,Tracey Spicer,https://en.wikipedia.org/wiki/Tracey_Spicer
Q7831687,Tracy Barrell,https://en.wikipedia.org/wiki/Tracy_Barrell
Q7833309,My-Van Tran,https://en.wikipedia.org/wiki/My-Van_Tran
Q7836213,Travis Brooks,https://en.wikipedia.org/wiki/Travis_Brooks
Q7839134,Trevor Eastwood,https://en.wikipedia.org/wiki/Trevor_Eastwood
Q7839210,Trevor Hendy,https://en.wikipedia.org/wiki/Trevor_Hendy
