wikipediaPageID,name,pageCreation
33309877,John Maclean sportsperson,2011-10-05
37944159,Darryl Smith cricketer,2012-12-16
4293524,David Smorgon,2006-03-06
1860614,Bill Brown cricketer,2005-05-09
9627253,John Winneke,2007-02-21
9343864,William Cox governor,2004-11-18
6850466,Marcia Neave,2006-09-05
9031833,Cheryl Praeger,2007-01-21
25951380,George Paciullo,2010-01-26
15291824,Evan Adermann,2008-01-18
14626565,Michael Baume,2007-12-09
23896453,Ian Porter politician,2009-08-07
23771860,Geoff Henke,2009-07-28
5155878,Joan Hall,2006-05-15
44212711,James Semple Kerr,2014-10-26
26794895,James Harrison blood donor,2010-04-02
1998434,Gracia Baylor,2005-06-06
3182233,Guy Warren artist,2005-11-17
954692,Bud Tingwell,2004-09-03
44700651,Michael Fitzgerald Page,2014-12-13
2976335,David Dicks,2005-10-23
3656162,Marlene Mathews,2006-01-08
20850367,Neale Lavis,2008-12-27
11429638,Lionel Cox cyclist,2007-05-26
35799188,Ronald Crawford racewalker,2012-05-12
1696458,Leneen Forde,2005-04-05
4215350,Lorraine Crapp,2006-02-27
13078165,Eric Gross,2007-09-03
18684185,Richard Cleaver,2008-08-01
27830472,Wilma Oram,2010-06-24
2970768,George Seddon academic,2005-10-22
14640461,Ken Gillespie,2007-12-10
54449516,Phillip Playford,2017-07-03
52480467,Jim Barry general,2016-12-05
40466941,Elizabeth Burchill,2013-09-07
63568489,Yvonne Cossart,2020-04-05
44038166,Rex Stevenson,2014-10-06
60271096,A W Martin,2019-03-19
19597221,Don Aitkin,2008-10-03
8552205,Weston Bate,2006-12-21
5015721,Geoff Wilson professor,2006-05-05
64262856,Richard Smallwood doctor,2020-06-13
302827,Andrew Peacock,2003-08-23
4429540,Wal Murray,2006-03-18
49092946,Patrick Quilty,2016-01-13
48564127,Sophie Charlotte Ducker,2015-11-16
959664,Sid Atkinson,2004-09-05
341506,Morris West,2003-10-15
63624725,Nan Giese,2020-04-11
30065217,Peter Andry,2010-12-15
1820386,Glenn Murcutt,2005-04-30
47218933,Roger McNeice,2015-07-12
50649494,Mavis Thorpe Clark,2016-05-27
19283641,Helen Zerefos,2008-09-12
28464298,Ken Wyatt,2010-08-21
33285411,Ron Tucker,2011-10-03
43502054,John Cohen Australian politician,2014-08-08
5513757,Clifton Hoeben,2006-06-11
64199762,Geoff Tracey,2020-06-07
59353031,Edgar Riek,2018-12-11
888066,John Zillman,2004-08-09
29340701,Percy Allan,2010-10-25
46977844,John Kerr pathologist,2015-06-14
20108,Mick Doohan,2001-09-30
244345,Margaret Court,2003-06-12
42367826,Patricia Kailis,2014-04-01
251098,Michael Jeffery,2003-06-22
6864683,Jocelynne Scutt,2006-09-06
152157,George Miller filmmaker,2002-11-27
186064,Fiona Stanley,2003-02-21
6391660,Elizabeth Evatt,2006-08-11
30594295,Denise Bradley,2011-01-23
1758387,David Flint,2005-04-18
2575762,Frank Brennan priest,2005-08-30
64269801,Diana Horvath,2020-06-14
58284587,Anthony William Linnane,2018-08-27
7851408,Michael V Drake,2005-06-04
17174927,Nick Dondas,2007-11-18
3279213,James Hamlyn Willis,2005-11-30
26980064,John Grey Australian general,2010-04-16
46816379,Ivon Wardle,2015-05-27
21660471,Don Livingstone,2009-02-22
19969729,Eva Cox,2008-10-28
1799141,Wenten Rubuntja,2005-04-26
5753000,Celia Rosser,2006-06-29
1179477,Frank McNamara RAAF officer,2004-11-17
10136598,Neal Blewett,2007-03-19
36113942,Kyrra Grunnsund,2012-06-12
11485057,Mike Kelly Australian politician,2007-05-29
1211690,James Burrows Thomas,2004-11-26
1379885,Richard McGarvie,2005-01-10
9065336,Peter Graham fighter,2007-01-23
41713069,Peter Wilenski,2014-01-22
2866672,Colin Bond,2005-10-09
59852766,Ronald Strahan,2019-02-04
44082706,Spencer Grace,2014-10-11
6492430,Pauline Neura Reilly,2006-08-16
14914555,Frank Gardner racing driver,2004-11-30
17080928,Babette Stephens,2008-04-23
20238568,Joan Phipson,2008-11-16
62549981,Kerry Walker,2019-12-10
11759486,William T Cooper,2007-06-14
44115650,Eilene Hannan,2014-10-15
7815789,Edmund Capon,2006-11-07
2050236,Rosalie Gascoigne,2005-06-15
4168352,John Singleton Australian entrepreneur,2006-02-23
25797331,Lucy Napaljarri Kennedy,2010-01-13
34293367,Kevin Bacon equestrian,2012-01-06
61645330,Adrian Charles,2019-08-30
39983142,James Grant Australian bishop,2013-07-16
46393105,Rene Hardenbol,2015-04-12
987860,Louise Sauvage,2004-09-15
50260345,Bruce Bowley,2016-04-21
2271368,Lin Onus,2005-07-20
62282958,Geoff Shaw Aboriginal leader,2019-11-08
47142123,Robert Southey businessman,2015-07-03
39723160,Betty Burstall,2013-06-19
4303392,James Fairfax,2006-03-07
2901234,Louis Kahan,2005-10-13
62496826,Jim Gasteen,2019-12-04
33236952,Bruce Wallrodt,2011-09-28
46585614,Donna Burns,2015-05-02
13504484,John Brown Australian politician,2007-09-30
32437286,Jodi WillisRoberts,2011-07-16
33255870,Sandra Yaxley,2011-09-30
33247231,Brian McNicholl,2011-09-29
60144544,Ann Moyal,2019-03-05
33255037,Donna Smith athlete,2011-09-29
46393515,Joshua Hofer,2015-04-13
19568968,Ralph Slatyer,2008-10-02
25653312,Michael Kailis,2010-01-02
62703064,Ron Penny,2019-12-31
1454153,Bill Wentworth,2005-02-01
1760049,Tom Uren,2005-04-18
1862804,Donald Metcalf,2005-05-09
4373928,Sallyanne Atkinson,2006-03-13
15635005,Roc Kirby,2008-02-07
20235812,John Murtagh Macrossan judge,2008-11-16
5803356,Michael Clyne,2006-07-02
9446340,John Passmore,2007-02-11
7232749,John Niland,2006-10-01
445291,Clive James,2004-01-28
32454792,Jacqueline Jarrett Goodnow,2011-07-18
23582611,Natascha McNamara,2009-07-12
17313661,Robert Somervaille,2008-05-07
3272007,Bruce Webster politician,2005-11-29
40141714,Geoff Chisholm,2013-08-03
46735422,Pixie Annat,2015-05-18
978858,Don Chipp,2004-09-12
2760904,Peter Sinclair governor,2005-09-25
43211238,Barry Maddern,2014-07-04
55378976,Tony Parsons Australian author,2017-09-28
5072510,Kevin Berry,2006-05-09
34191699,Alan Head,2011-12-26
27858367,George Freudenstein,2010-06-26
34736388,Patricia Mather,2012-02-14
7483202,James Mollison,2006-10-17
2621727,John McCallum actor,2005-09-05
61320584,Erica McGilchrist,2019-07-20
35408155,Sheila Scotter,2012-04-09
3737690,Wendy Blacklock,2006-01-16
1018994,Arthur Boyd,2004-09-26
2947679,Roger Woodward,2005-10-19
59608088,Keith Middleton,2019-01-08
42560384,Michelle den Dekker,2014-04-23
5834667,Adrienne Clarke,2006-07-05
15720049,Charlie Yankos,2008-02-12
9192393,Trevor Allan rugby,2007-01-29
20009808,Heather Southcott,2008-10-31
49126230,William Dunn South Australian politician,2016-01-17
19670280,Colin Woods,2008-10-08
7045762,Beryl Beaurepaire,2006-09-18
14101427,Don Kay composer,2007-11-06
22044140,Peter Yeldham,2009-03-19
463434,Judith Anderson,2004-02-10
299439,Brett Whiteley,2003-08-19
63380195,Brett Whiteley House,2020-03-15
776149,Robert Hughes critic,2004-07-03
2496151,John Perceval,2005-08-20
1390879,Miriam Hyde,2005-01-12
2687735,Tony Barber,2005-09-16
20175146,Alexander Fraser Australian politician,2008-11-12
49862274,Phillip Adams sport shooter,2016-03-20
21069265,Neil Batt,2009-01-13
10520104,Issy Pilowsky,2007-04-07
451436,Fred Hollows,2004-02-02
20132567,Peter Isaacson,2008-11-09
14271369,Renfrey Potts,2007-11-16
27991586,John Mulvaney,2010-07-10
40366526,Bill Peach,2013-08-27
6495067,Tony Eggleton,2006-08-16
3244781,Ron Casey Melbourne broadcaster,2005-11-26
5785132,Nicholas Shehadie,2006-07-01
440324,J J C Smart,2004-01-24
40091793,Hal Wootten,2013-07-28
2172663,Basil Hetzel,2005-07-05
2049194,Joan Child,2005-06-15
26466262,Gill James,2010-03-08
2693353,Susan Ryan,2005-09-17
20130003,Ron Davies Tasmanian politician,2008-11-09
42714481,John Taylor public servant,2014-05-10
1523596,Nancy Millis,2005-02-19
49391510,Elizabeth Nesta Marks,2016-02-11
52695769,Jim Morrison chemist,2016-12-26
304157,Jack Dyer,2003-08-25
12177904,John Baker general,2007-07-10
25975013,Kath Venn,2010-01-28
1360333,James Gleeson,2005-01-04
7404382,Rodney Hall writer,2006-10-12
12985413,Bob Whan,2007-08-28
70679,Marjorie JacksonNelson,2002-08-12
963930,Gaby Kennard,2004-09-06
3487384,Duncan Armstrong,2005-12-21
9456958,Sally Carbon,2007-02-12
36505137,Jenny Cheesman,2012-07-22
1562749,Elisabeth Murdoch philanthropist,2005-03-03
37701936,Ted Harris company director,2012-11-21
4092208,Bob Maguire,2006-02-16
18031508,Arthur Hewson,2008-06-20
7075157,Brian Frank Martin,2006-09-20
45532774,Wendy McCarthy,2015-02-28
36891920,Richard Kingsland,2012-09-01
481779,John Newcombe,2004-02-22
409215,Mary Durack,2003-12-20
17075889,Noel Ferrier,2008-04-23
38288997,Howard Taylor painter,2013-01-21
2201228,Yvonne Kenny,2005-07-09
32484070,Patrick Troy,2011-07-21
42949062,Kathleen Taperell,2014-06-03
2918798,James Bradley Australian writer,2005-10-16
50192373,Ian Knox admiral,2016-04-16
43495439,Robert Story botanist,2014-08-07
3894112,Colin Watson footballer,2006-01-30
4899114,John Devitt,2006-04-26
1138530,Gustav Nossal,2004-11-06
42578570,Keith Russack,2014-04-25
43236721,Peter RossEdwards,2014-07-07
53695277,Margaret Manion,2017-04-05
5147194,Laurence Street,2006-05-15
14554289,Russell Fox,2007-12-04
1392885,Michael McHugh,2005-01-13
1066486,Francis Burt,2004-10-14
6824548,George Blaikie,2006-09-03
61834662,George Sparnon,2019-09-20
58195343,Nan Waddy,2018-08-19
47010224,Leslie Lazarus,2015-06-18
11136130,Ron Mulock,2007-05-09
19734,Malcolm Fraser,2001-08-17
70350,Marie Bashir,2002-08-11
19391545,Douglas Warren bishop,2008-09-19
6956345,Ian Constable,2006-09-12
52452,John Gorton,2002-05-19
20366139,Merv Everett,2008-11-24
1861430,Wayne Gardner,2005-05-09
56038499,Sam Coffa,2017-12-13
3281653,David Graham golfer,2005-11-30
4792638,Terry Gathercole,2006-04-18
55279831,Pat Clohessy,2017-09-18
26965990,Ken Woolley,2010-04-15
64218506,Rosemary Wighton,2020-06-09
24615943,Margaret Stones,2009-10-08
26381489,Annemieke Mein,2010-03-01
2053255,Elizabeth Jolley,2005-06-15
20325560,Tom Hungerford,2008-11-21
5514873,John Roberts Australian businessman,2006-06-11
57227046,John Charles Robertson army officer,2018-04-25
8013411,Tom Bass sculptor,2006-11-19
958686,Dorothy Auchterlonie Green,2004-09-04
18046167,Mary Fairfax,2008-06-20
63872280,Reg Kermode,2020-05-06
3507278,David Bell field hockey,2005-12-23
1938124,Arthur Beetson,2005-05-25
157447,Greg Norman,2002-12-13
490388,Weary Dunlop,2004-02-26
1927679,Ron Walker Australian businessman,2005-05-23
9401673,Nancy Borlase,2007-02-09
1248074,David Gulpilil,2004-12-06
8157840,Roger Kemp,2006-11-28
46915305,Kira Bousloff,2015-06-07
4343531,Rica Erickson,2006-03-10
100850,Harry Seidler,2002-10-08
570998,John Bell Australian actor,2004-04-02
50229515,Robert Walls admiral,2016-04-19
64229608,Leonard Webb academic,2020-06-10
24999704,Bruce Rosier,2009-11-07
48563913,Helen Alma Newton Turner,2015-11-16
1662249,Davis McCaughey,2005-03-29
43608439,Harvey Barnett,2014-08-20
4092691,Ian Castles,2006-02-16
62481151,Alban Lynch,2019-12-02
5859278,Len King,2006-07-06
20129707,Gil Duthie,2008-11-09
14354585,Ralph Jacobi,2007-11-22
44790895,Arthur Whyte,2014-12-20
32114314,Bill Borthwick,2011-06-17
33257259,Liz Grant,2011-09-30
1059467,Harry Gibbs,2004-10-12
3643172,Stephen Wurm,2006-01-07
3069899,Fred Gruen,2005-11-03
59550458,Joan Montgomery,2019-01-02
23140752,Rosemary Crossley,2006-04-23
27253515,Hurtle Lupton,2010-05-06
1298728,Ken G Hall,2004-12-19
61054166,Betty Allan,2019-06-16
693671,Murray Gleeson,2004-05-31
5477261,Robert Jackson UN administrator,2006-06-08
24108985,Alec Fong Lim,2009-08-25
30943122,Brian King bishop,2011-02-19
60629531,Wendy Chapman,2019-04-30
45365052,Don Simmons politician,2015-02-11
44087218,John Duncan Australian politician,2014-10-12
1066479,Gordon Reid governor,2004-10-14
30314015,Mick Miller police officer,2011-01-04
309638,Malcolm Blight,2003-09-02
26513076,John Newham,2010-03-11
2518709,David Parker director,2005-08-23
62876859,Brenton Langbein,2020-01-20
49165293,Keith Simpson footballer,2016-01-20
31023846,John Shaw baritone,2011-02-27
26994002,Geoffrey Serle,2010-04-18
1471451,John Toohey judge,2005-02-06
63827983,Ranald Macdonald Australian journalist and educator,2020-05-01
10455756,Walter Jona,2007-04-04
46514091,Trevor Haworth,2015-04-25
4792874,Stephen Holland,2006-04-18
36872477,Walter Lewis Bridgland,2012-08-30
5915101,Franco BelgiornoNettis,2006-07-11
3291502,George Golla,2005-12-01
27656086,George Gollan,2010-06-09
33116356,Hugh Wirth,2011-09-17
3489230,David P Craig,2005-12-21
3351321,Hugh Alexander Dunn,2005-12-07
60773991,Robert Reid ice hockey,2019-05-15
1703344,Peter Dunn general,2005-04-07
41870403,Tony Ayers,2014-02-07
45365021,Molly Byrne,2015-02-11
20854298,John Truscott,2008-12-27
38806538,Ray Gietzelt,2013-03-13
27784565,Max Walsh,2010-06-21
61320535,Genni Batterham,2019-07-20
49469629,Harrison Bryan,2016-02-18
14743012,William David Lindsay Ride,2007-12-17
29042267,Donald Robinson bishop,2010-10-03
3632330,Graham White swimmer,2006-01-06
61328617,Hamar Midgley,2019-07-21
17922954,Michael Hudson admiral,2008-06-13
29681413,David Leach admiral,2010-11-20
37653171,Jim Wallace Australian activist,2012-11-15
3539408,Bob McLeod cricketer,2005-12-27
2583100,Geoffrey Bolton,2005-08-31
22114576,Milton Moon,2009-03-24
46873149,Naomi Mayers,2015-06-02
1062869,William Kidston,2004-10-13
20515129,Bertie Brownlow,2008-12-02
34839774,Pauline English,2012-02-22
6316584,Ronald John Yates,2006-08-07
32463738,Kevin Coombs,2011-07-19
51856448,Richard Burt politician,2016-10-04
14774571,Gordon Jackson businessman,2007-12-19
21895057,George Ogilvie,2009-03-09
1180501,Richard Bonynge,2004-11-17
18416114,David Watson Queensland politician,2008-07-13
1697250,Robin Gibson architect,2005-04-05
7914842,Andrew Andersons,2006-11-13
64454,Thomas Keneally,2002-07-25
42704298,Raymond Berg,2014-05-08
19387130,Geoffrey Mayne,2008-09-19
9515563,Lindsay Pryor,2007-02-15
5362230,Reg Sprigg,2006-05-31
44771610,Don Banfield,2014-12-19
10991710,Margaret Fulton,2007-04-30
44458,Peter Weir,2002-03-15
38455879,John Bloomfield academic,2013-02-07
49727481,George Joseph Australian politician,2016-03-11
1227676,Charles Court,2004-11-30
370482,Barry Humphries,2003-11-17
38751432,Enid Lorimer,2013-03-08
60407512,Bob Brissenden,2019-04-03
44912157,Brian Crossley,2015-01-01
54090556,Sam Jacobs judge,2017-05-20
9601263,Barry Hickey,2007-02-20
41174202,Julian Stefani,2013-11-24
5529138,Yami Lester,2006-06-12
56959410,Sybil Craig,2018-03-27
20293465,Kym Bonython,2008-11-19
15093165,David Ireland author,2006-11-16
47175348,Nancye Hayes,2015-07-07
8017587,Margaret Sutherland,2006-11-19
13377072,John Andrews architect,2007-09-21
16396205,John Dowie artist,2008-03-19
49154299,Jack Sweet,2016-01-19
44716742,Ren DeGaris,2014-12-14
43984989,Percy Williams Australian rugby league player,2014-09-30
4018065,Julius Stone,2006-02-09
690781,Garfield Barwick,2004-05-30
21337523,Raymond Begg,2009-01-31
64648053,Sister Mary Ursula Grachan,2020-07-26
46531625,Stephen MurraySmith,2015-04-26
8394082,A A Phillips,2006-12-12
40106866,Eric Barnard politician,2013-07-30
24809831,Keith Smith engineer,2009-10-24
3497131,Doug Waterhouse,2005-12-22
41802351,Ralph Harry,2014-01-31
679550,Eddie Charlton,2004-05-25
22899084,Neil MacLeod footballer,2009-05-22
1712257,David Fleay,2005-04-09
1588333,Russell Drysdale,2005-03-10
7834548,John Coburn painter,2006-11-08
25578679,Queenie Ashton,2009-12-28
6738909,Don Banks,2006-08-28
44345016,Mario Feleppa,2014-11-09
58066060,Helen Cutler,2018-08-04
8818558,John Rosewell,2007-01-08
266215,Peter Brock,2003-07-13
60230523,Ray Mitchell wrestler,2019-03-14
12623279,Rudolph Brasch,2007-08-05
9600065,Douglas Stewart poet,2007-02-19
33842445,Marea Gazzard,2011-11-23
39951730,Bruce Alexander McDonald,2013-07-13
6676669,Norman Chaffer,2006-08-25
29560969,George Althofer,2010-11-11
54431150,Geoffrey Ayling,2017-06-30
87021,Don Bradman,2001-10-04
34058651,Lloyd Evans plant physiologist,2011-12-14
37847900,Reg Downing,2012-12-06
543848,Don Dunstan,2004-03-22
2236747,John Jefferson Bray,2005-07-15
3076422,William Macmahon Ball,2005-11-04
46816398,John Coumbe,2015-05-27
1419867,Fred Daly politician,2005-01-22
12454,Gough Whitlam,2001-09-25
1449921,Tony Luchetti,2005-01-31
2807476,Bill Neilson,2005-10-01
48493210,Alan Lind,2015-11-08
4715557,Jack Oatey,2006-04-12
92930,Ron Barassi,2002-09-27
26915100,Jack Studdert,2010-04-11
2509031,Alexandra Hasluck,2005-08-22
24294510,Paul Cullen general,2009-09-10
51524393,Peter Spillett,2016-09-06
1707546,Colin Thiele,2005-04-08
27867751,John Whitelaw general born 1921,2010-06-27
866899,Tom Roberts,2004-07-30
3393969,John Tonkin,2005-12-12
12969775,John Lazar,2007-08-27
2968366,Charles K Bliss,2005-10-22
38968516,Vi Jordan,2013-03-31
25839,Robert Menzies,2001-08-17
36583205,Bernard Mills,2012-07-30
6123655,Nancy Tyson Burbidge,2006-07-26
9456780,Anthony Synnot,2007-02-12
52254518,Elsie Curtin,2016-11-12
19548578,Jack Gerke,2008-10-01
2309328,Vincent Lingiari,2005-07-26
4303049,Phillip Law,2006-03-07
56462683,Irene Greenwood,2018-01-31
1188254,Ernest Smith,2004-11-19
35598963,Elwyn Lynn,2012-04-24
693836,Manning Clark,2004-05-31
5445542,James McAuley,2006-06-06
377152,Joan Sutherland,2003-11-24
3549713,Paddy Pallin,2005-12-28
31644459,Stuart Clarence Graham,2011-05-01
23813276,Lindesay Clark,2009-07-31
2807502,Eric Reece,2005-10-01
57216960,Joy Cummings,2018-04-24
45668030,Betty Bryant,2015-03-14
5016732,Ted Baillieu,2006-05-05
48601759,Anne Astin,2015-11-20
29418293,Roger Steele,2010-10-31
61851474,Ian Stewart police commissioner,2019-09-21
2722294,Anne McEwen politician,2005-09-21
14728216,John Harvey racing driver,2007-12-16
28210920,Genevieve Bell,2010-07-31
35870259,Anthony William Thomas,2012-05-19
931368,Robyn Williams,2004-08-26
43557859,Gael Jennings,2014-08-14
33136239,Jeffrey Goldsworthy,2011-09-19
49666920,Fiona McLeod barrister,2016-03-07
14651616,Sarah Bradley judge,2007-12-11
27736398,William J Mitchell,2010-06-17
62932907,Helen Leake,2020-01-26
63523828,Rachelle Buchbinder,2020-03-31
59032026,Diana EgertonWarburton,2018-11-12
23520606,Peter McIntyre architect,2009-07-07
63731626,Lea Waters,2020-04-22
51047289,Justin Yerbury,2016-07-11
1903779,Jane Turner,2005-05-18
5757789,Albert Bensimon,2006-06-29
3215834,Tim Minchin,2005-11-22
1574157,Keith Urban,2005-03-06
42625639,Clare Wright,2014-04-30
25118593,Emily Cox conductor,2009-11-18
32149227,John Zerunge Young,2011-06-20
170977,Hugo Weaving,2003-01-19
48161225,Harriet Edquist,2015-10-11
48820131,Kate Mulvany,2015-12-14
6477654,Douglas Lawrence,2006-08-15
45539761,George Savvides,2009-05-29
7407154,Sam Lipski,2006-10-12
6076039,Peter Combe,2006-07-23
11848731,Linda George Australian singer,2007-06-19
63314017,Mary Featherston,2020-03-08
1227242,James Gorman VC,2004-11-30
18416152,Mary Crawford,2008-07-13
1207188,Elaine Carbines,2004-11-25
57387946,Raymond Specht,2018-05-10
48625884,Rachel Webster,2015-11-23
33224431,Richard Broome,2011-09-27
62949498,Rae Frances,2020-01-27
3143412,John Dewar academic,2005-11-12
49455272,Joan Cribb,2016-02-17
22115588,Raymond Brownell,2009-03-24
46377011,Gregory John Keighery,2015-04-11
58843898,Carly Findlay,2018-10-22
13135070,Michael Bowden footballer,2007-09-07
3170659,Larissa Behrendt,2005-11-15
57297675,Cindy Shannon,2018-05-02
13457890,Peter Shann Ford,2007-09-27
23782290,Leo Maguire footballer,2009-07-29
56103074,Eugene Hurley,2017-12-21
43557858,Liz Dennis,2014-08-14
43671997,Kitty Chiller,2014-08-27
556583,David Malin,2004-03-27
53571864,Mary Garson,2017-03-23
12776469,Andrew Pitman,2007-08-15
35307355,Margaret Stone judge,2012-04-03
17549344,Barry House,2008-05-21
4644409,Stan Evans,2006-04-06
625969,Warren Truss,2004-04-30
39730096,Geoffrey Nettle,2013-06-20
46405939,Michelle Gordon,2015-04-14
12237110,Tara Brabazon,2007-07-13
896426,Michael Clarke cricketer,2004-08-12
59788339,Adele Ferguson,2019-01-28
1544248,Alan Kohler,2005-02-25
47562340,Kathryn North,2015-08-18
55143699,Sharon Lewin,2017-09-05
59772234,Maria Kavallaris,2019-01-26
36320824,Helen Christensen,2012-07-04
47659543,Anita Jacoby,2015-08-29
3995579,Chris Mitchell journalist,2006-02-07
474865,Kevin Sheedy Australian footballer,2004-02-18
481805,Roy Emerson,2004-02-22
61910070,Raymond Holmes surveyor,2019-09-29
43900092,Hilton Clarke cyclist born 1944,2014-09-21
9627319,Mike Fitzpatrick footballer,2007-02-21
51988794,Mark Casey bowls,2016-10-13
761546,Gareth Evans politician,2004-06-28
46388227,Mark Fraser secretary,2015-04-12
33257330,Jean McLean politician,2011-09-30
6136768,Rhonda Galbally,2006-07-27
20554120,Lou Bennett musician,2008-12-05
12636554,Ian McLean,2007-08-06
2723094,Sophie Masson,2005-09-21
10160688,Warwick Smith politician,2007-03-20
2148705,Jennifer Rowe,2005-07-01
277690,Elena KatsChernin,2003-07-26
60867341,Banduk Marika,2019-05-26
47371939,Kathryn Campbell,2015-07-29
62767621,Lynne Williams,2020-01-07
1410398,Cornelia Frances,2005-01-19
16894,Kylie Minogue,2001-10-04
38296494,Stan Perron,2013-01-22
33922346,Ronni Kahn,2011-12-01
59791345,Pauline Gandel,2019-01-28
21066511,Patricia Forsythe,2009-01-13
57366774,Malcolm Broomhead,2018-05-08
63633561,Sandra Harding sociologist,2020-04-12
63733948,Luke Sayers,2020-04-22
4967186,Harold Luntz,2006-05-01
4068124,Lyndall Ryan,2006-02-14
63644121,Lynette Russell,2020-04-13
42942301,Christine Townend,2014-06-02
61092905,Judy Raper,2019-06-20
59403076,Frank Bongiorno,2018-12-15
61855757,Chrissie Foster,2019-09-22
18548917,Matthew Condon,2008-07-23
52920927,Ross Dunning,2017-01-19
11894813,Ross Dunne,2007-06-22
147429,Ian Thorpe,2002-11-15
8965230,Julie McCrossin,2007-01-17
62371649,Bronwyn King,2019-11-18
63313743,Pantjiti Unkari McKenzie,2020-03-08
47420004,Lynette Silver,2015-08-03
5857368,Robert Taylor Australian actor,2006-07-06
56962777,Caroline Finch,2018-03-28
14763717,David Thomson Australian National Party politician,2007-12-18
56443956,Janet McCalman,2018-01-29
53927769,Mickey Dewar,2017-05-01
61910613,Chloe Munro,2019-09-29
25505998,Dorothy Isaksen,2009-12-20
59640669,Michael Coper,2019-01-12
8198715,Patrick Daley,2006-11-30
258756,Evonne Goolagong Cawley,2003-07-03
457960,Heather McKay,2004-02-07
70740,Betty Cuthbert,2002-08-12
42375401,David Johnston admiral,2014-04-02
54210399,Mark Brewer army,2017-06-03
2114022,Belinda Clark,2005-06-25
21306890,Michael Turtur,2009-01-29
46295410,John Gaden,2015-04-02
20156852,John Siddons,2008-11-10
4215251,Gillian Rolton,2006-02-27
3188345,Ingrid Moses,2005-11-18
58767612,Ezio Rizzardo,2018-10-16
50219785,Michael Barber academic,2016-04-18
43548248,Jennifer L Martin,2014-08-13
10323939,Martin Banwell,2007-03-28
917290,Meg Lees,2004-08-21
46867323,Scott W Sloan,2015-06-01
56520119,Maree Teesson,2018-02-07
1021093,Liz Ellis,2004-09-27
1036386,Karrie Webb,2004-10-03
15930364,Mukesh Haikerwal,2008-02-24
25672060,Ted Pickering,2010-01-04
17557929,John Castrilli,2008-05-22
49479613,Anthony S Weiss,2016-02-19
7804853,David Andrew Sinclair,2006-11-06
409850,Shane Gould,2003-12-21
161248,Michele Timms,2002-12-24
10316743,Lucette Aldous,2007-03-28
36148001,Dennis Young Australian politician,2012-06-15
17848806,John Mildren,2008-06-09
60333557,Allan Fife,2019-03-26
10492095,Bruce Maslin,2007-04-06
27551152,Bernard Salt,2010-05-31
40953199,Archibald Park,2013-11-02
51163682,Ranjana Srivastava,2016-07-25
1604460,Peter Jones drummer,2005-03-14
43386927,Emma McKeon,2014-07-24
15907128,Kevin Bell judge,2008-02-23
36605100,John Hamilton Bowie,2012-08-01
30748679,Kim Brennan,2011-02-04
43033874,Stuart Mayer,2014-06-12
10863364,Peter Woolcott,2007-04-24
47212720,Dave McKee,2015-07-11
6255065,David McKee Wright,2006-08-04
58130411,Colin L Masters,2018-08-13
1523944,Rebecca Peters,2005-02-19
2722379,Larry Sitsky,2005-09-21
31039852,Andrew Stewart Coats,2011-02-28
62609036,Susan Wakil,2019-12-18
564161,Mark Webber,2004-03-30
50545389,Richard Harvey scientist,2016-05-15
6427210,Phil Kearns,2006-08-13
1484348,Robbie McEwen,2005-02-09
61930576,Rosemary Craddock,2019-10-01
50272406,Max Lu,2016-04-22
10640278,Melinda GainsfordTaylor,2007-04-13
565985,Joanna Gash,2004-03-31
60803118,Carol Liston,2019-05-19
3863812,Greg Craven academic,2006-01-27
29644896,Jane den Hollander,2010-11-18
45063065,Helen Durham,2015-01-15
3758957,Ahmed Fahour,2006-01-18
9624799,Mick Fanning,2007-02-21
43292,Paul Kelly Australian musician,2001-10-04
33805302,Ken Lay police officer,2011-11-20
13371310,Bob Ellicott,2007-09-21
519437,Julia Gillard,2004-03-11
36802569,Andrew Bruce Holmes,2012-08-22
31778393,Martin Parkinson,2011-05-15
44352518,Kate Warner,2014-11-09
57723915,MaryAnn BinSallik,2018-06-20
2008004,John Brumby,2005-06-08
87536,Nick Cave,2002-09-19
52989395,Keryn Williams,2017-01-26
2771190,Charles Wade,2005-09-26
47430128,Madison Wilson,2015-08-04
13940236,John Williams New South Wales state politician,2007-10-27
47249464,Tiffany Thomas Kane,2015-07-15
16319052,Robert Cook Australian politician,2008-03-15
25625706,John Crook politician,2009-12-31
3835137,Lou Lieberman,2006-01-25
17806905,Neville Graeme Marchant,2008-06-06
17915,Lleyton Hewitt,2001-05-14
9256979,Lisa Wilkinson,2007-02-01
13047506,Joseph Tawadros,2007-09-01
21400153,Warren Pitt,2009-02-04
49222401,Robert Stanley Pontifex,2016-01-25
25635214,Geoffrey Simpson,2009-12-31
27215798,Barry Wilde,2010-05-04
12571206,Geoff Williams footballer,2007-08-01
3665672,Andrew Vlahov,2006-01-09
41105410,Fred Johnson Australian footballer,2013-11-17
25504547,David Goodall botanist,2009-12-20
28506870,Geoff Lyons,2010-08-24
5540466,Nick Garratt,2006-06-13
30862730,Tracey Moffatt,2005-07-25
583547,Brendan Nelson,2004-04-08
44314738,Susan H Spence,2014-11-06
58989932,Susan Stocklmayer,2018-11-07
3025241,Henry Ergas,2005-10-29
35360943,Patricia VickersRich,2012-04-07
48911249,Chennupati Jagadish,2015-12-25
221421,Rod Laver,2003-05-04
43183013,Allan Myers,2014-06-30
49217766,Maria Myers,2016-01-25
