wikipediaPageID,name,pageCreation
1926291,John Pascoe,2005-05-22
335453,Mike Rann,2003-10-06
43649194,Michael Andrew management consultant,2014-08-24
43537925,Elizabeth Broderick,2014-08-12
1179445,Geraldine Brooks writer,2004-11-17
30594478,David Walsh art collector,2011-01-23
31030234,Richard Ackland,2011-02-28
43233346,David Evans Victorian politician,2014-07-07
6948556,Joseph Forshaw,2006-09-11
4580430,Jackie French,2006-03-31
3440826,Michael Aird,2005-12-16
4781890,Patsy Biscoe,2006-04-17
60723777,Heather Reid sports administrator,2019-05-10
34162428,Betty Kitchener,2011-12-23
2806146,Craig Knowles,2005-10-01
54398357,Bob Lay,2017-06-26
18071558,Stephen Loosley,2008-06-22
40772977,Daniel McDaniel,2013-10-12
25672592,Ann Symonds,2010-01-04
38363101,Stuart Smith general,2013-01-29
23534175,Adrian Pagan,2009-07-08
36258114,Brendan Crabb,2012-06-26
56725893,Janice Reid,2018-03-02
1638687,Layne Beachley,2005-03-23
19451379,Stephen Brady,2008-09-24
47425776,Milton Hearn,2015-08-04
40331024,Martin Holzberger,2013-08-23
54350648,John Croucher,2017-06-20
54346671,Rosalind Croucher,2017-06-20
35751307,Deborah De Williams,2012-05-08
58339495,Yvonne Hill,2018-08-30
4001317,Charlie King sports broadcaster,2006-02-08
15022389,Diana Warnock,2008-01-03
18531021,Rachael Sporn,2008-07-21
1753448,Angus Houston,2005-04-17
30862299,Jacki Weaver,2005-07-21
16739933,John Bryson author,2008-04-03
36348082,Carol Cooke,2012-07-06
1131264,Robert de Castella,2004-11-04
2836753,Michael Egan Australian politician,2005-10-05
26950693,Richard Johnson architect,2010-04-14
31483947,Peter Muller architect,2011-04-13
49056599,Bob Oatley,2016-01-10
20642273,Rosemary Owens,2008-10-30
29418379,Dawn Lawrie,2010-10-31
43555446,Ruth Fincher,2014-08-14
19215704,Kieran Modra,2008-09-07
42378454,Ian Campbell public servant,2014-04-02
23543257,Ed Byrne neuroscientist,2009-07-09
10406693,Brenton Broadstock,2007-04-01
171515,Geoffrey Rush,2003-01-20
8964920,Rob Moodie doctor,2007-01-17
27241185,Alicia Coutts,2010-05-05
18442258,Cate Campbell,2008-07-15
20130544,Adrian Gibson,2008-11-09
33276438,Nazim Erdem,2011-10-02
3632400,Peter Doak,2006-01-06
60748713,Lucinda Dunn,2019-05-13
36382398,Brittany Elmslie,2012-07-10
8066857,Bernard Smith art historian,2006-11-22
5166308,Bill Stefaniak,2006-05-16
33028897,Liesl Tesch,2011-09-09
19502902,Patrick Thomas conductor,2008-09-28
43023965,Margaret Rodgers deaconess,2014-06-11
13722422,Albert Green Australian politician,2007-10-14
36348080,Stephanie Morton,2012-07-06
12637967,Noel Maughan,2007-08-06
36348258,Cody Meakin,2012-07-06
33308644,Ryan Scott wheelchair rugby,2011-10-05
9405102,Sally Pearson,2007-02-09
36347978,Todd Hodgetts,2012-07-06
43558995,Ruth Milne Hall,2014-08-14
28989841,Yolane Kukla,2010-09-29
33300733,Prue Watt,2011-10-04
56807609,David Wells admiral,2018-03-11
5601650,Michael White psychotherapist,2006-06-17
12262297,Tom Stephens,2007-07-15
28244349,Bill Wood politician,2010-08-03
46498488,Alan Clough,2015-04-23
24444335,Donald Cameron Tasmanian politician,2009-09-23
11949515,Michael Hintze,2007-06-25
47744787,Jack Cross footballer,2015-09-07
2837871,Neil Perry,2005-10-05
44304354,Abdullah Saeed professor,2014-11-05
3655345,Steven Schwartz psychologist,2006-01-08
1624939,Jane LomaxSmith,2005-03-20
3376503,David Parkin,2005-12-10
50128310,Paul Guest rower,2016-04-11
33381800,Ted Hamilton,2011-10-12
3281653,David Graham golfer,2005-11-30
45222278,Joseph Fleming politician,2015-01-26
15586848,Peter Goers,2008-02-04
10992204,James Goldrick,2007-04-30
40734480,Margaret White judge,2013-10-07
62563071,Jillian Gallagher,2019-12-12
22799621,Bonita Mabo,2009-05-14
60673621,Natalie Miller,2019-05-06
41345485,Marilyn Renfree,2013-12-12
6231333,Brian Schmidt,2006-08-02
17685670,James Allsop,2008-05-30
54754370,Janet Thomas,2017-08-04
17599866,Greg James judge,2004-12-03
40131746,Rod Boswell,2013-08-01
37466758,Michele Bruniges,2012-10-27
1398330,Russell Cooper,2005-01-15
58236178,Eugenie Lumbers,2018-08-23
22868263,Mandyam Veerambudi Srinivasan,2009-05-20
42991555,Rhonda Sharp,2014-06-07
14779244,Peter McPhee academic,2007-12-19
39017253,David Russell barrister,2013-04-05
1886621,Stirling Mortlock,2005-05-14
11447647,Maggie Beer,2007-05-27
462001,Ricky Ponting,2004-02-09
44284700,David James Skellern,2014-11-03
57406174,Rosemary Balmford,2018-05-13
60288528,Alan Bartholomai,2019-03-21
55930246,Robyn Layton,2017-11-30
17685749,Virginia Bell,2008-05-30
3450759,Diana Bryant,2005-12-17
28773433,Kerry Hill,2010-09-10
37157245,Richard Menhinick,2012-09-29
49086130,Thomas Payne Australian politician,2016-01-13
21232140,Helen ShamHo,2009-01-24
2779278,Gus Mercurio,2005-09-27
13922182,Peter Morris politician,2007-10-26
39807783,Oscar Whitbread,2013-06-29
12276511,Peter Somerville,2007-07-16
2771935,Alexander Stuart Australian politician,2005-09-26
18914558,Sabina Wolanski,2008-08-18
2566470,Torah Bright,2005-08-29
5007758,Jeff Hook,2006-05-04
4864744,Neil Hamilton Fairley,2006-04-23
3557865,Steve Glasson,2005-12-29
54821149,Barbara York Main,2017-08-09
33322879,William Pickering Australian politician,2011-10-06
6951122,Elisabeth Cummings,2006-09-11
1069097,Michael Keenan politician,2004-10-15
3320219,Roger Smalley,2005-12-04
11586722,Charlie Teo,2007-06-04
51893553,Gerard Vaughan art historian,2016-10-07
22233073,Noel Whittaker,2009-04-01
5204825,Elizabeth Cosson,2006-05-19
19728670,Auriel Andrew,2008-10-11
61693125,Jill Slay,2019-09-04
30635844,Elke Neidhardt,2011-01-26
6609205,Penelope Diane Olsen,2006-08-22
28139149,John Parkes,2010-07-24
389497,Peter Costello,2003-12-05
18310386,Penelope Wensley,2008-07-06
30674692,Peter Coaldrake,2011-01-29
33258392,Anne Levy,2011-09-30
39859058,Tony McMichael,2013-07-04
12996482,Margaret Thorsborne,2007-08-29
3976474,Graham Gunn,2006-02-06
7580962,Mark Loane,2006-10-23
2835901,Bille Brown,2005-10-05
47755390,Jim Collins Australian footballer,2015-09-08
6865401,Richard Tognetti,2006-09-06
559132,Bruce Baird,2004-03-28
989870,Elizabeth Blackburn,2004-09-16
18641710,Robert French,2008-07-30
16442028,David Hurley,2008-03-20
1398314,Ray Groom,2005-01-15
41603467,Jeff Harmer,2014-01-10
61581924,Wendy Hoy,2019-08-22
10721459,Byron Barnard Lamont,2007-04-17
2413285,Peter Goldsworthy,2005-08-09
18564872,George Cash,2008-07-24
46263389,Max Coltheart,2015-03-30
26230372,Annette Dobson,2010-02-17
2699642,Patricia Giles,2005-09-18
34345694,Edward William Davies,2012-01-11
25285156,Kelvin Kerkow,2009-12-03
15636952,Bruce Thom,2008-02-07
23000918,Fred Watson,2009-05-29
1119894,Reg Watson,2004-10-31
63521115,Djambawa Marawili,2020-03-30
41239190,Robyn Walker,2013-12-01
14697520,Andrew Nikolic,2007-12-14
42225315,Mark Skidmore,2014-03-17
21803136,Betty R Moore,2009-03-04
59661340,Talal Yassine,2019-01-14
41472450,Greg Crafter,2013-12-27
39635270,Richard Divall,2013-05-30
30192287,Wayne Bartholomew,2010-12-26
17289450,Richard Wilson general,2008-05-06
8783265,Ronald Sackville,2007-01-06
3053768,David Morgan businessman,2005-11-01
43555586,Pauline Ladiges,2014-08-14
8101364,Ray Borner,2006-11-24
18856545,Angie Bainbridge,2008-08-14
961884,George Campbell Australian politician,2004-09-06
63910514,Louise Burke,2020-05-10
36643389,Julianne Schultz,2012-08-06
9659677,John Price New South Wales politician,2007-02-23
37124215,Margaret Staib,2012-09-26
49222401,Robert Stanley Pontifex,2016-01-25
33029374,Brett Stibners,2011-09-09
4430600,Emma Snowsill,2006-03-18
16844751,Emily Seebohm,2007-03-31
19533759,Wendy Whiteley,2008-09-30
4247499,Tarnee White,2006-03-02
18709588,Nathan Wilmot,2008-08-04
1851509,Mark Schwarzer,2005-05-07
16925632,Felicity Galvez,2008-04-14
18723433,Duncan Free,2008-08-05
18856567,Lara Davenport,2008-08-14
18889857,David Crawshay,2008-08-16
60582188,Jean Elsie Ferguson,2019-04-25
5504373,Matthew Dunn,2006-06-10
23281529,Adrian Leo Doyle,2009-06-19
61320285,Bill Casimaty,2019-07-20
47583132,Deb Cox,2015-08-21
15499291,John Halbert,2008-01-30
21660544,Tony McGrady,2009-02-22
1748709,Tim Horan,2005-04-16
488172,Marcia Hines,2004-02-25
58175085,Marilyn Darling,2018-08-17
322538,Kim Beazley,2003-09-20
16307240,Kylie Palmer,2008-03-15
18723773,Melanie Schlanger,2008-08-05
18723793,Shayne Reese,2008-08-05
33306641,Katrina Porter,2011-10-04
22227783,Rebel PenfoldRussell,2009-03-31
33300667,Rick Pendleton,2011-10-04
4426495,Stephanie Rice,2006-03-17
17224352,Linda Mackenzie,2008-05-02
61357890,Lesley Campbell,2019-07-25
54269801,John Bennison,2017-06-10
41691569,Mark Sullivan public servant,2014-01-20
15833166,Mike Hindmarsh,2008-02-18
22153705,Louise Adler,2009-03-26
23699093,Mike Archer paleontologist,2009-07-22
423488,Glenn McGrath,2004-01-07
11419613,Tony Vinson,2007-05-25
31057164,John Harvey RAAF officer,2011-03-02
61672098,Les Abbott rugby league,2019-09-03
38360972,Paul Grundy engineer,2013-01-29
14609777,John Carrick Australian politician,2007-12-08
2712181,Susan Crennan,2005-09-20
2212294,Lindsay Fox,2005-07-11
16564,Jack Brabham,2002-01-15
875160,Dean Brown,2004-08-03
11892999,David Moore photographer,2007-06-22
20776848,Bob Shirlaw,2008-12-20
43968822,Suzanne Rutland,2014-09-28
23078305,Alexander Floyd,2009-06-03
47412599,Tibor Gonczol,2015-08-02
49505811,Elizabeth Little tennis,2016-02-21
33259065,Eric Kent,2011-09-30
4877736,William Holmes Australian general,2006-04-24
52633943,David Kemp Australian scientist,2016-12-19
46665870,Kenrick Tucker,2015-05-10
17569879,Alasdair Webster,2008-05-23
8726998,Marcel Weyland,2007-01-02
2912485,Alisa Camplin,2005-10-15
36096731,William Foster Australian politician,2012-06-10
63387625,David Dridan,2020-03-16
19625232,Ian R Johnston,2008-10-05
26408181,Ian Knop,2010-03-03
2171316,Robert Ingpen,2005-07-05
29417210,Fred Finch,2010-10-31
53751545,Denise Green,2017-04-11
43558012,Michelle Haber,2014-08-14
63115327,Len Eacott,2020-02-15
38974191,Paul Pholeros,2013-03-31
14464207,Neil Robson politician,2007-11-28
35796518,Les Perry,2012-05-12
3342463,Zali Steggall,2005-12-06
45522223,John Reddish soldier,2015-02-27
36022634,Joy Hruby,2012-06-03
19599997,Harry Hunter,2008-10-04
13617302,John McCarthy Australian rules footballer born 1967,2007-10-07
20616715,Dennis Green canoeist,2008-12-09
44138461,Kevin Hamilton politician,2014-10-17
27896879,Stan Marks,2010-06-30
13882095,Ken Henry public servant,2007-10-23
397110,Barry Marshall,2003-12-11
9468403,Bridget Ogilvie,2007-02-12
14942128,Peter Shergold,2007-12-30
1012234,Robin Warren,2004-09-23
875140,John Bannon,2004-08-03
3413362,Peter Cundall,2005-12-14
244345,Margaret Court,2003-06-12
4771518,Margaret Court Arena,2006-04-16
49258252,Maurice de Rohan,2016-01-29
9085901,David Murray Australian businessman,2007-01-24
875168,John Olsen,2004-08-03
1512683,Bob Simpson cricketer,2005-02-16
59119873,Doreen Akkerman,2018-11-21
3469781,Gavin Brown academic,2005-12-19
559446,Janice Crosio,2004-03-28
50500682,Mike Barnett politician,2016-05-10
51193031,Val Jeffery,2016-07-29
14508426,Trevor Johnson footballer,2007-12-01
81234,John Kerr governorgeneral,2002-09-06
63289630,Bev Harrell,2020-03-05
26876543,Jill Hellyer,2010-04-08
17282153,Anne Davies Australian journalist,2008-05-05
6151045,Mike Williamson broadcaster,2006-07-28
12951985,Arthur Marshall Australian politician,2007-08-26
36244715,Peter Montgomery water polo,2012-06-25
4091755,Doris Pilkington Garimara,2006-02-16
2201690,Mervyn Rose,2005-07-09
3905409,Amin Saikal,2006-01-31
12735074,George Hampel judge,2007-08-12
4246412,Neville Jeffress,2006-03-02
8171151,Ian Lacey,2006-11-28
4215365,Michael Wenden,2006-02-27
25277858,Lyn Swinburne,2009-12-02
49120066,Peter Toogood,2016-01-16
3950112,Lisa Gasteen,2006-02-03
10905676,Robert Jacks,2007-04-26
2033144,Frank Cameron Jackson,2005-06-12
595666,Con Sciacca,2004-04-14
38699497,James Strong Australian businessman,2013-03-03
21504,Nicole Kidman,2001-09-11
19186901,Harry Messel,2008-09-05
698205,Kerry Stokes,2004-06-02
1998989,Ken Michael,2005-06-06
2722377,Alan Hopgood,2005-09-21
17314337,Harry Edwards politician,2008-05-07
10176995,Warwick Parer,2007-03-21
25395589,Joan Sheldon,2009-12-11
55898721,Margaret Nyland,2017-11-27
44006938,Antony Kidman,2014-10-02
5901300,Henry Simpson Newland,2006-07-10
41836940,Ken Matthews public servant,2014-02-04
2201724,Fred Stolle,2005-07-09
57999494,Jean Calder,2018-07-26
13397006,Enid Campbell,2007-09-23
401146,Tim Fischer,2003-12-14
63591,Jeff Kennett,2002-07-23
33538067,Michael Alpers,2011-10-26
34792428,Bryan Beaumont,2012-02-18
6869432,Derek Denton,2006-09-06
48245045,Keith White footballer,2015-10-16
62446350,Keith Whitehead,2019-11-27
901543,Petria Thomas,2004-08-15
33300811,Chantel Wolfenden,2011-10-04
22893881,Stephen Wooldridge,2009-05-21
5571566,Wendy Richardson,2006-06-15
9034876,George Petersen,2007-01-21
921917,Giaan Rooney,2004-08-23
3604270,Sarah Ryan,2006-01-03
2517262,Jessicah Schipper,2005-08-23
15340887,Peter Dawson cyclist,2008-01-21
4470315,Matt Cowdrey,2006-03-21
58112589,Robert Duncan rower,2018-08-10
19122823,Salvatore Coco,2008-08-31
4432046,Ben Austin,2006-03-18
151606,Mark Waugh,2002-11-25
20574225,Roy Cameron,2008-12-06
1875312,Graeme Brown,2005-05-12
33257469,Clive Bubb,2011-09-30
33299301,Janelle Lindsay,2011-10-04
1870231,Brett Lancaster,2005-05-11
901542,Libby Trickett,2004-08-15
29495430,John Leo McNamara,2010-11-06
901540,Alice Tait,2004-08-15
1085975,Brooke Hanson,2004-10-20
49366743,Hugh Gilchrist,2016-02-08
937355,Leisel Jones,2004-08-28
33299116,Lindy Hou,2011-10-04
31579525,Maurice Hurst architect,2011-04-24
63882845,Gwen Harden,2020-05-07
14684637,Harry Michaels,2007-12-13
4167427,Shane Kelly,2006-02-23
29600949,Bob McCarron,2010-11-15
33298109,Judith Green swimmer,2011-10-04
459533,John Moore Australian politician,2004-02-07
40604736,Ann Caroline Sherry,2013-09-23
64221439,Betty Taylor community advocate,2020-06-09
1236092,Ian Temby,2004-12-03
58127707,Robert Williamson physician,2018-08-12
1898436,Jimmy Little,2005-05-17
20720107,Gordon Briscoe,2008-12-16
25674140,Rodney Cavalier,2010-01-04
2170203,Jan Chapman,2005-07-04
8713355,Bob Collins politician,2007-01-02
10028448,Beatrice Faust,2007-03-13
47326751,Victor Warren Fazio,2015-07-24
1975442,Michelle Grattan,2005-06-02
2166106,Ros Kelly,2005-07-04
48794391,Nina Bassat,2015-12-11
660358,Ian Macfarlane economist,2004-05-17
4937768,John Hay academic,2006-04-29
2912259,Graeme Clark doctor,2005-10-15
2293101,Roger Climpson,2005-07-23
26562443,Christopher Green author,2010-03-15
18726540,Edward Duyker,2008-08-05
59578469,Philip Dulhunty,2019-01-05
3243835,James Jupp,2005-11-26
15293973,Tony Messner,2008-01-18
17138540,Julie Hammer,2008-04-27
17095884,John Quaife,2008-04-24
3550416,Simone Young,2005-12-28
35009342,Alfred van der Poorten,2012-03-08
2926275,Frank Walsh,2005-10-17
41037756,Frank Walshe,2013-11-10
17158509,Nigel Coates admiral,2008-04-28
43557764,Pamela Russell,2014-08-14
40396058,Jan Senbergs,2013-08-30
1200496,Kathy Sullivan Australian politician,2004-11-23
17999581,Jack Bennett footballer born 1920,2008-06-18
1075923,Andrew Evans pastor,2004-10-17
78710,Jack Lang Australian politician,2002-08-31
2255882,Betty Wilson,2005-07-18
64350037,Christopher James Baker,2020-06-22
14518901,Eileen Kampakuta Brown,2007-12-02
59927887,Michael Burrows artist,2019-02-12
23726890,Lana Cantrell,2009-07-24
41441079,John Schaeffer art collector,2013-12-23
49674623,Evelyn Scott activist,2016-03-08
87018,Mark Taylor cricketer,2002-09-17
3862483,Mick Dodson,2006-01-27
18172659,Franz Kempf,2008-06-28
33230418,James Lawson Australian doctor,2011-09-27
33256269,Wellington Lee,2011-09-30
48760893,Bob Merriman,2015-12-08
45464090,Frank Murphy public servant,2015-02-21
61110282,Max Kay,2019-06-23
48493127,Charles Francis politician,2015-11-08
7669420,Padraic McGuinness,2006-10-28
63489786,Jeffrey Heath Australian disability advocate,2020-03-27
16288468,Chris Heyde,2008-03-14
2244590,Charles Angas Hurst,2005-07-16
2041515,Garry McDonald,2005-06-14
12396858,Bob Day,2007-07-23
14479389,Gary Gray politician,2007-11-29
10384436,Keith Mason judge,2007-03-31
45384437,George Roberts aircraft engineer,2015-02-12
25497976,Joe Schipp,2009-12-20
20642273,Rosemary Owens,2008-10-30
7006104,Michael Blakemore,2006-09-15
45362873,George Paxinos,2015-02-10
49971730,Rosemary Edna Sinclair,2016-03-28
52920927,Ross Dunning,2017-01-19
1398285,John Fahey politician,2005-01-15
1892827,Gordon Moyes,2005-05-16
9869786,Maurice Newman,2007-03-05
29497458,Carlo Salteri,2010-11-06
57267133,Joe Baker marine scientist,2018-04-29
2855588,Ron Tauranac,2005-10-07
6093021,David Warren inventor,2006-07-24
1586411,David Campese,2005-03-09
47495688,Ron Christie rail administrator,2015-08-11
283234,Andrew Gaze,2003-07-29
59083740,Keith Heritage,2018-11-17
5742507,Rex Henry Morgan,2006-06-28
48744897,Ian Maddocks,2015-12-06
44354411,Julie Warn,2014-11-10
8641089,Percy White,2006-12-28
46673346,Kevin Smith footballer born 1942,2015-05-11
40788473,Henry Nissen,2013-10-14
6255722,Henri Szeps,2006-08-04
399761,John Hewson,2003-12-13
5491058,Jeffrey Lucy,2006-06-09
19416758,Peter Derham,2008-09-21
18588932,Brendan Hansen politician,2008-07-26
57217792,Jean BrodieHall,2018-04-24
38563020,Elery HamiltonSmith,2013-02-18
27237982,Myer Rosenblum,2010-05-05
6572241,Clive Minton,2006-08-20
5070389,Bill Kirby,2006-05-09
19265234,Heath Francis,2008-09-10
33236912,Greg Smith Paralympian,2011-09-28
33276617,Tania Modra,2011-10-02
18272157,Siobhan Paton,2008-07-03
33276796,Noel Robins,2011-10-02
63088971,Noel Robinson writer,2020-02-12
33235349,Adrian Grogan,2011-09-28
3261615,Danielle Woodhouse,2005-11-28
914909,Natalie Cook,2004-08-20
2466677,Kerri Pottharst,2005-08-16
33276912,Paul Barnett swimmer,2011-10-02
33276576,Mark le Flohic,2011-10-02
33122565,Rebecca Feldman,2011-09-18
33237147,Matthew Gray cyclist,2011-09-28
33276342,Daniel Polson,2011-10-02
33237195,Darren Harry,2011-09-28
22661863,Brett Aitken,2009-05-03
21537157,Lisa McIntosh,2009-02-14
1053605,Michael Klim,2004-10-10
3001017,Daniel Kowalski,2005-10-26
1213243,Todd Pearson,2004-11-26
13938842,Charles Batt,2007-10-27
58496197,Donald Frederick Blaxell,2018-09-16
30879577,Ian George,2011-02-15
33298058,Patrick Donachie,2011-10-04
5504618,Chris Fydler,2006-06-10
918064,Grant Hackett,2004-08-21
5535560,Adam Pine,2006-06-12
66002,Cathy Freeman,2002-07-30
4235688,Ashley Callus,2006-03-01
1848923,John Downer,2005-05-06
62152257,John Laurence Lambert,2019-10-24
11111718,Athol Moffitt,2007-05-08
56412449,Robert Evelyn Porter,2018-01-26
60673621,Natalie Miller,2019-05-06
5404727,Ian Johnston doctor,2006-06-03
42252822,Heini Becker,2014-03-20
51678907,Peter Jones Australian politician,2016-09-20
33258707,Chris Sumner,2011-09-30
64261561,John Horvath,2020-06-13
9081638,Max MooreWilton,2007-01-24
11478371,Clem Christesen,2007-05-29
20130988,Bruce Goodluck,2008-11-09
10748409,Ben Humphreys,2007-04-18
1413720,Allan Langer,2005-01-20
64532817,Joan Brassil,2020-07-12
58141944,Berry Durston,2018-08-14
6531402,John Kundereri Moriarty,2006-08-18
4438594,Ray Parkin,2006-03-19
7869523,Les Scheinflug,2006-11-10
1278523,Peter Moore travel author,2004-12-14
15766979,Donnie Sutherland,2008-02-15
5504306,Phil Rogers,2006-06-10
17944518,John Harrower,2008-06-14
11464075,Frank Farina,2005-06-29
11844686,Danielle McGrath,2007-06-19
17569214,Michael Maher Australian politician,2008-05-23
2702583,Tom Lewis Australian politician,2005-09-18
438488,Jack Mundey,2004-01-22
31583867,David Hunt judge,2011-04-24
2389015,Bruce Gyngell,2005-08-06
10364292,Bill Crews minister,2007-03-30
56960077,Maria SkyllasKazacos,2018-03-27
43513286,Edmund Collins,2014-08-09
10253412,Ronald Harvey administrator,2007-03-25
42477798,Malcolm McIntosh,2014-04-13
33560980,Bruce William Stillman,2011-10-28
49972632,Diana Temple,2016-03-28
6730798,Jiro Kikkawa,2006-08-28
1693061,John Eales,2005-04-04
10029360,Trevor Flugge,2007-03-13
11794283,John McCarthy Australian diplomat,2004-08-02
47175558,Sol Bellear,2015-07-07
57277850,David Tudehope,2018-04-30
10554156,Suzanne Cory,2007-04-09
28190346,Suzanne Cory High School,2010-07-29
7676723,Paul Rigby,2006-10-29
38294190,Christopher Roper legal educator,2013-01-22
47730080,John Moule politician,2015-09-05
57599526,John Lord admiral,2018-06-05
18855899,Jack Butcher,2008-08-14
49126230,William Dunn South Australian politician,2016-01-17
6841019,Ben Cropp,2006-09-04
26334358,Kim Westwood,2010-02-25
36434194,William James Browne,2012-07-15
42543240,Kaarene Fitzgerald,2014-04-21
20082715,John Hatton politician,2008-11-05
24706892,Leo Williams rugby union,2009-10-15
13323356,Sir Rupert Clarke 3rd Baronet,2007-09-18
19465203,Frank Ford theatre personality,2008-09-25
34816108,John Millett poet,2012-02-20
61312902,Philip Bacon,2019-07-19
48388629,Harold Burnell Carter,2015-10-27
48609625,Joan Maie Freeman,2015-11-21
4962949,Richard Mills composer,2006-05-01
523629,Robert May Baron May of Oxford,2004-03-13
5904162,Michael Noonan Australian writer,2006-07-10
26972460,Geoffrey Edwin Summerhayes,2010-04-16
2583449,Stuart Wagstaff,2005-08-31
2686857,Nora Heysen,2005-09-16
13014912,Martin WesleySmith,2007-08-30
5743845,Fred Hilmer,2006-06-28
321623,Slim Dusty,2003-09-19
37747829,James Wright doctor,2012-11-26
2859841,Bruce Cowan,2005-10-08
5859170,Jennifer Cashmore,2006-07-06
52140398,John Ravenhall,2016-10-30
51419352,MiriamRose UngunmerrBaumann,2016-08-25
22512879,John Prior musician,2009-04-21
44647869,William Wright Australian bishop,2014-12-09
8885863,Stanislawa Dabrowski,2007-01-12
37030220,Paul Couvret,2012-09-16
40100020,Ken Lowrie,2013-07-29
43180497,Max Leroy Davis,2014-06-30
60380362,Rolf Prince,2019-03-31
43211093,Norman Rothfield,2014-07-04
17336355,Michael Black judge,2008-05-09
55226828,Peter Hamilton Bailey,2017-09-13
17685740,Murray Tobias,2008-05-30
28017301,Alf Howard,2010-07-12
19638866,John Harber Phillips,2008-10-06
2304214,Kenneth Wiltshire,2005-07-25
8307691,Bob Francis radio presenter,2006-12-07
37225314,H Rodney Withers,2012-10-05
53648807,Mick Palmer police commissioner,2017-03-31
30681068,Timothy McLaren,2011-01-29
3413576,John R Philip,2005-12-14
12129756,Danni Roche,2007-07-07
15678257,Russell Mark,2008-02-10
33031470,Richard Oliver Paralympian,2011-09-09
15618532,Megan Marcks,2008-02-06
11624831,Kate Slatter,2007-06-06
906944,Drew Ginn,2004-08-17
7421199,Alyson Annan,2006-10-13
33236486,Tim Matthews athlete,2011-09-28
33246851,David Evans athlete,2011-09-29
1918850,Mark Woodforde,2005-05-21
9356976,Melissa Carlton,2007-02-07
60773953,Peter Parrott,2019-05-15
12744393,Ron Hovey,2007-08-13
19265214,Christopher Scott cyclist,2008-09-10
33031386,Troy Andrews basketball,2011-09-09
2968324,Michael Diamond sport shooter,2005-10-22
18903397,Kingsley Bugarin,2008-08-17
33247089,Kerry Golding,2011-09-29
33031376,Orfeo Cecconato,2011-09-09
1862185,Ian Craig,2005-05-09
33031364,Timothy Maloney,2011-09-09
33029351,Troy Sachs,2011-09-09
12129824,Michelle Andrews,2007-07-07
36773499,Julie Nykiel,2012-08-20
40554526,Barbara Worley,2013-09-17
49040180,Eric Richardson Australian footballer,2016-01-08
5993900,David Theile,2006-07-17
39332825,Roger Goldsworthy politician,2013-05-08
7931625,Fred Chaney,2006-11-14
15033996,Kerry Sibraa,2008-01-04
15443304,Charlotte Anderson,2008-01-27
36165993,Bob Bottom,2012-06-17
1157592,Peter C Doherty,2004-11-11
2744235,Bill Ludwig,2005-09-24
1267117,William Gummow,2004-12-11
40590078,Udo Sellbach,2013-09-21
14506216,Milan Hudecek,2007-12-01
12034440,Jack Hyett,2007-07-01
40099016,Harry C Giese,2013-07-29
40173441,George Deas Brown,2013-08-07
58466787,Albert Ullin,2018-09-12
31440934,Liz Mullinar,2011-04-08
60839457,Frankie Davidson,2019-05-23
21066336,Paul Fitzgerald painter,2009-01-13
23923355,Richard Letts,2009-08-09
43235895,Evan Walker politician,2014-07-07
4467911,Moya Henderson,2006-03-21
63313997,Madonna Staunton,2020-03-08
34449550,Ken Scarlett,2012-01-21
54089890,Joyce Stevens,2017-05-20
7887640,Dale Spender,2006-11-11
21457189,Roger Powell general,2009-02-09
14370714,Joan Paton,2007-11-23
13061341,Mal Logan,2007-09-02
1800165,Anne Boyd,2005-04-26
610851,Tim Burstall,2004-04-21
8824362,Bruce Eastick,2007-01-08
41996189,Michael Keating public servant,2014-02-20
1479837,Ian Rogers chess player,2005-02-08
5163450,Paul Wade,2006-05-16
41177092,Harry Thompson Australian footballer,2013-11-24
33310139,Michael Norton skier,2011-10-05
42270560,Don Hopgood,2014-03-21
5188713,Catherine Hamlin,2006-05-18
1437921,Carl Wood,2005-01-27
63341172,Stewart Cockburn,2020-03-10
4084083,Yoram Gross,2006-02-15
15617908,Joe Riordan,2008-02-06
583511,Frank Mossfield,2004-04-08
42272926,Robert Richardson RAAF officer,2014-03-22
1144231,Ian Kiernan,2004-11-08
5125275,Jim Brown New South Wales politician,2006-05-13
44416092,Mollie Gillen,2014-11-16
41186007,Jack Roberts footballer born 1867,2013-11-25
14083612,Irene Moss,2007-11-05
50975921,Concetta Benn,2016-07-02
3663575,Christopher Koch,2006-01-09
26902239,John Curro,2010-04-10
33416453,Elizabeth Cameron Dalman,2011-10-15
17111515,Raymond Boultwood Ewers,2008-04-25
42097898,Max Germaine,2014-03-03
4578995,Lex Marinos,2006-03-31
43763952,Mervyn Ashmore Smith,2014-09-07
63786196,Marian Sawer,2020-04-27
2440849,Eva Burrows,2005-08-12
36105701,Douglas Vincent Australian Army officer,2012-06-11
1647071,Kamahl,2005-03-25
77324,John Brown servant,2002-08-29
51322132,Tom Cole stockman,2016-08-14
362052,John Sanderson,2003-11-10
237006,Guy Green judge,2003-05-30
38478065,Elliott Johnston,2013-02-10
44010672,Doone Kennedy,2014-10-03
1220268,Thomas Reeves VC,2004-11-28
57279130,Susan Pond,2018-04-30
2807433,Harry Holgate,2005-10-01
18674590,Bill Grayden,2008-08-01
29783195,Kevin Cullen doctor,2010-11-28
44314476,Lorraine Dennerstein,2014-11-06
4873247,Norm Foster politician,2006-04-24
55382949,Warwick Forbes,2017-09-29
