id,label,url,description,matchText,PossibleAlias,wikiDataMatch,wikiAusMatch
Q25849249,Justin Yerbury,//www.wikidata.org/wiki/Q25849249,Australian molecular biologist,Justin John Yerbury,Justin John Yerbury,Y,Y
Q6152857,Jane Turner,//www.wikidata.org/wiki/Q6152857,Australian comedian,Jane Turner,NA,Y,Y
Q85895279,Jane Freemantle,//www.wikidata.org/wiki/Q85895279,Australian health researcher,Cecily Jane Freemantle,Cecily Jane Freemantle,Y,Y
Q4709738,Albert Bensimon,//www.wikidata.org/wiki/Q4709738,Australian businessperson,Albert Bensimon,NA,Y,Y
Q23527,Tim Minchin,//www.wikidata.org/wiki/Q23527,"Australian comedian, actor,  singer, songwriter, music composer and musician",Timothy David Minchin,Timothy David Minchin,Y,Y
Q315547,Keith Urban,//www.wikidata.org/wiki/Q315547,New Zealand-born Australian country music singer,Keith Lionel Urban,Keith Lionel Urban,Y,Y
Q16864495,Clare Wright,//www.wikidata.org/wiki/Q16864495,Australian historian and author,Clare Alice Wright,Clare Alice Wright,Y,Y
Q5372121,Emily Cox,//www.wikidata.org/wiki/Q5372121,Australian conductor,Catherine (Emily) Cox,Catherine (Emily) Cox,Y,Y
Q16187378,John Zerunge Young,//www.wikidata.org/wiki/Q16187378,Australian artist,John Zerunge Young,NA,Y,Y
Q42204,Hugo Weaving,//www.wikidata.org/wiki/Q42204,English-Australian actor,Hugo Wallace Weaving,Hugo Wallace Weaving,Y,Y
Q21104177,Harriet Edquist,//www.wikidata.org/wiki/Q21104177,Australian architect,Harriet Edquist,NA,Y,Y
Q22007082,Kate Mulvany,//www.wikidata.org/wiki/Q22007082,Australian actress,Kate Mulvany,NA,Y,Y
Q5301717,Douglas Lawrence,//www.wikidata.org/wiki/Q5301717,Australian musician,Douglas Lawrence,NA,Y,Y
Q57525749,Alison Ritter,//www.wikidata.org/wiki/Q57525749,Australian educator and drug and alcohol researcher,Alison Joan Ritter,Alison Joan Ritter,Y,Y
Q83833358,Jane Hansen,//www.wikidata.org/wiki/Q83833358,Academic administrator and philanthropist,Jane Caroline Hansen,Jane Caroline Hansen,Y,Y
Q5544315,George Savvides,//www.wikidata.org/wiki/Q5544315,Australian businessman,George Savvides,NA,Y,Y
Q7407796,Sam Lipski,//www.wikidata.org/wiki/Q7407796,Australian journalist,Samuel Lipski,Samuel Lipski,Y,Y
Q7173352,Peter Combe,//www.wikidata.org/wiki/Q7173352,Australian singer,Peter Combe,NA,Y,Y
Q83687466,Sharman Pretty,//www.wikidata.org/wiki/Q83687466,Australian music educator and arts administrator,Sharman Ellen Pretty,Sharman Ellen Pretty,Y,Y
Q6551587,Linda George,//www.wikidata.org/wiki/Q6551587,Australian singer,Linda George,NA,Y,Y
Q86944312,Mary Featherston,//www.wikidata.org/wiki/Q86944312,Australian interior designer,Mary Featherston,NA,Y,Y
Q6134766,James Gorman,//www.wikidata.org/wiki/Q6134766,Recipient of the Victoria Cross,James Gorman,NA,Y,Y
Q83678895,Ilana Atlas,//www.wikidata.org/wiki/Q83678895,Australian business executive and lawyer,Ilana Rachel Atlas,Ilana Rachel Atlas,Y,Y
Q6779260,Mary Crawford,//www.wikidata.org/wiki/Q6779260,Australian politician,Mary Catherine Crawford,Mary Catherine Crawford,Y,Y
Q5353175,Elaine Carbines,//www.wikidata.org/wiki/Q5353175,Australian politician,Elaine Cafferty Carbines,Elaine Cafferty Carbines,Y,Y
Q3277170,Raymond Specht,//www.wikidata.org/wiki/Q3277170,Australian botanist,Raymond Louis Specht,Raymond Louis Specht,Y,Y
Q83834009,Linley Martin,//www.wikidata.org/wiki/Q83834009,Australian educator and academic administrator,Linley Margaret Martin,Linley Margaret Martin,Y,Y
Q22915122,Rachel Webster,//www.wikidata.org/wiki/Q22915122,Australian astrophysicist,Rachel Lindsey Webster,Rachel Lindsey Webster,Y,Y
Q7324383,Richard Broome,//www.wikidata.org/wiki/Q7324383,Australian historian,Richard Laurence Broome,Richard Laurence Broome,Y,Y
Q83804735,Raelene Frances,//www.wikidata.org/wiki/Q83804735,"Australian historian, academic and author",Raelene Frances,NA,Y,Y
Q51914744,Anthony J. Guttmann,//www.wikidata.org/wiki/Q51914744,researcher,Anthony John Guttmann,Anthony John Guttmann,Y,Y
Q6229302,John Dewar,//www.wikidata.org/wiki/Q6229302,Australian legal scholar,John Kinley Dewar,John Kinley Dewar,Y,Y
Q21509507,Joan Cribb,//www.wikidata.org/wiki/Q21509507,Australian botanist,Joan Winifred Cribb,Joan Winifred Cribb,Y,Y
Q7298627,Raymond Brownell,//www.wikidata.org/wiki/Q7298627,"Senior Royal Australian Air Force officer, First World War flying ace",Raymond Brownell,NA,Y,Y
Q5885622,Gregory John Keighery,//www.wikidata.org/wiki/Q5885622,Australian botanist and entomologist,Gregory John Keighery,NA,Y,Y
Q58007963,Carly Findlay,//www.wikidata.org/wiki/Q58007963,"Australian writer, speaker and activist",Carly Findlay,NA,Y,Y
Q6828756,Michael Bowden,//www.wikidata.org/wiki/Q6828756,Australian rules footballer,Michael John Bowden,Michael John Bowden,Y,Y
Q15499846,Larissa Behrendt,//www.wikidata.org/wiki/Q15499846,Indigenous Australian academic and writer,Larissa Behrendt,NA,Y,Y
Q52488323,Cindy Shannon,//www.wikidata.org/wiki/Q52488323,Australian academic,Cindy Shannon,NA,Y,Y
Q83836035,Anne Trimmer,//www.wikidata.org/wiki/Q83836035,"Australian business executive, academic administrator and lawyer",Anne Lorraine Trimmer,Anne Lorraine Trimmer,Y,Y
Q7174036,Peter Ford,//www.wikidata.org/wiki/Q7174036,Australian computer programmer,Peter Ford,NA,Y,Y
Q19974828,John Lindsay,//www.wikidata.org/wiki/Q19974828,Australian politician (1821-1898),John Lindsay,NA,Y,Y
Q6524021,Leo Maguire,//www.wikidata.org/wiki/Q6524021,Australian rules footballer,Leo Maguire,NA,Y,Y
Q39052654,Elena Ilina,//www.wikidata.org/wiki/Q39052654,researcher,Yelena Ilyina,Yelena Ilyina,Y,Y
Q88659301,Kate Hilda Moore,//www.wikidata.org/wiki/Q88659301,Australian urogynaecologist and researcher,Kate Hilda Moore,NA,Y,Y
Q1160591,Daniel Hurley,//www.wikidata.org/wiki/Q1160591,Australian priest,Daniel Eugene Hurley,Daniel Eugene Hurley,Y,Y
Q17517048,Elizabeth S. Dennis,//www.wikidata.org/wiki/Q17517048,Australian plant scientist,Elizabeth Salisbury Dennis,Elizabeth Salisbury Dennis,Y,Y
Q17626568,Kitty Chiller,//www.wikidata.org/wiki/Q17626568,Australian modern pentathlete,Kitty Chiller,NA,Y,Y
Q5237073,David Malin,//www.wikidata.org/wiki/Q5237073,British-Australian astronomical photographer,David Frederick Malin,David Frederick Malin,Y,Y
Q29033549,Mary Garson,//www.wikidata.org/wiki/Q29033549,British-Australian chemist and academic,Mary Jean Garson,Mary Jean Garson,Y,Y
Q4758280,Andrew Pitman,//www.wikidata.org/wiki/Q4758280,climatologist,Andrew John Pitman,Andrew John Pitman,Y,Y
Q6759926,Margaret Stone,//www.wikidata.org/wiki/Q6759926,Australian judge,Margaret Ackary Stone,Margaret Ackary Stone,Y,Y
Q4864320,Barry House,//www.wikidata.org/wiki/Q4864320,Australian politician,Barry John House,Barry John House,Y,Y
Q7597624,Stan Evans,//www.wikidata.org/wiki/Q7597624,Australian politician,Stanley George Evans,Stanley George Evans,Y,Y
Q591604,Warren Truss,//www.wikidata.org/wiki/Q591604,"Australian politician, 16th Deputy Prime Minister of Australia",Warren Errol Truss,Warren Errol Truss,Y,Y
Q16259481,Geoffrey Nettle,//www.wikidata.org/wiki/Q16259481,Australian judge,Geoffrey Arthur Nettle,Geoffrey Arthur Nettle,Y,Y
Q19873848,Michelle Gordon,//www.wikidata.org/wiki/Q19873848,Australian judge,Michelle Marjorie Gordon,Michelle Marjorie Gordon,Y,Y
Q7685035,Tara Brabazon,//www.wikidata.org/wiki/Q7685035,Australian academic,Tara Brabazon,NA,Y,Y
Q1428440,Michael Clarke,//www.wikidata.org/wiki/Q1428440,Australian Cricketer,Michael John Clarke,Michael John Clarke,Y,Y
Q61050992,Adele Ferguson,//www.wikidata.org/wiki/Q61050992,Australian journalist,Adele Ferguson,NA,Y,Y
Q4707091,Alan Kohler,//www.wikidata.org/wiki/Q4707091,Australian journalist and editor,Alan Kohler,NA,Y,Y
Q21062251,Kathryn North,//www.wikidata.org/wiki/Q21062251,"Australian paediatric physician, neurologist, and clinical geneticist",Kathryn Nance North,Kathryn Nance North,Y,Y
Q43110705,John J. McNeil,//www.wikidata.org/wiki/Q43110705,researcher,John James McNeil,John James McNeil,Y,Y
Q37618308,Sharon R. Lewin,//www.wikidata.org/wiki/Q37618308,Australian infectious disease physician and researcher,Sharon Ruth Lewin,Sharon Ruth Lewin,Y,Y
Q37371139,Jane Fisher,//www.wikidata.org/wiki/Q37371139,Australian psychologist,Jane Rosamond Fisher,Jane Rosamond Fisher,Y,Y
Q73443067,Janie Mason,//www.wikidata.org/wiki/Q73443067,"Australian nurse, nurse educator, trade unionist",Elizabeth Anne Mason,Elizabeth Anne Mason,Y,Y
Q96122930,Melanie Wakefield,//www.wikidata.org/wiki/Q96122930,Australian health researcher,Melanie Ann Wakefield,Melanie Ann Wakefield,Y,Y
Q61113429,Maria Kavallaris,//www.wikidata.org/wiki/Q61113429,Australian cancer researcher,Maria Kavallaris,NA,Y,Y
Q16204130,Helen Christensen,//www.wikidata.org/wiki/Q16204130,Australian mental health researcher,Helen Christensen,NA,Y,Y
Q20924009,Anita Jacoby,//www.wikidata.org/wiki/Q20924009,"Australian film producer, television producer, and magazine editor",Anita Jacoby,NA,Y,Y
Q2964804,Chris Mitchell,//www.wikidata.org/wiki/Q2964804,Australian journalist,Christopher John Mitchell,Christopher John Mitchell,Y,Y
Q6397484,Kevin Sheedy,//www.wikidata.org/wiki/Q6397484,Australian rules footballer and coach,Kevin John Sheedy,Kevin John Sheedy,Y,Y
Q312545,Roy Emerson,//www.wikidata.org/wiki/Q312545,Australian tennis player,Roy Stanley Emerson,Roy Stanley Emerson,Y,Y
Q69618362,Raymond Holmes,//www.wikidata.org/wiki/Q69618362,Australian surveyor,Raymond Eden Holmes,Raymond Eden Holmes,Y,Y
Q18349502,Hilton Clarke,//www.wikidata.org/wiki/Q18349502,Australian racing cyclist (b. 1944),Hilton James Clarke,Hilton James Clarke,Y,Y
Q6846842,Mike Fitzpatrick,//www.wikidata.org/wiki/Q6846842,Australian rules footballer,Michael Clifford Fitzpatrick,Michael Clifford Fitzpatrick,Y,Y
Q27922302,Mark Casey,//www.wikidata.org/wiki/Q27922302,Australian lawn indoorbowler,Mark Casey,NA,Y,Y
Q381902,Gareth Evans,//www.wikidata.org/wiki/Q381902,Australian international policymaker and former politician,Gareth Evans,NA,Y,Y
Q19873539,Mark Fraser,//www.wikidata.org/wiki/Q19873539,Australian public servant and diplomat,Mark Thomas Fraser,Mark Thomas Fraser,Y,Y
Q6171164,Jean McLean,//www.wikidata.org/wiki/Q6171164,Member of the Victorian Legislative Council,Jean McLean,NA,Y,Y
Q7321367,Rhonda Galbally,//www.wikidata.org/wiki/Q7321367,Australian sociologist,Rhonda Louise Galbally,Rhonda Louise Galbally,Y,Y
Q6685369,Lou Bennett,//www.wikidata.org/wiki/Q6685369,Australian actor and musician,Cindy Louise Bennett,Cindy Louise Bennett,Y,Y
Q5982332,Ian McLean,//www.wikidata.org/wiki/Q5982332,Australian rules footballer,Ian McLean,NA,Y,Y
Q7563034,Sophie Masson,//www.wikidata.org/wiki/Q7563034,Australian author,Sophie Veronique Masson,Sophie Veronique Masson,Y,Y
Q3081511,Francis John Mitchell,//www.wikidata.org/wiki/Q3081511,Australian herpetologist (1929–1970),Francis John Mitchell,NA,Y,Y
Q7971193,Warwick Smith,//www.wikidata.org/wiki/Q7971193,Australian politician,Warwick Leslie Smith,Warwick Leslie Smith,Y,Y
Q2460840,Jennifer Rowe,//www.wikidata.org/wiki/Q2460840,"Australian fiction writer, for children as Emily Rodda (pseudonym), mystery for adults as Jennifer Rowe (real name)",Jennifer June Rowe,Jennifer June Rowe,Y,Y
Q72124218,Romilly Madew,//www.wikidata.org/wiki/Q72124218,Australian advocate for sustainable building practices,Romilly Jane Madew,Romilly Jane Madew,Y,Y
Q273213,Elena Kats-Chernin,//www.wikidata.org/wiki/Q273213,Australian composer,Elena Kats-Chernin,NA,Y,Y
Q64025668,Banduk Marika,//www.wikidata.org/wiki/Q64025668,Australian printmaker,Banduk Mamburra Marika,Banduk Mamburra Marika,Y,Y
Q20740690,Kathryn Campbell,//www.wikidata.org/wiki/Q20740690,Australian public servant,Kathryn Jane Campbell,Kathryn Jane Campbell,Y,Y
Q83437910,Lynne Williams,//www.wikidata.org/wiki/Q83437910,Australian musician and educator,Lynette Frances Williams,Lynette Frances Williams,Y,Y
Q2904828,Cornelia Frances,//www.wikidata.org/wiki/Q2904828,English-Australian actress,Cornelia Frances,NA,Y,Y
Q11998,Kylie Minogue,//www.wikidata.org/wiki/Q11998,"Australian singer, recording artist, songwriter and actress",Kylie Ann Minogue,Kylie Ann Minogue,Y,Y
Q43138874,Geoffrey David Todd,//www.wikidata.org/wiki/Q43138874,Australian artist,Geoffrey David Todd,NA,Y,Y
Q7597831,Stan Perron,//www.wikidata.org/wiki/Q7597831,Australian businessman,Lloyd Stanley Perron,Lloyd Stanley Perron,Y,Y
Q7365770,Ronni Kahn,//www.wikidata.org/wiki/Q7365770,Australian social entrepreneur,Ronni Kahn,NA,Y,Y
Q61056754,Pauline Gandel,//www.wikidata.org/wiki/Q61056754,Australian philanthropist,Pauline Gandel,NA,Y,Y
Q7145585,Patricia Forsythe,//www.wikidata.org/wiki/Q7145585,Australian politician,Patricia Forsythe,NA,Y,Y
Q52833391,Malcolm Broomhead,//www.wikidata.org/wiki/Q52833391,Australian business executive,Malcolm William Broomhead,Malcolm William Broomhead,Y,Y
Q90209148,Sandra Harding,//www.wikidata.org/wiki/Q90209148,Australian economic sociologist and academic administrator,Sandra Lee Harding,Sandra Lee Harding,Y,Y
Q92095829,Luke Sayers,//www.wikidata.org/wiki/Q92095829,Australian businessman,Luke Frederick Sayers,Luke Frederick Sayers,Y,Y
Q16104710,Harold Luntz,//www.wikidata.org/wiki/Q16104710,Australian legal academic,Harold Luntz,NA,Y,Y
Q15493494,Lyndall Ryan,//www.wikidata.org/wiki/Q15493494,Australian historian,Lyndall Ryan,NA,Y,Y
Q55740845,Lynette Russell,//www.wikidata.org/wiki/Q55740845,Australian historian and Indigenous studies researcher,Lynette Wendy Russell,Lynette Wendy Russell,Y,Y
Q17198806,Christine Townend,//www.wikidata.org/wiki/Q17198806,Australian activist,Christine Elizabeth Townend,Christine Elizabeth Townend,Y,Y
Q64748712,Judy Raper,//www.wikidata.org/wiki/Q64748712,Australian chemical engineer,Judy Agnes Raper,Judy Agnes Raper,Y,Y
Q59782514,Frank Bongiorno,//www.wikidata.org/wiki/Q59782514,"Australian historian, academic and author",Francis Robert Bongiorno,Francis Robert Bongiorno,Y,Y
Q68195019,Chrissie Foster,//www.wikidata.org/wiki/Q68195019,Australian advocate for people impacted by child sexual abuse,Chrissie Foster,NA,Y,Y
Q6790327,Matthew Condon,//www.wikidata.org/wiki/Q6790327,Australian writer,Matthew Steven Condon,Matthew Steven Condon,Y,Y
Q28428590,Ross Dunning,//www.wikidata.org/wiki/Q28428590,Australian railway executive,Ross Dunning,NA,Y,Y
Q7369300,Ross Dunne,//www.wikidata.org/wiki/Q7369300,Australian rules footballer,Ross Dunne,NA,Y,Y
Q185044,Ian Thorpe,//www.wikidata.org/wiki/Q185044,Australian swimmer,Ian James Thorpe,Ian James Thorpe,Y,Y
Q6308380,Julie McCrossin,//www.wikidata.org/wiki/Q6308380,Australian broadcaster,Julie Elizabeth McCrossin,Julie Elizabeth McCrossin,Y,Y
Q75732840,Bronwyn King,//www.wikidata.org/wiki/Q75732840,Australian oncologist and anti-tobacco campaigner,Bronwyn King,NA,Y,Y
Q87025811,Pantjiti Unkari McKenzie,//www.wikidata.org/wiki/Q87025811,Australian Aboriginal artist (born 1949),Pantjiti Unkari McKenzie,NA,Y,Y
Q20882040,Lynette Silver,//www.wikidata.org/wiki/Q20882040,Australian historian and author,Lynette Silver,NA,Y,Y
Q83442396,Dulcie Flower,//www.wikidata.org/wiki/Q83442396,Australian activist,Dulcie Gladys Flower,Dulcie Gladys Flower,Y,Y
Q944529,Robert Taylor,//www.wikidata.org/wiki/Q944529,Australian actor,Robert John Taylor,Robert John Taylor,Y,Y
Q37837260,Caroline F. Finch,//www.wikidata.org/wiki/Q37837260,Australian statistician,Caroline Frances Finch,Caroline Frances Finch,Y,Y
Q5240396,David Thomson,//www.wikidata.org/wiki/Q5240396,Australian politician born 1924,David Scott Thomson,David Scott Thomson,Y,Y
Q47497441,Janet McCalman,//www.wikidata.org/wiki/Q47497441,Australian historian,Janet Susan McCalman,Janet Susan McCalman,Y,Y
Q29639545,Mickey Dewar,//www.wikidata.org/wiki/Q29639545,Australian historian,Michelle Sue Dewar,Michelle Sue Dewar,Y,Y
Q70276565,Chloe Munro,//www.wikidata.org/wiki/Q70276565,Australian energy expert,Chloe Munro,NA,Y,Y
Q5298468,Dorothy Isaksen,//www.wikidata.org/wiki/Q5298468,Australian politician,Dorothy May Isaksen,Dorothy May Isaksen,Y,Y
Q42290742,David Handelsman,//www.wikidata.org/wiki/Q42290742,Australian endocrinologist,David Joshua Handelsman,David Joshua Handelsman,Y,Y
Q65091680,Michael Coper,//www.wikidata.org/wiki/Q65091680,Australian legal academic,Michael David Coper,Michael David Coper,Y,Y
Q47497415,Rhys Jones,//www.wikidata.org/wiki/Q47497415,Australian mechanical and aerospace engineer,Rhys Jones,NA,Y,Y
Q28315239,David W. Kissane,//www.wikidata.org/wiki/Q28315239,Professor of Psychiatry at Monash University in Australia,David William Kissane,David William Kissane,Y,Y
Q7146320,Patrick Daley,//www.wikidata.org/wiki/Q7146320,Australian bushranger,Patrick Daley,NA,Y,Y
Q228559,Evonne Goolagong Cawley,//www.wikidata.org/wiki/Q228559,Australian female tennis player,Evonne Fay Goolagong Cawley,Evonne Fay Goolagong Cawley,Y,Y
Q52149987,Carol Martin,//www.wikidata.org/wiki/Q52149987,Australian businessperson and politician,Carolyn Joy Martin,Carolyn Joy Martin,Y,Y
Q538855,Heather McKay,//www.wikidata.org/wiki/Q538855,Australian squash player,Heather Pamela McKay,Heather Pamela McKay,Y,Y
Q166534,Betty Cuthbert,//www.wikidata.org/wiki/Q166534,Australian sprinter,Betty Cuthbert,NA,Y,Y
Q16730377,David Johnston,//www.wikidata.org/wiki/Q16730377,Royal Australian Navy officer,David Lance Johnston,David Lance Johnston,Y,Y
Q30123188,Mark Brewer,//www.wikidata.org/wiki/Q30123188,Australian Army officer,Mark Andrew Brewer,Mark Andrew Brewer,Y,Y
Q3195953,Belinda Clark,//www.wikidata.org/wiki/Q3195953,Australian cricketer,Belinda Jane Clark,Belinda Jane Clark,Y,Y
Q268352,Michael Turtur,//www.wikidata.org/wiki/Q268352,Australian racing cyclist,Michael Colin Turtur,Michael Colin Turtur,Y,Y
Q19873597,John Gaden,//www.wikidata.org/wiki/Q19873597,Australian actor,John Stuart Gaden,John Stuart Gaden,Y,Y
Q75623025,Hugh Anderson,//www.wikidata.org/wiki/Q75623025,Australian biographer and historian,Hugh McDonald Anderson,Hugh McDonald Anderson,Y,Y
Q6257825,John Siddons,//www.wikidata.org/wiki/Q6257825,Australian politician,John Royston Siddons,John Royston Siddons,Y,Y
Q45350,Susie O'Neill,//www.wikidata.org/wiki/Q45350,Australian swimmer,Susan O'Neill,Susan O'Neill,Y,Y
Q275533,Gillian Rolton,//www.wikidata.org/wiki/Q275533,Australian equestrian,Gillian Rolton,NA,Y,Y
Q6033244,Ingrid Moses,//www.wikidata.org/wiki/Q6033244,German-born Australian academic,Ingrid Moses,NA,Y,Y
Q15809092,Ezio Rizzardo,//www.wikidata.org/wiki/Q15809092,Italian-Australian chemist,Ezio Rizzardo,NA,Y,Y
Q80102552,Vanita Parekh,//www.wikidata.org/wiki/Q80102552,Australian forensic physician,Vanita Rajul Parekh,Vanita Rajul Parekh,Y,Y
Q25183911,Michael Barber,//www.wikidata.org/wiki/Q25183911,"Australian mathematician, physicist and academic",Michael Newton Barber,Michael Newton Barber,Y,Y
Q17517193,Jennifer L. Martin,//www.wikidata.org/wiki/Q17517193,Australian molecular biologist,Jennifer Louise Martin,Jennifer Louise Martin,Y,Y
Q86742582,Peggy Brown Nampijinpa,//www.wikidata.org/wiki/Q86742582,painter working in Australia,Peggy Brown Nampijinpa,NA,Y,Y
Q6774939,Martin Banwell,//www.wikidata.org/wiki/Q6774939,New Zealand-Australian chemist,Martin Gerhardt Banwell,Martin Gerhardt Banwell,Y,Y
Q6665972,Meg Lees,//www.wikidata.org/wiki/Q6665972,Australian politician,Meg Heather Lees,Meg Heather Lees,Y,Y
Q47497389,Gregory Clark,//www.wikidata.org/wiki/Q47497389,Australian physicist and technologist,Gregory John Clark,Gregory John Clark,Y,Y
Q15847000,Scott Sloan,//www.wikidata.org/wiki/Q15847000,Australian civil engineering academic,Scott William Sloan,Scott William Sloan,Y,Y
Q47985601,Maree Teesson,//www.wikidata.org/wiki/Q47985601,Australian health professional,Maree Rose Teesson,Maree Rose Teesson,Y,Y
Q6660117,Liz Ellis,//www.wikidata.org/wiki/Q6660117,Australian netball player,Elizabeth Margaret Ellis,Elizabeth Margaret Ellis,Y,Y
Q271024,Karrie Webb,//www.wikidata.org/wiki/Q271024,Australian golfer,Karrie Ann Webb,Karrie Ann Webb,Y,Y
Q6933432,Mukesh Haikerwal,//www.wikidata.org/wiki/Q6933432,Australian doctor,Mukesh Chandra Haikerwal,Mukesh Chandra Haikerwal,Y,Y
Q61978870,Michael Scott,//www.wikidata.org/wiki/Q61978870,Australian politician,Michael Dundas Scott,Michael Dundas Scott,Y,Y
Q7693605,Ted Pickering,//www.wikidata.org/wiki/Q7693605,Australian politician,Edward Phillip Pickering,Edward Phillip Pickering,Y,Y
Q6225512,John Castrilli,//www.wikidata.org/wiki/Q6225512,Australian politician,Giovanni Mario Castrilli,Giovanni Mario Castrilli,Y,Y
Q24026250,Anthony S. Weiss,//www.wikidata.org/wiki/Q24026250,Australian biochemist,Anthony Steven Weiss,Anthony Steven Weiss,Y,Y
Q5239823,David Sinclair,//www.wikidata.org/wiki/Q5239823,Australian biologist and geneticist,David Andrew Sinclair,David Andrew Sinclair,Y,Y
Q2167601,Ross Smith,//www.wikidata.org/wiki/Q2167601,Australian badminton player,Ross Smith,NA,Y,Y
Q5355916,Ross Smith,//www.wikidata.org/wiki/Q5355916,former South Australian state electoral district,Ross Smith,NA,Y,Y
Q7369627,Ross Smith,//www.wikidata.org/wiki/Q7369627,Australian politician,Ross Smith,NA,Y,Y
Q231374,Shane Gould,//www.wikidata.org/wiki/Q231374,Australian swimmer,Shane Elizabeth Gould,Shane Elizabeth Gould,Y,Y
Q2019543,Michele Timms,//www.wikidata.org/wiki/Q2019543,Australian Basketball player,Michele Margaret Timms,Michele Margaret Timms,Y,Y
Q92063682,Jozefa Bronislawa Sobski,//www.wikidata.org/wiki/Q92063682,Australian college principal and administrator,Jozefa Bronislawa Sobski,NA,Y,Y
Q6696526,Lucette Aldous,//www.wikidata.org/wiki/Q6696526,New Zealand-Australian ballerina,Lucette Aldous,NA,Y,Y
Q5259088,Dennis Young,//www.wikidata.org/wiki/Q5259088,Australian politician,Dennis Charles Young,Dennis Charles Young,Y,Y
Q76682420,Pat Hoffie,//www.wikidata.org/wiki/Q76682420,Australian artist,Patricia Elizabeth Hoffie,Patricia Elizabeth Hoffie,Y,Y
Q6248727,John Mildren,//www.wikidata.org/wiki/Q6248727,Australian politician,John Barry Mildren,John Barry Mildren,Y,Y
Q961079,John Collins,//www.wikidata.org/wiki/Q961079,"Australian musician, born 1970",John Collins,NA,Y,Y
Q7183429,Philip Davis,//www.wikidata.org/wiki/Q7183429,Australian politician,Philip Davis,NA,Y,Y
Q57080969,Janice Ferguson,//www.wikidata.org/wiki/Q57080969,Australian politician,Janice Dawn Ferguson,Janice Dawn Ferguson,Y,Y
Q76788845,Allan Fife,//www.wikidata.org/wiki/Q76788845,Australian businessman,Allan Anthony Fife,Allan Anthony Fife,Y,Y
Q57534749,Sue-Anne Wallace,//www.wikidata.org/wiki/Q57534749,is an australian pharmacist and curator,Sue-Anne Wallace,NA,Y,Y
Q2926444,Bruce Maslin,//www.wikidata.org/wiki/Q2926444,Australian botanist,Bruce Roger Maslin,Bruce Roger Maslin,Y,Y
Q4893618,Bernard Salt,//www.wikidata.org/wiki/Q4893618,Australian demographer,Bernard Joseph Salt,Bernard Joseph Salt,Y,Y
Q15999360,Archibald Park,//www.wikidata.org/wiki/Q15999360,Australian politician,Archibald Park,NA,Y,Y
Q26702925,Ranjana Srivastava,//www.wikidata.org/wiki/Q26702925,Australian oncologist and author,Ranjana Srivastava,NA,Y,Y
Q2654746,Peter Jones,//www.wikidata.org/wiki/Q2654746,"Australian drummer, born 1963",Peter Jones,NA,Y,Y
Q14638241,Emma McKeon,//www.wikidata.org/wiki/Q14638241,Australian swimmer,Emma McKeon,NA,Y,Y
Q6395823,Kevin Bell,//www.wikidata.org/wiki/Q6395823,Australian judge,Kevin Harcourt Bell,Kevin Harcourt Bell,Y,Y
Q11206860,John Hamilton Bowie,//www.wikidata.org/wiki/Q11206860,Australian chemist,John Hamilton Bowie,NA,Y,Y
Q576663,Kim Brennan,//www.wikidata.org/wiki/Q576663,Australian rower,Kimberley Jean Brennan,Kimberley Jean Brennan,Y,Y
Q17198330,Stuart Mayer,//www.wikidata.org/wiki/Q17198330,Senior Royal Australian Navy officer,Stuart Campbell Mayer,Stuart Campbell Mayer,Y,Y
Q17061673,Peter Woolcott,//www.wikidata.org/wiki/Q17061673,Australian diplomat,Peter Richard Woolcott,Peter Richard Woolcott,Y,Y
Q20742222,David McKee,//www.wikidata.org/wiki/Q20742222,Australian politician,David McKee,NA,Y,Y
Q5237392,David McKee Wright,//www.wikidata.org/wiki/Q5237392,Australian poet,David McKee Wright,NA,Y,Y
Q1108510,Colin L. Masters,//www.wikidata.org/wiki/Q1108510,Australian neuropathologist,Colin Louis Masters,Colin Louis Masters,Y,Y
Q7301864,Rebecca Peters,//www.wikidata.org/wiki/Q7301864,Australian activist,Rebecca Peters,NA,Y,Y
Q6491115,Larry Sitsky,//www.wikidata.org/wiki/Q6491115,Australian composer,Larry Sitsky,NA,Y,Y
Q4757555,Andrew Justin Stewart Coats,//www.wikidata.org/wiki/Q4757555,Australian academic,Andrew Justin Stewart Coats,NA,Y,Y
Q50663891,David L Vaux,//www.wikidata.org/wiki/Q50663891,researcher,David Laurence Vaux,David Laurence Vaux,Y,Y
Q83499481,Susan Wakil,//www.wikidata.org/wiki/Q83499481,Australian philanthropist,Susan Wakil,NA,Y,Y
Q82667,Mark Webber,//www.wikidata.org/wiki/Q82667,"racing driver, 2015 World Endurance Drivers' Champion, 2002-2013 Formula 1 driver",Mark Alan Webber,Mark Alan Webber,Y,Y
Q24067156,Richard P. Harvey,//www.wikidata.org/wiki/Q24067156,Professor of Heart Research at the University of New South Wales and Deputy Director and Head of the Developmental and Stem Cell Biology Division at the Victor Chang Cardiac Research Institute,Richard Paul Harvey,Richard Paul Harvey,Y,Y
Q3378800,Phil Kearns,//www.wikidata.org/wiki/Q3378800,Australian rugby union player,Philip Nicholas Kearns,Philip Nicholas Kearns,Y,Y
Q317118,Robbie McEwen,//www.wikidata.org/wiki/Q317118,Australian cyclist,Robert McEwen,Robert McEwen,Y,Y
Q69386682,Rosemary Craddock,//www.wikidata.org/wiki/Q69386682,Australian politician,Rosemary Hamilton Craddock,Rosemary Hamilton Craddock,Y,Y
