id,label,url,description,matchText,PossibleAlias,wikiDataMatch,wikiAusMatch
Q96939939,Nanette Good,//www.wikidata.org/wiki/Q96939939,Australian Anglican priest,Nanette Good,NA,Y,Y
Q96141435,Jillian Segal,//www.wikidata.org/wiki/Q96141435,Australian lawyer and philanthropist,Jillian Shirley Segal,Jillian Shirley Segal,Y,Y
Q7329022,Richard Shine,//www.wikidata.org/wiki/Q7329022,Australian scientist,Richard Shine,NA,Y,Y
Q78959415,Jane Singleton,//www.wikidata.org/wiki/Q78959415,"Australian broadcasting and print journalist, company director",Jane Singleton,NA,Y,Y
Q6197479,Jim Petrich,//www.wikidata.org/wiki/Q6197479,Australian activist,Cosmo James Petrich,Cosmo James Petrich,Y,Y
Q5920535,Howard William Olney,//www.wikidata.org/wiki/Q5920535,(b. 1934) Australian Aboriginal Lands Commissioner,Howard William Olney,NA,Y,Y
Q75323208,Sydney Benjamin Beale,//www.wikidata.org/wiki/Q75323208,Peerage person ID=62862,Sydney Benjamin Beale,NA,Y,Y
Q80777521,Sydney Benjamin Hartley,//www.wikidata.org/wiki/Q80777521,researcher,Sydney Benjamin Hartley,NA,Y,Y
Q271948,Rachel Ward,//www.wikidata.org/wiki/Q271948,Australian actress and film director,Rachel Claire Ward,Rachel Claire Ward,Y,Y
Q7428851,Saxon White,//www.wikidata.org/wiki/Q7428851,Australian rugby union player,Saxon William White,Saxon William White,Y,Y
Q6835383,Michael Wilson,//www.wikidata.org/wiki/Q6835383,Australian politician,Michael Minell Wilson,Michael Minell Wilson,Y,Y
Q28921850,Terry Underwood,//www.wikidata.org/wiki/Q28921850,Australian author,Terry Underwood,NA,Y,Y
Q7706963,Tetsuya Wakuda,//www.wikidata.org/wiki/Q7706963,Sydney based Japanese chef,Tetsuya Wakuda,NA,Y,Y
Q546225,Tracey Wickham,//www.wikidata.org/wiki/Q546225,"Australian swimmer, world champion",Tracey Lee Wickham,Tracey Lee Wickham,Y,Y
Q5534215,Geoff Mack,//www.wikidata.org/wiki/Q5534215,Australian singer,Albert Geoffrey McElhinney,Albert Geoffrey McElhinney,Y,Y
Q20856697,John Firth-Smith,//www.wikidata.org/wiki/Q20856697,Australian painter (born 1943),John Smith,John Smith,Y,Y
Q7817792,Tom Tehan,//www.wikidata.org/wiki/Q7817792,Australian politician,Tom Tehan,NA,Y,Y
Q7349662,Robert Scott,//www.wikidata.org/wiki/Q7349662,Australian rower,Robert Scott,NA,Y,Y
Q363659,Bryan Brown,//www.wikidata.org/wiki/Q363659,Australian actor,Bryan Neathway Brown,Bryan Neathway Brown,Y,Y
Q93490823,Alan Bundy,//www.wikidata.org/wiki/Q93490823,"Australian librarian, academic",Alan Lindsey Bundy,Alan Lindsey Bundy,Y,Y
Q5235368,David Irvine,//www.wikidata.org/wiki/Q5235368,Australian diplomat and intelligence chief,David Taylor Irvine,David Taylor Irvine,Y,Y
Q21598168,Graeme Jameson,//www.wikidata.org/wiki/Q21598168,Laureate Professor of the University of Newcastle,Graeme John Jameson,Graeme John Jameson,Y,Y
Q58826810,Stanley Jones,//www.wikidata.org/wiki/Q58826810,Australian Judge,Stanley Graham Jones,Stanley Graham Jones,Y,Y
Q42497555,Jane Mathews,//www.wikidata.org/wiki/Q42497555,Australian judge,Jane Hamilton Mathews,Jane Hamilton Mathews,Y,Y
Q4730873,Allan Moss,//www.wikidata.org/wiki/Q4730873,Australian businessman,Allan Edward Moss,Allan Edward Moss,Y,Y
Q6207164,Jocelyn Newman,//www.wikidata.org/wiki/Q6207164,Australian politician,Jocelyn Margaret Newman,Jocelyn Margaret Newman,Y,Y
Q5271209,Diana Laidlaw,//www.wikidata.org/wiki/Q5271209,Australian politician,Diana Vivienne Laidlaw,Diana Vivienne Laidlaw,Y,Y
Q4977890,Bruce Lloyd,//www.wikidata.org/wiki/Q4977890,Australian politician,Bruce Lloyd,NA,Y,Y
Q7248186,Robert Clancy,//www.wikidata.org/wiki/Q7248186,Australian immunologist,Robert Llewellyn Clancy,Robert Llewellyn Clancy,Y,Y
Q4963522,Brian Davies,//www.wikidata.org/wiki/Q4963522,Australian rugby league footballer and coach,Brian Davies,NA,Y,Y
Q55825496,Stella Bywaters,//www.wikidata.org/wiki/Q55825496,Salvation Army brigadier,Stella May Bywaters,Stella May Bywaters,Y,Y
Q5301401,Douglas Daft,//www.wikidata.org/wiki/Q5301401,Australian businessman,Douglas Neville Daft,Douglas Neville Daft,Y,Y
Q6763646,Marilyn Warren,//www.wikidata.org/wiki/Q6763646,Australian judge,Marilyn Louise Warren,Marilyn Louise Warren,Y,Y
Q321864,Charlie Bell,//www.wikidata.org/wiki/Q321864,Australian businessman,Charles Hamilton Bell AO,Charles Hamilton Bell AO,Y,Y
Q23747844,Freda Briggs,//www.wikidata.org/wiki/Q23747844,Australian child protection expert,Freda Briggs,NA,Y,Y
Q7410915,Samuel Berkovic,//www.wikidata.org/wiki/Q7410915,Australian neurologist,Samuel Frank Berkovic,Samuel Frank Berkovic,Y,Y
Q671591,Peter Morris,//www.wikidata.org/wiki/Q671591,Australian surgeon,Peter John Morris,Peter John Morris,Y,Y
Q3182407,John Ryan,//www.wikidata.org/wiki/Q3182407,"Australian swimmer, Olympic silver medallist",John Ryan,NA,Y,Y
Q20737599,John Ryan,//www.wikidata.org/wiki/Q20737599,Australian politician,John Ryan,NA,Y,Y
Q20050739,John Ryan,//www.wikidata.org/wiki/Q20050739,Australian diplomat and public servant,John Ryan,NA,Y,Y
Q95605901,John Douglas Morrison,//www.wikidata.org/wiki/Q95605901,Australian police officer,John Douglas Morrison,NA,Y,Y
Q71508160,Margot Vowles,//www.wikidata.org/wiki/Q71508160,Australian property manager and fashion expert,Margot Anne Vowles,Margot Anne Vowles,Y,Y
Q7369513,Ross McLean,//www.wikidata.org/wiki/Q7369513,Australian  politician,Ross Malcolm McLean,Ross Malcolm McLean,Y,Y
Q3339739,Nick Enright,//www.wikidata.org/wiki/Q3339739,writer,Nicholas Paul Enright,Nicholas Paul Enright,Y,Y
Q1507452,George Gregan,//www.wikidata.org/wiki/Q1507452,Australian rugby union player,George Musarurwa Gregan,George Musarurwa Gregan,Y,Y
Q6259857,John Sydney Haines,//www.wikidata.org/wiki/Q6259857,Australian boat builder,John Sydney Haines,NA,Y,Y
Q17155856,Clifford Harry Thompson,//www.wikidata.org/wiki/Q17155856,Australian geomorphologist and Principal Research Scientist with CSIRO,Clifford Harry Thompson,NA,Y,Y
Q62598827,Albert Mervyn Olsen,//www.wikidata.org/wiki/Q62598827,"Australian bacteriologist, ichthyologist, and biochemist (1917–2008)",Albert Mervyn Olsen,NA,Y,Y
Q17386614,Margaret Ray,//www.wikidata.org/wiki/Q17386614,Australian politician,Margaret Elizabeth Ray,Margaret Elizabeth Ray,Y,Y
Q67003673,Wendy Rose,//www.wikidata.org/wiki/Q67003673,Australian politician,Wendy Rose,NA,Y,Y
Q5668930,Harry Frederick Recher,//www.wikidata.org/wiki/Q5668930,Australian ornithologist,Harry Frederick Recher,NA,Y,Y
Q6302799,Judi Connelli,//www.wikidata.org/wiki/Q6302799,Australian actress,Judi Connelli,NA,Y,Y
Q234134,Nancy Wake,//www.wikidata.org/wiki/Q234134,New Zealander and Australian war heroine,Nancy Wake,NA,Y,Y
Q40673023,Adele Green,//www.wikidata.org/wiki/Q40673023,Australian epidemiologist,Adele Chandler Green,Adele Chandler Green,Y,Y
Q6523829,Leo Hielscher,//www.wikidata.org/wiki/Q6523829,Australian public servant,Leo Arthur Hielscher,Leo Arthur Hielscher,Y,Y
Q6137315,James Killen,//www.wikidata.org/wiki/Q6137315,Australian politician,James Killen,NA,Y,Y
Q15462668,Hugh Stretton,//www.wikidata.org/wiki/Q15462668,Australian historian,Hugh Stretton,NA,Y,Y
Q7298564,Raymond Apple,//www.wikidata.org/wiki/Q7298564,Senior Rabbi:Great Synagogue of Sydney,Raymond Apple,NA,Y,Y
Q47037281,Joan Bielski,//www.wikidata.org/wiki/Q47037281,Australian women's rights activist,Joan Margaret Bielski,Joan Margaret Bielski,Y,Y
Q2659517,John Chapman,//www.wikidata.org/wiki/Q2659517,Australian Army officer,John Austin Chapman,John Austin Chapman,Y,Y
Q5702915,Helen Nugent,//www.wikidata.org/wiki/Q5702915,Australian businesswoman,Helen Marion Nugent,Helen Marion Nugent,Y,Y
Q18002738,Mahla Pearlman,//www.wikidata.org/wiki/Q18002738,Australian judge,Mahla Liane Pearlman,Mahla Liane Pearlman,Y,Y
Q6759831,Margaret Reid,//www.wikidata.org/wiki/Q6759831,Australian politician,Margaret Elizabeth Reid,Margaret Elizabeth Reid,Y,Y
Q16185462,Cathy McGowan,//www.wikidata.org/wiki/Q16185462,Australian politician,Catherine McGowan,Catherine McGowan,Y,Y
Q16866373,Arthur Harrison,//www.wikidata.org/wiki/Q16866373,Australian rules footballer,Arthur Harrison,NA,Y,Y
Q4799520,Arthur Leyland Harrison,//www.wikidata.org/wiki/Q4799520,Recipient of the Victoria Cross,Arthur Harrison,Arthur Harrison,Y,Y
Q4932780,Robert Hetherington,//www.wikidata.org/wiki/Q4932780,Australian politician and political scientist,Robert Hetherington,NA,Y,Y
Q21997795,Iris Burgoyne,//www.wikidata.org/wiki/Q21997795,Australian writer,Iris Burgoyne,NA,Y,Y
Q61994646,Raymond Agnew,//www.wikidata.org/wiki/Q61994646,Australian politician,Raymond George Agnew,Raymond George Agnew,Y,Y
Q58032731,Jane Edmanson,//www.wikidata.org/wiki/Q58032731,"Australian horticulturalist, author, and television and radio personality",Jane Marion Edmanson,Jane Marion Edmanson,Y,Y
Q274293,Hayley Lewis,//www.wikidata.org/wiki/Q274293,"Australian swimmer, Olympic silver medallist, world champion",Hayley Jane Lewis,Hayley Jane Lewis,Y,Y
Q6120159,Jacqueline Mason,//www.wikidata.org/wiki/Q6120159,figure skater,Jacqueline Kendall-Baker,Jacqueline Kendall-Baker,Y,Y
Q735048,Steve Waugh,//www.wikidata.org/wiki/Q735048,Australian cricketer,Stephen Rodger Waugh,Stephen Rodger Waugh,Y,Y
Q21006566,William Wright,//www.wikidata.org/wiki/Q21006566,Australian painter,William James Wright,William James Wright,Y,Y
Q16019710,Max Howell,//www.wikidata.org/wiki/Q16019710,Australian educator and rugby union player,Maxwell Leo Howell,Maxwell Leo Howell,Y,Y
Q84166346,Judith Mary Roberts,//www.wikidata.org/wiki/Q84166346,"Australian nurse, health administrator and academic",Judith Mary Roberts,NA,Y,Y
Q4932674,Bob Hammond,//www.wikidata.org/wiki/Q4932674,Australian rules footballer and coach,Robert Allen Hammond,Robert Allen Hammond,Y,Y
Q4867255,Basil Scarsella,//www.wikidata.org/wiki/Q4867255,Australian sports businessman,Basil Scarsella,NA,Y,Y
Q7364289,Ron Radford,//www.wikidata.org/wiki/Q7364289,Australian curator and art gallery director,Ronald Warwick Radford,Ronald Warwick Radford,Y,Y
Q7816580,Tom Lewis,//www.wikidata.org/wiki/Q7816580,Australian author and historian,Thomas Anthony Lewis,Thomas Anthony Lewis,Y,Y
Q2638527,Neville Thiele,//www.wikidata.org/wiki/Q2638527,audio engineer,Albert Neville Thiele,Albert Neville Thiele,Y,Y
Q1292063,William Edward Norman Bennett,//www.wikidata.org/wiki/Q1292063,Australian aviator,William Edward Norman Bennett,NA,Y,Y
Q3343706,Norm O'Neill,//www.wikidata.org/wiki/Q3343706,Australian cricketer,Norman Clifford O'Neill,Norman Clifford O'Neill,Y,Y
Q58413938,Mary Sheehan,//www.wikidata.org/wiki/Q58413938,Australian psychologist researching road safety and drink driving,Mary Christina Sheehan,Mary Christina Sheehan,Y,Y
Q84165682,Norelle Lickiss,//www.wikidata.org/wiki/Q84165682,Australian palliative care specialist,Norelle Lickiss,NA,Y,Y
Q16123989,Jillian Broadbent,//www.wikidata.org/wiki/Q16123989,Australian businessperson,Jillian Rosemary Broadbent,Jillian Rosemary Broadbent,Y,Y
Q1251694,Doug Anthony,//www.wikidata.org/wiki/Q1251694,"Australian politician, Deputy Prime Minister of Australia",John Douglas Anthony,John Douglas Anthony,Y,Y
Q7356597,Roderick Carnegie,//www.wikidata.org/wiki/Q7356597,Australian businessman,Roderick Howard Carnegie,Roderick Howard Carnegie,Y,Y
Q3305274,Richard Court,//www.wikidata.org/wiki/Q3305274,Australian politician,Richard Fairfax Court,Richard Fairfax Court,Y,Y
Q6830287,Michael Field,//www.wikidata.org/wiki/Q6830287,Australian politician,Michael Walter Field,Michael Walter Field,Y,Y
Q6759554,Margaret Jackson,//www.wikidata.org/wiki/Q6759554,Australian corporate executive,Margaret Anne Jackson,Margaret Anne Jackson,Y,Y
Q16091974,Primrose Potter,//www.wikidata.org/wiki/Q16091974,Australian philanthropist,Primrose Catherine Potter,Primrose Catherine Potter,Y,Y
Q4931763,Bob Baxt,//www.wikidata.org/wiki/Q4931763,Australian lawyer,Robert Baxt,Robert Baxt,Y,Y
Q2394355,Robert Baxter,//www.wikidata.org/wiki/Q2394355,Australian actor,Robert Baxter,NA,Y,Y
Q16727677,Robert Brooking,//www.wikidata.org/wiki/Q16727677,Australian judge,Robert Brooking,NA,Y,Y
Q69049397,Margaret Burgess,//www.wikidata.org/wiki/Q69049397,Australian paediatrician,Margaret Anne Burgess,Margaret Anne Burgess,Y,Y
Q5549739,Geraldine Doogue,//www.wikidata.org/wiki/Q5549739,Australian journalist,Geraldine Frances Doogue,Geraldine Frances Doogue,Y,Y
Q23806338,Thancoupie,//www.wikidata.org/wiki/Q23806338,"Australian ceramic artist, educator, linguist and elder of the Thaynakwith people",Thanacoupie Fletcher-James,Thanacoupie Fletcher-James,Y,Y
Q4755125,Andrea Hull,//www.wikidata.org/wiki/Q4755125,Australian academic,Andrea Douglas Hull,Andrea Douglas Hull,Y,Y
Q6387850,Ken Inglis,//www.wikidata.org/wiki/Q6387850,Australian historian,Kenneth Stanley Inglis,Kenneth Stanley Inglis,Y,Y
Q5246242,Dean Jaensch,//www.wikidata.org/wiki/Q5246242,Australian political scientist,Dean Harold Jaensch,Dean Harold Jaensch,Y,Y
Q16935033,Terry Jackman,//www.wikidata.org/wiki/Q16935033,Australian businessman,Terry Jackman,NA,Y,Y
Q7821292,Toni Lamond,//www.wikidata.org/wiki/Q7821292,Australian actress and singer,Toni Lamond,NA,Y,Y
Q6248996,John Mitchell,//www.wikidata.org/wiki/Q6248996,former president of the Melbourne Football Club and the Melbourne Cricket Club,John Robert Mitchell,John Robert Mitchell,Y,Y
Q9057059,Paula Duncan,//www.wikidata.org/wiki/Q9057059,Australian actress,Paula Margaret Duncan,Paula Margaret Duncan,Y,Y
Q7342854,Robert Champion de Crespigny,//www.wikidata.org/wiki/Q7342854,Australian businessman,Robert James Champion de Crespigny,Robert James Champion de Crespigny,Y,Y
Q6230056,John Doyle,//www.wikidata.org/wiki/Q6230056,Australian judge,John Jeremy Doyle,John Jeremy Doyle,Y,Y
Q472503,Herb Elliott,//www.wikidata.org/wiki/Q472503,Australian middle distance runner,Herbert James Elliott,Herbert James Elliott,Y,Y
Q6390196,Kenneth Hayne,//www.wikidata.org/wiki/Q6390196,Australian judge,Kenneth Madison Hayne,Kenneth Madison Hayne,Y,Y
Q88203631,Jeanne Pratt,//www.wikidata.org/wiki/Q88203631,Australian foundation executive,Jeanne Pratt,NA,Y,Y
Q6380197,Kay Hallahan,//www.wikidata.org/wiki/Q6380197,Western Australian politician,Elsie Kay Hallahan,Elsie Kay Hallahan,Y,Y
Q177504,George Szekeres,//www.wikidata.org/wiki/Q177504,Hungarian-Australian mathematician,George Szekeres,NA,Y,Y
Q5545011,George Szekeres Medal,//www.wikidata.org/wiki/Q5545011,Awarded by the Australian Mathematical Society for outstanding research contributions over a fifteen-year period,George Szekeres Medal,NA,Y,Y
Q781585,Australian Mathematical Society,//www.wikidata.org/wiki/Q781585,NA,George Szekeres Medal,George Szekeres Medal,Y,Y
Q5983284,Ian Wilson,//www.wikidata.org/wiki/Q5983284,"solicitor, company director and Australian politician (1932-2013)",Ian Wilson,NA,Y,Y
Q56034483,Kevin Duggan,//www.wikidata.org/wiki/Q56034483,Australian judge,Kevin Patrick Duggan,Kevin Patrick Duggan,Y,Y
Q3313187,Mike Ahern,//www.wikidata.org/wiki/Q3313187,Australian politician,Michael John Ahern,Michael John Ahern,Y,Y
Q28076403,Ronald Drayton Brown,//www.wikidata.org/wiki/Q28076403,Australian chemist,Ronald Drayton Brown,NA,Y,Y
Q7175395,Peter Leahy,//www.wikidata.org/wiki/Q7175395,Australian general,Peter Francis Leahy,Peter Francis Leahy,Y,Y
Q26702224,Beryl Nashar,//www.wikidata.org/wiki/Q26702224,Australian geologist,Beryl Nashar,NA,Y,Y
Q440221,Clifford Possum Tjapaltjarri,//www.wikidata.org/wiki/Q440221,Australian Aboriginal artist (1932—2002),Clifford Possum Tjapaltjarri,NA,Y,Y
Q68268625,Patrick Moray Weller,//www.wikidata.org/wiki/Q68268625,"Patrick Weller, Sch. of Pol. & Pub. Policy., Griffith Univ., Australia",Patrick Moray Weller,NA,Y,Y
Q6849275,Mike Willesee,//www.wikidata.org/wiki/Q6849275,Australian television presenter,Michael Robert Willesee,Michael Robert Willesee,Y,Y
Q20084206,Alan Coates,//www.wikidata.org/wiki/Q20084206,Australian clinical oncologist,Alan Stuart Coates,Alan Stuart Coates,Y,Y
Q61982462,Rex Keily,//www.wikidata.org/wiki/Q61982462,Australian politician,Rex John Keily,Rex John Keily,Y,Y
Q27678467,Anne Hepburn,//www.wikidata.org/wiki/Q27678467,Scottich missionary involved in is god female?,Anne Burton,Anne Burton,Y,Y
Q5337142,Edgar Britt,//www.wikidata.org/wiki/Q5337142,Australian jockey,Edgar Clive Britt,Edgar Clive Britt,Y,Y
Q7297571,Ray Hadley,//www.wikidata.org/wiki/Q7297571,Australian talkback radio broadcaster and a rugby league football commentator,Raymond Morris Hadley,Raymond Morris Hadley,Y,Y
Q7025355,Nicholas Euclid,//www.wikidata.org/wiki/Q7025355,Australian rugby league official,Nicholas Euclid,NA,Y,Y
Q7194945,Pinchus Feldman,//www.wikidata.org/wiki/Q7194945,Australian rabbi,Pinchus Feldman,NA,Y,Y
Q21095596,Bruce Peake,//www.wikidata.org/wiki/Q21095596,Australian rules footballer,Bruce Peake,NA,Y,Y
Q5623774,Gwyn Hanssen Pigott,//www.wikidata.org/wiki/Q5623774,Australian ceramic artist,Gwyn Hanssen Pigott,NA,Y,Y
Q25659726,Donald E. White,//www.wikidata.org/wiki/Q25659726,geologist,Donald White,Donald White,Y,Y
Q5537113,George Bornemissza,//www.wikidata.org/wiki/Q5537113,Hungarian–Australian entomologist,George Francis Bornemissza,George Francis Bornemissza,Y,Y
Q5230887,David Ashton,//www.wikidata.org/wiki/Q5230887,Australian botanist,David Hungerford Ashton,David Hungerford Ashton,Y,Y
Q5982090,Ian Lowe,//www.wikidata.org/wiki/Q5982090,Australian academic,Ian Lowe,NA,Y,Y
Q5271711,Dianne Yerbury,//www.wikidata.org/wiki/Q5271711,Australian academic,Dianne Yerbury,NA,Y,Y
Q5362323,Elizabeth Anne Reid,//www.wikidata.org/wiki/Q5362323,Australian feminist,Elizabeth Anne Reid,NA,Y,Y
Q28016690,James Dunn,//www.wikidata.org/wiki/Q28016690,Australian politician and diplomat,James Stanley Dunn,James Stanley Dunn,Y,Y
Q55462162,Judith Whitworth,//www.wikidata.org/wiki/Q55462162,Australian renal medical researcher,Judith Ann Whitworth,Judith Ann Whitworth,Y,Y
Q63688819,Paul Z Zimmet,//www.wikidata.org/wiki/Q63688819,researcher,Paul Zimmet,Paul Zimmet,Y,Y
Q6154549,Janine Haines,//www.wikidata.org/wiki/Q6154549,Australian politician,Janine Haines,NA,Y,Y
Q5761026,Hilary McPhee,//www.wikidata.org/wiki/Q5761026,Australian publisher,Hilary Jane McPhee,Hilary Jane McPhee,Y,Y
Q6116415,Jackie Huggins,//www.wikidata.org/wiki/Q6116415,Indigenous Australian historian and writer,Jacqueline Gail Huggins,Jacqueline Gail Huggins,Y,Y
Q6194062,Jim Carlton,//www.wikidata.org/wiki/Q6194062,Australian politician,James Joseph Carlton,James Joseph Carlton,Y,Y
Q9077601,John Yu,//www.wikidata.org/wiki/Q9077601,Chinese–Australian paediatrician,John Samuel Yu,John Samuel Yu,Y,Y
Q6247158,John Mathwin,//www.wikidata.org/wiki/Q6247158,Australian politician,John Mathwin,NA,Y,Y
Q30086669,Dick Kimber,//www.wikidata.org/wiki/Q30086669,Australian historian,Richard Glyn Kimber,Richard Glyn Kimber,Y,Y
Q46648449,John A. Hamilton,//www.wikidata.org/wiki/Q46648449,Australian medical researcher,John Hamilton,John Hamilton,Y,Y
Q4357255,Jack Lockett,//www.wikidata.org/wiki/Q4357255,Australian soldier,John Henry Lockett,John Henry Lockett,Y,Y
Q55086802,Michael Murphy,//www.wikidata.org/wiki/Q55086802,Australian politician,Michael Joseph Murphy,Michael Joseph Murphy,Y,Y
Q17302233,Mary Sawyer,//www.wikidata.org/wiki/Q17302233,Australian tennis player,Mary Sawyer,NA,Y,Y
Q1740252,Kevin Scarce,//www.wikidata.org/wiki/Q1740252,Australian navy officer,Kevin John Scarce,Kevin John Scarce,Y,Y
Q3137457,John Treloar,//www.wikidata.org/wiki/Q3137457,Australian sprinter,John Francis Treloar,John Francis Treloar,Y,Y
Q1359387,Peter Thomson,//www.wikidata.org/wiki/Q1359387,Australian professional golfer,Peter William Thomson,Peter William Thomson,Y,Y
Q3305171,Michael Morgan,//www.wikidata.org/wiki/Q3305171,Australian rower,Michael Dennis Morgan,Michael Dennis Morgan,Y,Y
Q5300679,Doug Lowe,//www.wikidata.org/wiki/Q5300679,Australian politician; Premier of Tasmania,Douglas Ackley Lowe,Douglas Ackley Lowe,Y,Y
Q7407281,Sam Calder,//www.wikidata.org/wiki/Q7407281,Australian politician and World War II flying ace,Stephen Edward Calder,Stephen Edward Calder,Y,Y
Q5294885,Don Cameron,//www.wikidata.org/wiki/Q5294885,Queensland Liberal politician,Donald Milner Cameron,Donald Milner Cameron,Y,Y
Q16092601,Patrick Corrigan,//www.wikidata.org/wiki/Q16092601,Australian businessman,Patrick Corrigan,NA,Y,Y
Q7976180,Wayne Denis Hall,//www.wikidata.org/wiki/Q7976180,Australian academic,Wayne Denis Hall,NA,Y,Y
Q7153896,Paul Symon,//www.wikidata.org/wiki/Q7153896,Australian general,Paul Bruce Symon,Paul Bruce Symon,Y,Y
Q362362,Murray Rose,//www.wikidata.org/wiki/Q362362,"Australian swimmer, Olympic gold medalist, former world record-holder",Murray Rose,NA,Y,Y
Q43136436,Hugh David Sawrey,//www.wikidata.org/wiki/Q43136436,Australian artist,Hugh David Sawrey,NA,Y,Y
Q7405314,Sally Thomas,//www.wikidata.org/wiki/Q7405314,Australian jurist; Administrator of the Northern Territory,Sally Gordon Thomas,Sally Gordon Thomas,Y,Y
Q41791927,Beryl Grant,//www.wikidata.org/wiki/Q41791927,"Australian nurse, community worker, and public servant",Beryl Grant,NA,Y,Y
Q7328940,Dick Scotton,//www.wikidata.org/wiki/Q7328940,Australian economist,Richard Bailey Scotton,Richard Bailey Scotton,Y,Y
Q87469316,Susan Serjeantson,//www.wikidata.org/wiki/Q87469316,Australian geneticist,Susan Wyber Serjeantson,Susan Wyber Serjeantson,Y,Y
Q5534973,Geoffrey Wickham,//www.wikidata.org/wiki/Q5534973,"Australian engineer, pioneer of the artificial pacemaker",Geoffrey Gordon Wickham,Geoffrey Gordon Wickham,Y,Y
Q6142377,James Roland Wood,//www.wikidata.org/wiki/Q6142377,Australian royal commissioner,James Roland Wood,NA,Y,Y
Q7154577,Paul de Jersey,//www.wikidata.org/wiki/Q7154577,"Australian judge, Governor of Queensland",Paul de Jersey,NA,Y,Y
Q7353572,Robyn Archer,//www.wikidata.org/wiki/Q7353572,Australian actor and director,Robyn Archer,NA,Y,Y
Q5231308,David Bennett,//www.wikidata.org/wiki/Q5231308,Australian civil servant and lawyer,David Michael John Bennett,David Michael John Bennett,Y,Y
Q6225351,John Carter,//www.wikidata.org/wiki/Q6225351,"Australian medical academic and endocrinologist, born 1944",John Norman Carter,John Norman Carter,Y,Y
Q20679481,Reginald Joseph Marr,//www.wikidata.org/wiki/Q20679481,Australian boxer and lawyer (1917-1999),Reginald Joseph Marr,NA,Y,Y
Q6246295,John Maclean,//www.wikidata.org/wiki/Q6246295,Australian cricketer,John Alexander Maclean,John Alexander Maclean,Y,Y
Q16196573,John Maclean,//www.wikidata.org/wiki/Q16196573,"Australian triathlete, rower and motivational speaker",John Alexander Maclean,John Alexander Maclean,Y,Y
Q5225454,Darryl Smith,//www.wikidata.org/wiki/Q5225454,Australian cricketer,Darryl Smith,NA,Y,Y
Q5239914,David Smorgon,//www.wikidata.org/wiki/Q5239914,Australian businessman,David Smorgon,NA,Y,Y
Q18389679,Eric Donaldson,//www.wikidata.org/wiki/Q18389679,Australian rules footballer,Eric Donaldson,NA,Y,Y
Q22017865,Eric Donaldson,//www.wikidata.org/wiki/Q22017865,Australian rules footballer b1898,Eric Donaldson,NA,Y,Y
Q2667644,Bill Brown,//www.wikidata.org/wiki/Q2667644,Australian cricketer,William Alfred Brown,William Alfred Brown,Y,Y
Q87416643,Dorothy Hilda Henderson,//www.wikidata.org/wiki/Q87416643,Australian community worker,Dorothy Hilda Henderson,NA,Y,Y
Q6264621,John Winneke,//www.wikidata.org/wiki/Q6264621,Australian judge,John Spence Winneke,John Spence Winneke,Y,Y
Q2578355,William Cox,//www.wikidata.org/wiki/Q2578355,Australian judge,William John Ellis Cox,William John Ellis Cox,Y,Y
Q6757130,Marcia Neave,//www.wikidata.org/wiki/Q6757130,Australian legal academic and judge,Marcia Ann Neave,Marcia Ann Neave,Y,Y
Q1070533,Cheryl Praeger,//www.wikidata.org/wiki/Q1070533,Australian mathematician,Cheryl Elisabeth Praeger,Cheryl Elisabeth Praeger,Y,Y
Q5543154,George Paciullo,//www.wikidata.org/wiki/Q5543154,Australian politician,George Paciullo,NA,Y,Y
Q5415311,Evan Adermann,//www.wikidata.org/wiki/Q5415311,Australian politician,Albert Evan Adermann,Albert Evan Adermann,Y,Y
Q6828506,Michael Baume,//www.wikidata.org/wiki/Q6828506,Australian politician,Michael Ehrenfried Baume,Michael Ehrenfried Baume,Y,Y
Q5982611,Ian Porter,//www.wikidata.org/wiki/Q5982611,Australian politician,Ian Slade Porter OAM,Ian Slade Porter OAM,Y,Y
Q5534160,Geoff Henke,//www.wikidata.org/wiki/Q5534160,Australian sports official,Geoffrey John Henke,Geoffrey John Henke,Y,Y
Q6205085,Joan Hall,//www.wikidata.org/wiki/Q6205085,Australian politician,Joan Bullock,Joan Bullock,Y,Y
Q18346486,James Semple Kerr,//www.wikidata.org/wiki/Q18346486,Australian architectural historian,James Semple Kerr,NA,Y,Y
Q2086893,James Harrison,//www.wikidata.org/wiki/Q2086893,Australian blood donor,James Christopher Harrison,James Christopher Harrison,Y,Y
Q7173734,Peter Doyle,//www.wikidata.org/wiki/Q7173734,Australian writer,Peter Doyle,NA,Y,Y
Q7173729,Peter Doyle,//www.wikidata.org/wiki/Q7173729,Australian singer,Peter Doyle,NA,Y,Y
Q5591492,Gracia Baylor,//www.wikidata.org/wiki/Q5591492,Australian politician,Hilda Gracia Baylor,Hilda Gracia Baylor,Y,Y
Q5622665,Guy Warren,//www.wikidata.org/wiki/Q5622665,Australian artist,Guy Wilkie Warren,Guy Wilkie Warren,Y,Y
Q734495,Bud Tingwell,//www.wikidata.org/wiki/Q734495,Australian actor (1923-2009),Charles Tingwell,Charles Tingwell,Y,Y
Q18635469,Michael Fitzgerald Page,//www.wikidata.org/wiki/Q18635469,"British Australian writer, editor and mariner",Michael Fitzgerald Page,NA,Y,Y
Q1174223,David Dicks,//www.wikidata.org/wiki/Q1174223,sailor,David Griffiths Dicks,David Griffiths Dicks,Y,Y
